,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
192193,3ECC38HFA7089772,26,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/30/19,3/30/19,,,,,Yes,,
192194,3ECC365FA7088732,26,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/29/19,4/14/19,,,,,Yes,,
192195,3EA2IHTFA7205279,26,11,000,N,Perform a phase inspection,Completed the inspection,7/24/13,12/23/13,,,,Yes,,,
192196,3EA3B85FA7318480,26,11,000,0,Perform a periodic inspection,Completed the inspection,11/14/14,11/21/14,,,,Yes,,,
192197,3EA6JLGFA7031076,26,11,846,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/31/19,1/31/19,,,,,Yes,,
192198,3NSZT8FFA3363063,26,11,000,0,Perform a periodic inspection,Completed the inspection,12/29/13,12/29/13,,,,Yes,,,
192199,3ECBVP4FA7116833,26,11,000,0,Perform a periodic inspection,Completed the inspection,4/25/12,4/26/12,,,,Yes,,,
192200,3ECBY9MFA7037794,26,11,020,B,Corrosion found on the Landing Gear Assembly,Treated and removed the corrosion,2/6/15,2/8/15,Yes,,,,,,
192201,3NSZW7KFA3033508,26,11,000,0,Perform a periodic inspection,Completed the inspection,2/2/14,2/2/14,,,,Yes,,,
192202,3NSZWWCFA3048287,26,11,000,0,Perform a periodic inspection,Completed the inspection,2/17/14,2/17/14,,,,Yes,,,
192203,3EA4Y16FA7307569,26,11,000,0,Perform a periodic inspection,Completed the inspection,11/2/16,11/2/16,,,,Yes,,,
192204,3EA5IFEFA7235200,26,11,000,0,Perform system or component checks ,Completed the component or system test,8/23/17,8/23/17,,,,Yes,,,
192205,3EA1XC9FA7353086,26,23,381,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/18/12,1/22/13,,,,,Yes,,
192206,3EA3WAOFA7320350,26,11,000,0,Perform system or component checks ,Completed the component or system test,11/16/15,11/16/15,,,,Yes,,,
