,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
167678,3NT2SX4FA3032595,22,11,000,0,Perform a periodic inspection,Completed the inspection,2/1/18,2/5/18,,,,Yes,,,
167679,3NT1V0MFA3048223,22,47,,P,Perform system or component checks ,Completed the component or system test,2/17/17,2/17/17,,,,Yes,,,
167680,3EA1KXSFA7226573,22,23,070,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/13/12,8/16/12,,,,,Yes,,
167681,3NT35NYFA3212405,22,11,000,0,Perform a periodic inspection,Completed the inspection,7/31/18,8/2/18,,,,Yes,,,
167682,3NT1RA3FA3004587,22,11,000,0,Perform a periodic inspection,Completed the inspection,1/4/17,1/9/17,,,,Yes,,,
167683,3NT36FFFA3224292,22,11,000,0,Perform a periodic inspection,Completed the inspection,8/12/18,8/14/18,,,,Yes,,,
167684,3NT1U73FA3033275,22,11,000,0,Perform a periodic inspection,Completed the inspection,2/2/17,2/2/17,,,,Yes,,,
167685,3NT1WMUFA3080144,22,11,000,0,Perform a periodic inspection,Completed the inspection,3/21/17,3/21/17,,,,Yes,,,
167686,3EA2KDNFA7226317,22,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/14/13,8/18/13,,,,,Yes,,
167687,3NT2Z3YFA3130032,22,11,000,0,Perform a periodic inspection,Completed the inspection,5/10/18,5/13/18,,,,Yes,,,
167688,3EA2MAHFA7251177,22,11,000,0,Perform a periodic inspection,Completed the inspection,9/8/13,9/9/13,,,,Yes,,,
167689,3NT2R1FFA3018118,22,11,000,0,Perform a periodic inspection,Completed the inspection,1/18/18,1/18/18,,,,Yes,,,
167690,3NT3315FA3172408,22,11,000,0,Perform a periodic inspection,Completed the inspection,6/21/18,6/21/18,,,,Yes,,,
167691,3NT1NU5FA3301344,22,11,000,0,Perform a periodic inspection,Completed the inspection,10/27/16,11/2/16,,,,Yes,,,
167692,3NT38YQFA3266566,22,11,000,0,Perform a periodic inspection,Completed the inspection,9/23/18,9/23/18,,,,Yes,,,
167693,3EA2QDNFA7338350,22,11,780,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/4/13,12/6/13,,,,,Yes,,
167694,3EA1QVNFA7277103,22,11,799,A,Harness issue found on the aircraft,Repaired the harness,10/3/12,10/4/12,,,,,Yes,,
167695,3NT2F32FA3243180,22,11,000,0,Perform a periodic inspection,Completed the inspection,8/31/17,9/6/17,,,,Yes,,,
