,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
103161,3BFIFMDAA9237399,14,11,000,0,Perform a periodic inspection,Completed the inspection,8/25/15,8/28/15,,,,Yes,,,
103162,3BFM31GAA9151A10,14,11,127,C,Perform a phase inspection,Completed the inspection,6/20/18,6/20/18,,,,Yes,,,
103163,3BFHOG1AA9313413,14,11,000,0,Perform a periodic inspection,Completed the inspection,11/9/14,11/9/14,,,,Yes,,,
103164,3BFMMAKAA9021072,14,11,070,C,System or component worn or broken,Removed and Replaced the system or component,1/21/19,1/23/19,,,,,Yes,,
103165,3BFFLIJAA9107594,14,11,000,0,System or Component is dirty,Cleaned the system or component,4/17/13,4/17/13,,,,Yes,,,
103166,3BFI9GNAA9173315,14,11,425,C,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,6/22/15,6/29/15,,,Yes,,,,
103167,3BFL3N0AA9243559,14,11,020,C,Wiring issue found on the aircraft,Repaired the wire,8/31/17,9/7/17,,,,,Yes,,
103168,3BFKSV9AA9170361,14,11,000,C,Perform system or component checks ,Completed the component or system test,6/19/17,6/20/17,,,,Yes,,,
103169,3BFK814AA9072211,14,11,170,C,Corrosion found on the Landing Gear Assembly,Treated and removed the corrosion,3/13/17,3/14/17,Yes,,,,,,
103170,3BFID05AA9210352,14,11,000,0,Perform a periodic inspection,Completed the inspection,7/29/15,7/29/15,,,,Yes,,,
103171,3BFKQMMAA9161385,14,11,000,C,Aircraft weapon configuration change requested,Aircraft configuration change completed,6/10/17,6/11/17,,,,,,Yes,
103172,3BFKWLSAA9190190,14,11,000,C,Perform a periodic inspection,Completed the inspection,7/9/17,7/10/17,,,,Yes,,,
103173,3BFG34GAA9266546,14,23,787,R,System or component worn or broken,Removed and Replaced the system or component,9/23/13,9/23/13,,,,,Yes,,
103174,3BFJ4SDAA9134252,14,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",5/13/16,6/9/16,,Yes,,,,,
103175,3BFHS2UAA9356073,14,11,000,0,Perform a periodic inspection,Completed the inspection,12/22/14,12/29/14,,,,Yes,,,
103176,3BFM6AEAA9210513,14,23,381,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/29/18,7/30/18,,,,,Yes,,
103177,3BFM3ZKAA9182560,14,11,000,0,Perform a periodic inspection,Completed the inspection,7/1/18,7/1/18,,,,Yes,,,
103178,3BFJLXMAA9271218,14,11,170,C,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",9/27/16,9/30/16,,Yes,,,,,
103179,3BFK892AA9074433,14,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,3/15/17,3/18/17,,,,Yes,,,
103180,3BFM1KWAA9157248,14,11,117,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/6/18,6/7/18,,,,,Yes,,
103181,3BFLKFJAA9022578,14,12,020,B,System or component worn or broken,Removed and Replaced the system or component,1/22/18,6/12/18,,,,,Yes,,
103182,3BFIBWHAA9201402,14,11,000,0,Perform a periodic inspection,Completed the inspection,7/20/15,7/22/15,,,,Yes,,,
103183,3BFLIWRAA9012388,14,23,127,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/12/18,1/12/18,,,,,Yes,,
103184,3BFGMUYAA9076369,14,11,000,0,Perform a periodic inspection,Completed the inspection,3/17/14,3/17/14,,,,Yes,,,
103185,3BFJLYIAA9271238,14,12,020,B,System or component worn or broken,Removed and Replaced the system or component,9/27/16,10/5/16,,,,,Yes,,
103186,3BFFQF7AA9161076,14,11,000,0,Perform a periodic inspection,Completed the inspection,6/10/13,7/16/13,,,,Yes,,,
103187,3BFFBSGAA9354477,14,23,374,R,Code: JDJDUX was set.,Removed and replaced system or component,12/19/12,12/20/12,,,,,Yes,,
103188,3BFHXGWAA9055453,14,23,374,R,Code: MQUXFV was set.,Removed and replaced system or component,2/24/15,2/27/15,,,,,Yes,,
103189,3BFHPF3AA9335407,14,11,000,0,Perform a periodic inspection,Completed the inspection,12/1/14,12/1/14,,,,Yes,,,
103190,3BFJ0E7AA9103471,14,11,846,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/12/16,4/15/16,,,,,Yes,,
103191,3BFL99OAA9294256,14,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/21/17,10/21/17,,,,,Yes,,
103192,3BFFG1YAA9051310,14,23,781,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/20/13,2/20/13,,,,,Yes,,
103193,3BFHY65AA9062306,14,11,170,Z,Corrosion identified on fastners,Treated and removed the corrosion,3/3/15,3/13/15,Yes,,,,,,
103194,3BFFAHRAA9338280,14,23,374,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/3/12,12/6/12,,,,,Yes,,
103195,3BFK7TZAA9071073,14,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/12/17,3/13/17,,,,,Yes,,
103196,3BFKN70AA9142256,14,11,000,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/22/17,5/22/17,,,,,Yes,,
103197,3BFL31LAA9227170,14,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/15/17,8/16/17,,,,,Yes,,
103198,3BFLBZ3AA9309211,14,12,282,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/5/17,11/5/17,,,,,Yes,,
103199,3BFL4ADAA9254021,14,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,9/11/17,9/13/17,Yes,,,,,,
103200,3BFHJ8QAA9272214,14,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,9/29/14,9/30/14,,,,,,Yes,
103201,3BFL3K3AA9242464,14,11,070,C,System or component worn or broken,Removed and Replaced the system or component,8/30/17,8/31/17,,,,,Yes,,
103202,3BFIL0UAA9303024,14,11,070,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/30/15,11/2/15,,,,,Yes,,
103203,3BFHXKPAA9056517,14,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/25/15,5/29/15,,,,,Yes,,
103204,3BFHE7PAA9239572,14,11,000,0,Perform a periodic inspection,Completed the inspection,8/27/14,8/28/14,,,,Yes,,,
103205,3BFKZF1AA9202A00,14,11,000,C,Perform a phase inspection,Completed the inspection,7/21/17,7/22/17,,,,Yes,,,
103206,3BFFEQ4AA9036076,14,11,000,0,Perform a periodic inspection,Completed the inspection,2/5/13,2/5/13,,,,Yes,,,
103207,3BFJ7H1AA9158510,14,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/6/16,6/7/16,,,,,Yes,,
103208,3BFILCRAA9306218,14,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,11/2/15,11/10/15,Yes,,,,,,
103209,3BFJ3R7AA9130272,14,11,000,0,Perform a periodic inspection,Completed the inspection,5/9/16,5/13/16,,,,Yes,,,
103210,3BFK9KOAA9082094,14,11,000,C,Perform a periodic inspection,Completed the inspection,3/23/17,3/26/17,,,,Yes,,,
103211,3BFHS2RAA9356073,14,11,000,0,Perform a periodic inspection,Completed the inspection,12/22/14,1/5/15,,,,Yes,,,
103212,3BFKWURAA9191345,14,12,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/10/17,7/11/17,,,,,Yes,,
103213,3BFM27YAA9163154,14,11,127,C,Perform system or component checks ,Completed the component or system test,6/12/18,6/20/18,,,,Yes,,,
103214,3BFGOWJAA9089430,14,11,000,0,Perform a periodic inspection,Completed the inspection,3/30/14,4/3/14,,,,Yes,,,
103215,3BFLDD0AA9323523,14,11,000,0,Perform a periodic inspection,Completed the inspection,11/19/17,11/30/17,,,,Yes,,,
103216,3BFKD24AA9095383,14,11,000,C,Perform a periodic inspection,Completed the inspection,4/5/17,4/5/17,,,,Yes,,,
103217,3BHOLY5AA9293758,14,11,000,0,Perform a periodic inspection,Completed the inspection,10/20/15,10/20/15,,,,Yes,,,
103218,3BFMLRSAA9016316,14,11,520,C,System or Component is dirty,Cleaned the system or component,1/16/19,1/17/19,,,,Yes,,,
103219,3BFGAR9AA9335107,14,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/1/13,12/1/13,,,,,Yes,,
