,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
19215,2G00MJCP64250464,3,23,070,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/7/17,9/7/17,,,,,Yes,,
19216,2G01156P64225483,3,11,956,C,Code: MZMZFV was set.,Observed the area and attempted to repair it,8/13/18,8/15/18,,,,,Yes,,
19217,2G00BRKP64336008,3,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/1/16,12/5/16,,,,,Yes,,
19218,3MN5QOLP6G028465,3,11,000,0,Perform a periodic inspection,Completed the inspection,1/28/16,2/1/16,,,,Yes,,,
19219,3MN5LWGP6G364511,3,12,020,B,System or component worn or broken,Worked on and repaired component/system,12/30/15,1/4/16,,,,,Yes,,
19220,2G005FVP64152406,3,11,020,C,System or component worn or broken,Worked on and repaired component/system,5/31/16,6/29/16,,,,,Yes,,
19221,2G00J6OP64163512,3,11,C01,Z,Aircraft weapon configuration change requested,Aircraft configuration change completed,6/12/17,6/16/17,,,,,,Yes,
19222,2G29Z8TP64287966,3,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/13/16,10/14/16,,,,,Yes,,
19223,3MN2KXLP6G154581,3,11,000,0,Perform a periodic inspection,Completed the inspection,6/3/14,6/9/14,,,,Yes,,,
19224,2G00KAKP64180001,3,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,6/29/17,6/29/17,,,Yes,,,,
19225,2G00DBZP64041002,3,23,105,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/10/17,2/22/17,,,,,Yes,,
19226,3MN1MMVP6G322240,3,11,000,0,Perform a periodic inspection,Completed the inspection,11/18/13,11/25/13,,,,Yes,,,
19227,2G00MXRP64256127,3,11,C01,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/13/17,9/17/17,,,,,Yes,,
