,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
131688,3BFJU7CAA9339135,16,11,000,C,Perform a periodic inspection,Completed the inspection,12/4/16,12/8/16,,,,Yes,,,
131689,3BFGNBYAA9081120,16,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/22/14,3/22/14,,,,,Yes,,
131690,3BFFE2GAA9027153,16,11,000,0,Perform a periodic inspection,Completed the inspection,1/27/13,1/29/13,,,,Yes,,,
131691,3BFJNU1AA9284061,16,11,000,C,Perform a periodic inspection,Completed the inspection,10/10/16,10/11/16,,,,Yes,,,
131692,3BFFM8UAA9113410,16,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,4/23/13,4/23/13,,,Yes,,,,
131693,3BFF96UAA9319210,16,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/14/12,11/15/12,,,,,Yes,,
131694,3BFGE1NAA9351231,16,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/17/13,1/6/14,,,,,Yes,,
131695,3BFHNNPAA9303450,16,11,000,0,Perform a periodic inspection,Completed the inspection,10/30/14,10/30/14,,,,Yes,,,
131696,3BFMPBZAA9045398,16,11,000,0,Perform a periodic inspection,Completed the inspection,2/14/19,2/14/19,,,,Yes,,,
131697,3BFFDQOAA9022012,16,11,000,0,Perform a periodic inspection,Completed the inspection,1/22/13,1/22/13,,,,Yes,,,
131698,3BFKB9QAA9088422,16,11,000,C,Perform a periodic inspection,Completed the inspection,3/29/17,3/29/17,,,,Yes,,,
131699,3BFFO7HAA9136449,16,23,374,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/16/13,5/16/13,,,,,Yes,,
131700,3BFGOQAAA9088362,16,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,3/29/14,3/30/14,Yes,,,,,,
131701,3BFJABQAA9180271,16,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/28/16,6/28/16,,,,,Yes,,
131702,3BFH54NAA9186445,16,11,127,A,Perform system or component checks ,Completed the component or system test,7/5/14,7/7/14,,,,Yes,,,
131703,3BFK8W2AA9078226,16,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/19/17,3/19/17,,,,,Yes,,
131704,3BFFKSCAA9099127,16,41,,C,Perform a phase inspection,Completed the inspection,4/9/13,4/16/13,,,,Yes,,,
131705,3BFL44WAA9253465,16,11,000,0,Perform a periodic inspection,Completed the inspection,9/10/17,9/11/17,,,,Yes,,,
131706,3BFKHP7AA9116191,16,17,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/26/17,4/26/17,,,,,Yes,,
131707,3BFHSNFAA9006466,16,11,127,A,Perform Weapon Release Check,Jettisoned weapon or performed required check,1/6/15,1/7/15,,,,Yes,,Yes,
131708,3BFM23JAA9162084,16,12,020,B,System or component worn or broken,Removed and Replaced the system or component,6/11/18,6/15/18,,,,,Yes,,
131709,3BFJB9VAA9192209,16,11,117,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/10/16,7/11/16,,,,,Yes,,
131710,3BFK301AA9043502,16,11,000,C,Perform a periodic inspection,Completed the inspection,2/12/17,2/12/17,,,,Yes,,,
131711,3BFLQZVAA9087062,16,11,000,0,Perform system or component checks ,Completed the component or system test,3/28/18,4/27/18,,,,Yes,,,
131712,3BFF1OBAA9226173,16,11,000,0,Perform a periodic inspection,Completed the inspection,8/13/12,8/14/12,,,,Yes,,,
131713,3BFH7LQAA9200419,16,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/19/14,7/20/14,,,,,Yes,,
131714,3BFIJMHAA9280251,16,11,000,0,Perform system or component checks ,Completed the component or system test,10/7/15,10/15/15,,,,Yes,,,
131715,3BFHNY2AA9308027,16,11,000,0,Perform a periodic inspection,Completed the inspection,11/4/14,11/6/14,,,,Yes,,,
131716,3BFGI0OAA9038158,16,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,2/7/14,2/9/14,,,,,,Yes,
131717,3BFJJDNAA9258144,16,11,000,C,Perform Weapon Release Check,Jettisoned weapon or performed required check,9/14/16,9/14/16,,,,Yes,,Yes,
131718,3BFEVURAA9156325,16,11,000,0,Perform a periodic inspection,Completed the inspection,6/4/12,6/8/12,,,,Yes,,,
131719,3BFEVYYAA9157402,16,11,127,C,Perform verification of component or system,Completed the component or system test,6/5/12,6/6/12,,,,Yes,,,
131720,3BFMP30AA9042185,16,23,190,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/11/19,2/11/19,,,,,Yes,,
131721,3BFITN5AA9036294,16,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/5/16,2/8/16,,,,,Yes,,
