,aircraft,squadron,lot,msp,zulu_time,flight_mode
1388131,43, S,118,FVHPHP, 01-JAN-2000 00:42:56:90, EngineTurn
1388132,43, S,118,JDUXXU, 01-JAN-2000 00:42:57:00, EngineTurn
1388133,43, S,118,UXXUXU, 01-JAN-2000 00:42:57:10, EngineTurn
1388134,43, S,118,ZJMZTL, 01-JAN-2000 00:44:12:00, EngineTurn
1388135,43, S,118,UXFVVB, 01-JAN-2000 00:46:07:90, EngineTurn
1388136,43, S,118,UXJDHP, 01-JAN-2000 00:54:48:10, EngineTurn
1388137,43, S,118,UXFVVB, 01-JAN-2000 00:54:48:10, EngineTurn
1388138,43, S,118,ZJMZTL, 01-JAN-2000 00:54:48:10, EngineTurn
1388139,43, S,118,UXXUXU, 01-JAN-2000 00:54:48:10, EngineTurn
1388140,43, S,118,JDUXXU, 01-JAN-2000 00:54:48:10, EngineTurn
1388141,43, S,118,FVHPHP, 01-JAN-2000 00:54:48:10, EngineTurn
1388142,43, R,118,HP, 01-JAN-2011 00:42:09:25, EngineTurn
1388143,43, R,118,HPMQQG, 01-JAN-2011 00:42:09:95, EngineTurn
1388144,43, R,118,MQUXXU, 01-JAN-2011 00:42:09:95, EngineTurn
1388145,43, R,118,MQXUFV, 01-JAN-2011 00:42:09:95, EngineTurn
1388146,43, R,118,UXMQXU, 01-JAN-2011 00:42:09:95, EngineTurn
1388147,43, R,118,UXXUXU, 01-JAN-2011 00:42:22:45, EngineTurn
1388148,43, R,118,FVHPHP, 01-JAN-2011 00:42:22:65, EngineTurn
1388149,43, R,118,MQUXXU, 01-JAN-2011 00:56:24:15, EngineTurn
1388150,43, R,118,MQXUFV, 01-JAN-2011 00:56:24:15, EngineTurn
1388151,43, R,118,UXMQXU, 01-JAN-2011 00:56:24:15, EngineTurn
1388152,43, R,118,UXXUXU, 01-JAN-2011 00:56:24:15, EngineTurn
1388153,43, R,118,HPMQQG, 01-JAN-2011 00:56:24:15, EngineTurn
1388154,43, R,118,FVHPHP, 01-JAN-2011 00:56:24:15, EngineTurn
1388155,43, R,118,HP, 01-JAN-2011 00:56:24:15, EngineTurn
1388156,43, R,118,MQXUFV, 01-JAN-2011 00:56:24:25, EngineTurn
1388157,43, R,118,UXMQXU, 01-JAN-2011 00:56:24:25, EngineTurn
1388158,43, R,118,UXXUXU, 01-JAN-2011 00:56:24:25, EngineTurn
1388159,43, R,118,FVHPHP, 01-JAN-2011 00:56:24:25, EngineTurn
1388160,43, R,118,HP, 01-JAN-2011 00:56:24:25, EngineTurn
1388161,43, R,118,MQUXXU, 01-JAN-2011 00:56:24:25, EngineTurn
1388162,43, R,118,HPMQQG, 01-JAN-2011 00:56:24:25, EngineTurn
1388163,43, R,118,FVHPHP, 01-JAN-2011 00:56:26:05, EngineTurn
1388164,43, R,118,UXXUXU, 01-JAN-2011 00:56:26:05, EngineTurn
1388165,43, R,118,UXMQXU, 01-JAN-2011 00:56:26:05, EngineTurn
1388166,43, R,118,MQXUFV, 01-JAN-2011 00:56:26:05, EngineTurn
1388167,43, R,118,MQUXXU, 01-JAN-2011 00:56:26:05, EngineTurn
1388168,43, R,118,HPMQQG, 01-JAN-2011 00:56:26:05, EngineTurn
1388169,43, R,118,HP, 01-JAN-2011 00:56:26:05, EngineTurn
1388170,43, R,118,UXMQXU, 01-JAN-2011 02:29:37:45, EngineTurn
1388171,43, R,118,UXXUXU, 01-JAN-2011 02:29:38:45, EngineTurn
1388172,43, R,118,FVHPHP, 01-JAN-2011 02:29:38:65, EngineTurn
1388173,43, R,118,HPMQQG, 01-JAN-2011 02:29:57:75, EngineTurn
1388174,43, R,118,MQXUFV, 01-JAN-2011 05:19:03:65, EngineTurn
1388175,43, R,118,HP, 01-JAN-2011 05:27:53:95, EngineTurn
1388176,43, R,118,HPMQQG, 01-JAN-2011 05:27:54:25, EngineTurn
1388177,43, R,118,MZUXXU, 01-JAN-2011 05:27:54:25, EngineTurn
1388178,43, R,118,UXXUXU, 01-JAN-2011 05:28:04:35, EngineTurn
1388179,43, R,118,FVHPHP, 01-JAN-2011 05:28:04:55, EngineTurn
1388180,43, R,118,HP, 01-JAN-2011 05:45:25:70, InFlight
1388181,43, R,118,HPMQQG, 01-JAN-2011 05:45:26:40, InFlight
1388182,43, R,118,MZUXXU, 01-JAN-2011 05:45:26:40, InFlight
1388183,43, R,118,UXXUXU, 01-JAN-2011 05:45:36:10, InFlight
1388184,43, R,118,FVHPHP, 01-JAN-2011 05:45:36:30, InFlight
1388185,43, R,118,HP, 01-JAN-2011 06:44:28:45, EngineTurn
