,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
86059,3JGXPVLAA6120081,12,11,000,0,Perform verification of component or system,Completed the component or system test,4/30/15,5/4/15,,,,Yes,,,
86060,3JGOSMOAA6020545,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/20/12,1/22/12,,,,Yes,,,
86061,3JGQ6SWAA6185355,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,7/3/12,7/3/12,,,,,,Yes,
86062,3JGOQITAA6015021,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/15/12,1/16/12,,,,Yes,,,
86063,3JGOSMLAA6020545,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/20/12,1/21/12,,,,Yes,,,
86064,3JGVRB7AA6246558,12,11,000,0,Perform a periodic inspection,Completed the inspection,9/3/14,9/4/14,,,,Yes,,,
86065,3JGY0M4AA6147454,12,11,000,0,Perform a periodic inspection,Completed the inspection,5/27/15,5/29/15,,,,Yes,,,
86066,3JGYF1LAA6188074,12,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/7/15,7/8/15,,,,,Yes,,
86067,3JGVWS3AA6269445,12,11,000,0,Perform a periodic inspection,Completed the inspection,9/26/14,9/27/14,,,,Yes,,,
86068,3JGV08LAA6152250,12,11,000,0,Perform a periodic inspection,Completed the inspection,6/1/14,6/2/14,,,,Yes,,,
86069,3JGUQ3AAA6113535,12,11,000,0,Perform a periodic inspection,Completed the inspection,4/23/14,4/29/14,,,,Yes,,,
86070,3JH718IAA6200207,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,7/18/16,7/18/16,,,,,,Yes,
86071,3JGRFYOAA6003417,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/3/13,1/5/13,,,,Yes,,,
86072,3JGPJB4AA6107328,12,11,000,0,Perform a periodic inspection,Completed the inspection,4/16/12,4/16/12,,,,Yes,,,
86073,3JH6WCLAA6183375,12,11,000,0,Perform a periodic inspection,Completed the inspection,7/1/16,7/5/16,,,,Yes,,,
86074,3JGPLV5AA6116510,12,11,257,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/25/12,4/26/12,,,,,Yes,,
86075,3JH6VKCAA6179562,12,11,000,0,Perform a periodic inspection,Completed the inspection,6/27/16,6/28/16,,,,Yes,,,
86076,3JGY0PRAA6147518,12,11,170,Z,Corrosion identified on a port,Treated and removed the corrosion,5/27/15,5/28/15,Yes,,,,,,
86077,3JGPM2DAA6117595,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,4/26/12,4/26/12,,,,,,Yes,
86078,3JGWR38AA6021156,12,11,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/21/15,1/22/15,,,,,Yes,,
86079,3JGYWXHAA6232349,12,11,000,0,Perform verification of component or system,Completed the component or system test,8/20/15,8/23/15,,,,Yes,,,
86080,3JGQKBIAA6234337,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,8/21/12,8/22/12,,,,,,Yes,
86081,3JGQ95KAA6197062,12,23,374,R,Code: TLBMMQ was set.,Removed and replaced system or component,7/15/12,7/15/12,,,,,Yes,,
86082,3JGRGUDAA6007279,12,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,1/7/13,1/9/13,,,,Yes,,,
86083,3JGQUSNAA6276034,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,10/2/12,10/3/12,,,,,,Yes,
86084,3JGOXRYAA6034203,12,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/3/12,2/3/12,,,,,Yes,,
86085,3JGW8ZJAA6310079,12,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,11/6/14,11/7/14,,,,,,Yes,
86086,3JGQL8LAA6237322,12,11,799,A,Code: HPXUQG was set.,Worked on system component; repair may or may not have been successful,8/24/12,8/26/12,,,,,,,Yes
86087,3JH5ZG5AA6075857,12,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/15/16,3/16/16,,,,,Yes,,
86088,3JH05Z6AA6016347,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/16/16,1/16/16,,,,Yes,,,
86089,3JGVI35AA6216301,12,11,127,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/5/14,8/5/14,,,,,Yes,,
86090,3JGZJXXAA6299387,12,11,956,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/26/15,12/16/15,,,,,Yes,,
86091,3JGW75TAA6304363,12,11,000,0,Perform a periodic inspection,Completed the inspection,10/31/14,11/4/14,,,,Yes,,,
86092,3JGU4GLAA6033104,12,11,000,0,Perform a periodic inspection,Completed the inspection,2/2/14,2/8/14,,,,Yes,,,
86093,3JGZ19RAA6243106,12,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/31/15,9/8/15,,,,,Yes,,
86094,3JGU2CHAA6019102,12,11,000,0,Perform a periodic inspection,Completed the inspection,1/19/14,1/26/14,,,,Yes,,,
86095,3JGRE2UAA6355024,12,11,000,0,Perform a periodic inspection,Completed the inspection,12/20/12,12/20/12,,,,Yes,,,
86096,3JGPN41AA6120553,12,11,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/29/12,4/29/12,,,,,Yes,,
86097,3JH60IDAA6083259,12,11,000,0,Perform a periodic inspection,Completed the inspection,3/23/16,3/23/16,,,,Yes,,,
86098,3JGVJSAAA6221448,12,11,000,0,Perform a periodic inspection,Completed the inspection,8/9/14,8/9/14,,,,Yes,,,
86099,3JGX7RTAA6072053,12,11,000,0,Perform a periodic inspection,Completed the inspection,3/13/15,3/14/15,,,,Yes,,,
