,aircraft,squadron,lot,msp,zulu_time,flight_mode
557568,12, SS,106,ZJUXTL, 01-APR-2015 02:31:29:00, EngineTurn
557569,12, SS,106,ZJUXTL, 01-APR-2015 02:34:30:00, EngineTurn
557570,12, SS,106,ZJUXTL, 01-APR-2015 02:51:03:00, InFlight
557571,12, SS,106,MZJDTL, 01-APR-2015 03:05:49:00, InFlight
557572,12, SS,106,MZXUTL, 01-APR-2015 03:05:49:00, InFlight
557573,12, SS,106,ZJUXTL, 01-APR-2015 04:06:46:55, EngineTurn
557574,12, SS,106,MZJDTL, 01-APR-2015 04:06:46:55, EngineTurn
557575,12, SS,106,MZXUTL, 01-APR-2015 04:06:46:55, EngineTurn
557576,12, SS,106,MZJDTL, 01-APR-2015 04:08:04:20, EngineTurn
557577,12, SS,106,ZJUXTL, 01-APR-2015 04:08:04:20, EngineTurn
557578,12, SS,106,MZXUTL, 01-APR-2015 04:08:04:20, EngineTurn
557579,12, SS,106,MZJDTL, 01-APR-2015 04:10:10:50, EngineTurn
557580,12, SS,106,MZXUTL, 01-APR-2015 04:10:10:50, EngineTurn
557581,12, SS,106,ZJUXTL, 01-APR-2015 04:10:10:50, EngineTurn
557582,12, SS,106,MZJDTL, 01-APR-2015 04:14:52:00, EngineTurn
557583,12, SS,106,MZXUTL, 01-APR-2015 04:14:52:00, EngineTurn
557584,12, SS,106,MZXUTL, 01-APR-2015 06:10:09:90, GrndPwr
557585,12, SS,106,MZJDTL, 01-APR-2015 06:10:09:90, GrndPwr
557586,12, SS,106,ZJUXTL, 01-APR-2015 06:12:45:50, GrndPwr
557587,12, SS,106,MZJDTL, 01-APR-2015 06:22:24:00, GrndPwr
557588,12, SS,106,HPFVJD, 01-APR-2016 00:45:23:25, EngineTurn
557589,12, SS,106,MZUXJD, 01-APR-2016 00:48:16:00, EngineTurn
557590,12, SS,106,MZHPTL, 01-APR-2016 00:49:17:00, EngineTurn
557591,12, SS,106,MZUXJD, 01-APR-2016 00:53:36:90, EngineTurn
557592,12, SS,106,MZHPTL, 01-APR-2016 00:53:36:90, EngineTurn
