,aircraft,squadron,lot,msp,zulu_time,flight_mode
874584,19, G1,109,HPQGRT, 01-JUN-2016 15:44:01:25, EngineTurn
874585,19, G1,109,HP, 01-JUN-2016 15:44:01:25, EngineTurn
874586,19, G1,109,MZNVXU, 01-JUN-2016 15:44:01:25, EngineTurn
874587,19, G1,109,MZNVTL, 01-JUN-2016 15:44:01:25, EngineTurn
874588,19, G1,109,MZNVB, 01-JUN-2016 15:44:01:25, EngineTurn
874589,19, G1,109,MZNVBM, 01-JUN-2016 15:44:01:25, EngineTurn
874590,19, G1,109,HPVBVB, 01-JUN-2016 15:44:02:05, EngineTurn
874591,19, G1,109,HPVBHP, 01-JUN-2016 15:44:02:05, EngineTurn
874592,19, G1,109,HPQGQG, 01-JUN-2016 15:44:02:05, EngineTurn
874593,19, G1,109,MZUXNV, 01-JUN-2016 15:49:07:05, EngineTurn
874594,19, G1,109,MZUXBM, 01-JUN-2016 15:49:07:05, EngineTurn
874595,19, G1,109,HPUXMQ, 01-JUN-2016 15:54:33:05, EngineTurn
874596,19, G1,109,MZNVTL, 01-JUN-2016 15:59:52:25, InFlight
874597,19, G1,109,MZNVB, 01-JUN-2016 15:59:52:25, InFlight
874598,19, G1,109,MZNVXU, 01-JUN-2016 15:59:52:25, InFlight
874599,19, G1,109,MZNVBM, 01-JUN-2016 15:59:52:25, InFlight
874600,19, G1,109,HP, 01-JUN-2016 15:59:52:25, InFlight
874601,19, G1,109,HPQGRT, 01-JUN-2016 15:59:52:25, InFlight
874602,19, G1,109,HPVBHP, 01-JUN-2016 15:59:53:05, InFlight
874603,19, G1,109,HPVBVB, 01-JUN-2016 15:59:53:05, InFlight
874604,19, G1,109,HPQGQG, 01-JUN-2016 15:59:53:05, InFlight
874605,19, G1,109,MZUXNV, 01-JUN-2016 15:59:53:05, InFlight
874606,19, G1,109,MZUXBM, 01-JUN-2016 15:59:53:05, InFlight
874607,19, G1,109,MZMZUX, 01-JUN-2016 16:00:04:05, InFlight
874608,19, G1,109,JDZJHP, 01-JUN-2016 16:00:43:05, InFlight
874609,19, G1,109,JDUXMZ, 01-JUN-2016 16:44:16:05, InFlight
874610,19, G1,109,MZNVNV, 01-JUN-2016 16:58:56:95, EngineTurn
874611,19, G1,109,MZUXBM, 01-JUN-2016 16:59:48:75, EngineTurn
874612,19, G1,109,HPVBVB, 01-JUN-2016 16:59:48:75, EngineTurn
874613,19, G1,109,HPVBHP, 01-JUN-2016 16:59:48:75, EngineTurn
874614,19, G1,109,HPQGRT, 01-JUN-2016 16:59:48:75, EngineTurn
874615,19, G1,109,MZUXNV, 01-JUN-2016 16:59:48:75, EngineTurn
874616,19, G1,109,JDUXMZ, 01-JUN-2016 16:59:48:75, EngineTurn
874617,19, G1,109,JDZJHP, 01-JUN-2016 16:59:48:75, EngineTurn
874618,19, G1,109,MZMZUX, 01-JUN-2016 16:59:48:75, EngineTurn
874619,19, G1,109,HPQGQG, 01-JUN-2016 16:59:48:75, EngineTurn
874620,19, G1,109,MZVBNV, 01-JUN-2016 17:05:56:05, EngineTurn
874621,19, G1,109,HPUXHP, 01-JUN-2016 17:06:30:05, EngineTurn
874622,19, G1,109,MQMQHP, 01-MAR-2018 00:14:14:05, InFlight
874623,19, G1,109,MZNVNV, 01-MAR-2018 02:09:03:65, EngineTurn
