,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
345102,3EA5XWAFA7080349,43,11,070,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/12/18,7/16/18,,,,,Yes,,
345103,3USY7Y7FE8172457,43,12,602,B,System or component failed ,Removed and Replaced failed part or assembly,6/20/16,6/20/16,,,,,,,Yes
345104,361X3P5FE6261485,43,11,000,0,Perform a periodic inspection,Completed the inspection,9/18/17,9/21/17,,,,Yes,,,
345105,3UV6WALFE8097001,43,11,956,C,Code: MZQGZJ was set.,Observed the area and attempted to repair it,4/6/16,4/10/16,,,,,Yes,,
345106,3USXXYWFE8004016,43,11,000,0,Perform a periodic inspection,Completed the inspection,1/4/16,1/5/16,,,,Yes,,,
345107,361WW37FE6128560,43,11,000,0,Perform a periodic inspection,Completed the inspection,5/8/17,5/9/17,,,,Yes,,,
345108,3EA64WAFA7154033,43,11,000,0,Perform a periodic inspection,Completed the inspection,6/3/18,6/4/18,,,,Yes,,,
345109,3U0VTRYPD4061089,43,11,000,0,Perform system or component checks ,Completed the component or system test,3/1/12,3/1/12,,,,Yes,,,
345110,3USXZMEFE8025354,43,11,000,0,Perform system or component checks ,Completed the component or system test,1/25/16,1/26/16,,,,Yes,,,
345111,3U0W1CWPD4111148,43,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/20/12,4/20/12,,,,,Yes,,
345112,3U0WDE5PD4257008,43,11,000,0,Perform a periodic inspection,Completed the inspection,9/13/12,9/13/12,,,,Yes,,,
345113,3642I4IFE6088715,43,11,000,0,Perform a periodic inspection,Completed the inspection,3/29/17,3/29/17,,,,Yes,,,
345114,361X7V8FE6296479,43,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/17,10/23/17,,,,Yes,,,
345115,3U0VI9UPD4001199,43,11,000,0,Perform a periodic inspection,Completed the inspection,1/1/12,1/2/12,,,,Yes,,,
345116,3U0WD41PD4253482,43,11,000,0,Perform a periodic inspection,Completed the inspection,9/9/12,9/10/12,,,,Yes,,,
345117,361WZ3FFE6193133,43,11,000,0,Perform a periodic inspection,Completed the inspection,7/12/17,7/13/17,,,,Yes,,,
345118,361X0G8FE6212541,43,11,020,B,System or component worn or broken,Removed and Replaced the system or component,7/31/17,8/2/17,,,,,Yes,,
345119,3U0W3TNPD4130210,43,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,5/9/12,6/4/12,,,Yes,,,,
345120,3642JZ7FE6108867,43,11,000,0,Perform a periodic inspection,Completed the inspection,4/18/17,4/18/17,,,,Yes,,,
345121,3USYEICFE8313202,43,11,000,0,Perform a periodic inspection,Completed the inspection,11/8/16,12/7/16,,,,Yes,,,
345122,361XIKTFE6064123,43,11,000,0,Perform a periodic inspection,Completed the inspection,3/5/18,3/8/18,,,,Yes,,,
345123,3U0WACYPD4212194,43,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/30/12,8/12/12,,,,,Yes,,
345124,3USYFYBFE8343077,43,11,935,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/2/16,2/1/17,,,,Yes,,,
345125,3ECC38SFA7090776,43,11,000,0,Perform a periodic inspection,Completed the inspection,3/31/19,3/31/19,,,,Yes,,,
345126,3U0W3SZPD4130187,43,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,5/9/12,6/4/12,Yes,,,,,,
345127,3USYHYEFE8012269,43,11,170,Z,Bare Metal found on a port,"Sanded, primed, and painted the bare area",1/12/17,1/13/17,,Yes,,,,,
345128,3ECC3KUFA7096902,43,11,000,0,Perform a periodic inspection,Completed the inspection,4/6/19,4/6/19,,,,Yes,,,
345129,3U0VJ00PD4004486,43,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,1/4/12,1/6/12,Yes,,,,,,
345130,3U0VVJ3PD4069081,43,11,000,0,Perform system or component checks ,Completed the component or system test,3/9/12,3/10/12,,,,Yes,,,
345131,3U0W38OPD4127519,43,11,000,0,Perform a periodic inspection,Completed the inspection,5/6/12,5/10/12,,,,Yes,,,
345132,3USYDSKFE8299344,43,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/16,10/27/16,,,,Yes,,,
345133,3EA6DJPFA7296504,43,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/18,10/24/18,,,,Yes,,,
345134,3USXYH6FE8012292,43,11,000,0,Perform a periodic inspection,Completed the inspection,1/12/16,1/13/16,,,,Yes,,,
345135,3U0W3SMPD4130179,43,11,170,Z,Bare Metal found on a door,"Sanded, primed, and painted the bare area",5/9/12,6/4/12,,Yes,,,,,
345136,3EA6FFSFA7329324,43,11,000,0,Perform a periodic inspection,Completed the inspection,11/25/18,11/26/18,,,,Yes,,,
345137,3U0VZWNPD4101242,43,11,000,0,Perform a periodic inspection,Completed the inspection,4/10/12,4/13/12,,,,Yes,,,
345138,3U0W1LLPD4112358,43,11,447,C,Perform verification of component or system,Completed the component or system test,4/21/12,4/22/12,,,,Yes,,,
345139,3USYDNZFE8299301,43,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/16,10/31/16,,,,Yes,,,
345140,3EA6B3FFA7238070,43,11,000,0,Perform a periodic inspection,Completed the inspection,8/26/18,8/26/18,,,,Yes,,,
345141,0NGI2JWWC8258063,43,11,000,N,Perform a periodic inspection,Completed the inspection,9/13/12,6/5/15,,,,Yes,,,
