,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
8323,2972B7UP6A029483,2,11,000,0,Perform a periodic inspection,Completed the inspection,1/29/15,1/29/15,,,,Yes,,,
8324,29731VXP6A196279,2,11,429,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/14/16,7/15/16,,,,,Yes,,
8325,2972LMKP6A281450,2,11,429,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/8/15,10/13/15,,,,,Yes,,
8326,297236FP6A142139,2,23,255,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/22/14,5/27/14,,,,,Yes,,
8327,2972FJGP6A126106,2,11,000,0,Perform a periodic inspection,Completed the inspection,5/6/15,5/6/15,,,,Yes,,,
8328,2971M3QP6A243092,2,11,000,0,Perform system or component checks ,Completed the component or system test,8/31/13,8/31/13,,,,Yes,,,
8329,3MND2RAP60024476,2,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/24/19,1/24/19,,,,,Yes,,
8330,2972ILTP6A203497,2,11,000,0,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,7/22/15,7/23/15,,,,Yes,,,
8331,2972RO8P6A032193,2,11,000,0,Perform a periodic inspection,Completed the inspection,2/1/16,2/5/16,,,,Yes,,,
8332,2973E19P6A328280,2,11,170,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",11/23/16,11/24/16,,Yes,,,,,
8333,2971Y3KP6A050249,2,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/19/14,2/19/14,,,,,Yes,,
8334,2973T8TP6A293227,2,11,956,C,System or component failed ,Removed and Replaced failed part or assembly,10/20/17,10/22/17,,,,,,,Yes
8335,2972G17P6A138467,2,11,000,0,Perform a periodic inspection,Completed the inspection,5/18/15,5/18/15,,,,Yes,,,
8336,2971G5QP6A107A01,2,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/17/13,4/17/13,,,,,Yes,,
8337,2972DUZP6A083351,2,23,W52,R,"Cable, Wire, or Harness is Chaffed",Removed and replaced system or component,3/24/15,4/14/15,,,,,Yes,,
8338,2973ZAHP6A051478,2,11,000,0,Perform a periodic inspection,Completed the inspection,2/20/18,2/20/18,,,,Yes,,,
8339,2971WJPP6A034288,2,11,170,A,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,2/3/14,2/3/14,Yes,,,,,,
8340,29726BMP6A232104,2,11,000,0,Perform a periodic inspection,Completed the inspection,8/20/14,8/20/14,,,,Yes,,,
8341,2971CI1P6A009216,2,11,000,0,Perform a periodic inspection,Completed the inspection,1/9/13,1/9/13,,,,Yes,,,
8342,2972Y3WP6A145352,2,12,180,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/24/16,5/24/16,,,,,Yes,,
8343,2972HE7P6A168280,2,11,000,0,Perform a periodic inspection,Completed the inspection,6/17/15,6/17/15,,,,Yes,,,
8344,3MN02CSP6G324483,2,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,11/19/12,11/20/12,,,,Yes,,,
8345,2973CMGP6A315065,2,11,956,C,Code: RTHPVB was set.,Worked on system component; repair may or may not have been successful,11/10/16,11/11/16,,,,,,,Yes
8346,2972ZZNP6A176378,2,47,,C,Perform a periodic inspection,Completed the inspection,6/24/16,1/30/17,,,,Yes,,,
8347,2972WIBP6A099039,2,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/16,4/8/16,,,,Yes,,,
8348,2973PYIP6A221460,2,23,525,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/9/17,8/10/17,,,,,Yes,,
8349,2973NK4P6A159259,2,11,020,C,System or component worn or broken,Removed and Replaced the system or component,6/8/17,6/9/17,,,,,Yes,,
8350,2971HA0P6A133353,2,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,5/13/13,5/13/13,,,Yes,,,,
8351,2971MUYP6A254031,2,11,000,0,Perform a periodic inspection,Completed the inspection,9/10/13,9/12/13,,,,Yes,,,
8352,2973E73P6A330419,2,11,000,0,System or Component is dirty,Cleaned the system or component,11/25/16,11/25/16,,,,Yes,,,
8353,2971FGJP6A091346,2,11,000,0,Perform a periodic inspection,Completed the inspection,4/1/13,4/2/13,,,,Yes,,,
8354,2971UZHP6A009322,2,11,525,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/9/14,1/10/14,,,,,Yes,,
8355,29717DPP6A228103,2,11,000,0,Perform a periodic inspection,Completed the inspection,8/15/12,8/15/12,,,,Yes,,,
8356,2972VWMP6A093299,2,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/2/16,4/2/16,,,,,Yes,,
8357,29735PBP6A241387,2,11,000,0,Perform a periodic inspection,Completed the inspection,8/28/16,8/30/16,,,,Yes,,,
8358,2973EAUP6A332482,2,11,000,0,System or Component is dirty,Cleaned the system or component,11/27/16,11/27/16,,,,Yes,,,
8359,297351RP6A234071,2,11,127,S,Weapon system inspection and/or checks Needed,Weapon system inspection and/or checks completed,8/21/16,8/21/16,,,,,,Yes,
8360,2971GGAP6A111443,2,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/21/13,4/21/13,,,,,Yes,,
8361,2971WSNP6A036508,2,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,2/5/14,2/9/14,Yes,,,,,,
8362,29723E6P6A153254,2,11,000,0,Perform a periodic inspection,Completed the inspection,6/2/14,6/2/14,,,,Yes,,,
8363,29738LJP6A276161,2,11,000,0,Perform a periodic inspection,Completed the inspection,10/2/16,10/4/16,,,,Yes,,,
8364,2972C0SP6A048302,2,47,,Q,Perform system or component checks ,Completed the component or system test,2/17/15,2/17/15,,,,Yes,,,
8365,2972LX4P6A288050,2,11,000,0,Perform a periodic inspection,Completed the inspection,10/15/15,10/16/15,,,,Yes,,,
8366,29726BQP6A232104,2,11,000,0,Perform a periodic inspection,Completed the inspection,8/20/14,8/20/14,,,,Yes,,,
8367,2974BSTP6A341120,2,11,000,N,Perform system or component checks ,Completed the component or system test,12/7/18,1/17/19,,,,Yes,,,
8368,2972M2GP6A291172,2,11,000,0,Perform a periodic inspection,Completed the inspection,10/18/15,10/18/15,,,,Yes,,,
8369,29746TTP6A215A09,2,11,117,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/6/18,8/6/18,,,,,Yes,,
8370,29714BNP6A110057,2,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,4/19/12,4/19/12,,,,Yes,,Yes,
8371,2973J96P6A062422,2,11,020,C,System or component worn or broken,Worked on and repaired component/system,3/3/17,3/8/17,,,,,Yes,,
8372,29731ICP6A190016,2,11,000,0,Perform a periodic inspection,Completed the inspection,7/8/16,7/8/16,,,,Yes,,,
8373,29713NHP6A089253,2,11,000,0,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",3/29/12,3/29/12,,Yes,,,,,
8374,2971GL1P6A114506,2,11,000,0,Perform a periodic inspection,Completed the inspection,4/24/13,4/24/13,,,,Yes,,,
8375,2971HBIP6A133378,2,11,000,0,Perform a periodic inspection,Completed the inspection,5/13/13,5/13/13,,,,Yes,,,
8376,2973NCWP6A155125,2,11,525,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/4/17,6/4/17,,,,,Yes,,
8377,2971G6WP6A107206,2,11,000,0,Perform a periodic inspection,Completed the inspection,4/17/13,4/17/13,,,,Yes,,,
8378,29716NMP6A206348,2,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,7/24/12,7/25/12,Yes,,,,,,
8379,2973NIQP6A158213,2,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,6/7/17,6/7/17,,,Yes,,,,
8380,2973JKBP6A066067,2,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/7/17,3/9/17,,,,,Yes,,
8381,2971GVFP6A123067,2,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/3/13,5/5/13,,,,,Yes,,
