,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
157545,3EA1NIJFA7246132,20,11,000,0,Perform a periodic inspection,Completed the inspection,9/2/12,9/5/12,,,,Yes,,,
157546,3EA6K3QFA7038287,20,23,295,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/7/19,2/8/19,,,,,Yes,,
157547,3EA1Q2UFA7268490,20,11,000,0,Perform a periodic inspection,Completed the inspection,9/24/12,9/27/12,,,,Yes,,,
157548,3EA3UJKFA7264901,20,11,799,A,Perform a periodic inspection,Completed the inspection,9/21/15,9/21/15,,,,Yes,,,
157549,3EA4ZSLFA7341258,20,23,020,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/6/16,12/9/16,,,,,Yes,,
157550,3EA1Q2RFA7268490,20,11,000,0,Perform a periodic inspection,Completed the inspection,9/24/12,9/27/12,,,,Yes,,,
157551,3EA60E9FA7105159,20,11,000,0,Perform a periodic inspection,Completed the inspection,4/15/18,4/16/18,,,,Yes,,,
157552,0NGJ2W5WC8296469,20,11,000,N,Perform a phase inspection,Completed the inspection,10/23/15,12/17/15,,,,Yes,,,
157553,3EA102ZFA7029136,20,11,000,0,Perform a periodic inspection,Completed the inspection,1/29/12,1/30/12,,,,Yes,,,
157554,3EA6CK5FA7275029,20,11,020,B,System or component worn or broken,Removed and Replaced the system or component,10/2/18,11/1/18,,,,,Yes,,
157555,3EA5L23FA7290331,20,11,135,B,System or component worn or broken,Worked on and repaired component/system,10/17/17,10/20/17,,,,,Yes,,
157556,3EA15D5FA7055A21,20,11,000,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/13/12,4/30/12,,,,,Yes,,
157557,3EA5C4DFA7143222,20,11,295,F,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/22/17,5/25/17,,,,,Yes,,
157558,3EA5DNKFA7167471,20,11,000,0,Perform a periodic inspection,Completed the inspection,6/16/17,6/20/17,,,,Yes,,,
157559,3EA6LDZFA7056444,20,11,000,0,Perform a periodic inspection,Completed the inspection,2/25/19,3/3/19,,,,Yes,,,
157560,3EA55WHFA7058538,20,11,000,0,Perform system or component checks ,Completed the component or system test,2/27/17,3/8/17,,,,Yes,,,
