,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
325186,2G00Y46P64141227,40,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/21/18,5/22/18,,,,,Yes,,
325187,2G00NMWP64268062,40,11,846,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/25/17,9/26/17,,,,,Yes,,
325188,3MN5M2BP6G364012,40,11,000,0,Perform verification of component or system,Completed the component or system test,12/30/15,1/4/16,,,,Yes,,,
325189,3MN2E22P6G114192,40,11,000,0,Perform a periodic inspection,Completed the inspection,4/24/14,4/25/14,,,,Yes,,,
325190,3MN528FP6G250229,40,11,000,0,Perform a periodic inspection,Completed the inspection,9/7/15,9/7/15,,,,Yes,,,
325191,3MN0XEUP6G168272,40,11,000,0,Perform a periodic inspection,Completed the inspection,6/17/13,6/17/13,,,,Yes,,,
325192,2YC8T5FP6E267013,40,11,000,0,Perform a periodic inspection,Completed the inspection,9/24/18,10/4/18,,,,Yes,,,
325193,2G00B9WP64326156,40,11,000,0,Perform a periodic inspection,Completed the inspection,11/21/16,11/22/16,,,,Yes,,,
325194,2G00M9IP64235374,40,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,8/23/17,8/23/17,,,,Yes,,Yes,
325195,2G004WRP64133580,40,11,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/12/16,5/16/16,,,,,Yes,,
325196,2G00GXKP64100244,40,11,000,0,Perform a periodic inspection,Completed the inspection,4/10/17,6/8/17,,,,Yes,,,
325197,2G015TTP64323533,40,12,020,B,System or component worn or broken,Removed and Replaced the system or component,11/19/18,11/27/18,,,,,Yes,,
325198,3MN4ZR0P6G237123,40,12,W51,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/25/15,8/25/15,,,,,Yes,,
325199,2G00YZBP64154233,40,11,425,C,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",6/3/18,6/5/18,,Yes,,,,,
325200,3MN4B8JP6G114456,40,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/24/15,4/25/15,,,,,Yes,,
325201,2G00M02P64229173,40,23,787,R,System or component worn or broken,Removed and Replaced the system or component,8/17/17,8/18/17,,,,,Yes,,
325202,2G011Y3P64240332,40,11,070,N,System or component worn or broken,Worked on and repaired component/system,8/28/18,8/29/18,,,,,Yes,,
325203,3MN1QWLP6G350129,40,11,000,0,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/16/13,12/16/13,,,,Yes,,,
325204,3MN2QUWP6G182030,40,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/1/14,7/1/14,,,,,Yes,,
325205,3MN1B38P6G248512,40,23,787,R,System or component worn or broken,Removed and Replaced the system or component,9/5/13,9/5/13,,,,,Yes,,
325206,3MN1JKDP6G300277,40,11,000,0,Perform a periodic inspection,Completed the inspection,10/27/13,10/28/13,,,,Yes,,,
325207,2G00YO1P64150049,40,47,,C,Perform a periodic inspection,Completed the inspection,5/30/18,7/31/18,,,,Yes,,,
325208,3MN62N4P6G083395,40,12,070,B,System or component worn or broken,Worked on and repaired component/system,3/23/16,3/23/16,,,,,Yes,,
