,aircraft,squadron,lot,msp,zulu_time,flight_mode
1348479,40, HH,101,RTVBHP, 01-APR-2014 00:48:26:35, EngineTurn
1348480,40, HH,101,ZJMZTL, 01-APR-2014 00:48:26:35, EngineTurn
1348481,40, HH,101,MZQGVB, 01-APR-2014 00:48:26:35, EngineTurn
1348482,40, HH,101,ZJMZTL, 01-APR-2014 00:48:27:15, EngineTurn
1348483,40, HH,101,RTVBHP, 01-APR-2014 00:48:27:15, EngineTurn
1348484,40, HH,101,MZQGVB, 01-APR-2014 00:48:27:15, EngineTurn
1348485,40, HH,101,ZJMZTL, 01-APR-2014 00:48:35:55, EngineTurn
1348486,40, HH,101,MZQGVB, 01-APR-2014 00:48:35:55, EngineTurn
1348487,40, HH,101,RTVBHP, 01-APR-2014 00:48:35:55, EngineTurn
1348488,40, HH,101,MZQGVB, 01-APR-2014 00:50:06:20, EngineTurn
1348489,40, HH,101,RTVBHP, 01-APR-2014 00:50:06:20, EngineTurn
1348490,40, HH,101,ZJMZTL, 01-APR-2014 00:50:06:20, EngineTurn
1348491,40, HH,101,ZJMZTL, 01-APR-2014 00:51:21:00, EngineTurn
1348492,40, HH,101,RTVBHP, 01-APR-2014 00:51:21:00, EngineTurn
1348493,40, HH,101,RTVBHP, 01-APR-2014 00:51:26:00, EngineTurn
1348494,40, HH,101,ZJMZTL, 01-APR-2014 00:51:26:00, EngineTurn
1348495,40, HH,101,RTVBHP, 01-APR-2014 02:48:36:60, GrndPwr
1348496,40, HH,101,ZJMZTL, 01-APR-2014 18:25:03:35, EngineTurn
1348497,40, HH,101,RTVBHP, 01-APR-2014 18:25:03:35, EngineTurn
1348498,40, HH,101,ZJMZTL, 01-APR-2014 18:26:45:35, EngineTurn
1348499,40, HH,101,RTVBHP, 01-APR-2014 18:26:45:35, EngineTurn
1348500,40, HH,101,FVFVXU, 01-APR-2014 18:43:26:70, EngineTurn
1348501,40, HH,101,RTVBHP, 01-APR-2014 18:45:09:00, InFlight
1348502,40, HH,101,ZJMZTL, 01-APR-2014 18:45:09:00, InFlight
1348503,40, HH,101,FVFVXU, 01-APR-2014 18:45:13:30, InFlight
1348504,40, HH,101,RTVBHP, 01-APR-2014 21:00:17:85, EngineTurn
1348505,40, HH,101,ZJMZTL, 01-APR-2014 21:00:17:85, EngineTurn
1348506,40, HH,101,FVFVXU, 01-APR-2014 21:00:17:85, EngineTurn
1348507,40, HH,101,FVFVXU, 01-APR-2014 21:07:54:85, EngineTurn
1348508,40, HH,101,RTVBHP, 01-APR-2014 21:07:54:85, EngineTurn
1348509,40, HH,101,ZJMZTL, 01-APR-2014 21:07:54:85, EngineTurn
1348510,40, HH,101,ZJMZTL, 01-APR-2014 21:23:08:20, EngineTurn
1348511,40, HH,101,RTVBHP, 01-APR-2014 21:23:08:20, EngineTurn
1348512,40, HH,101,FVFVXU, 01-APR-2014 21:23:22:30, EngineTurn
1348513,40, HH,101,ZJMZTL, 01-APR-2014 21:23:37:20, EngineTurn
1348514,40, HH,101,RTVBHP, 01-APR-2014 21:23:37:20, EngineTurn
1348515,40, HH,101,FVFVXU, 01-APR-2014 21:23:57:50, EngineTurn
1348516,40, HH,101,ZJMZTL, 01-APR-2014 21:35:54:25, InFlight
