,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
268956,2GE2GZKP6B247271,34,11,000,0,Perform a periodic inspection,Completed the inspection,9/4/18,9/5/18,,,,Yes,,,
268957,2GE07EPP6B206074,34,11,000,0,Perform a periodic inspection,Completed the inspection,7/13/14,7/16/14,,,,Yes,,,
268958,2GDZM2OP6B107175,34,11,525,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/17/13,4/17/13,,,,,Yes,,
268959,2GDZU7WP6B311333,34,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/7/13,11/7/13,,,,,Yes,,
268960,2GE0Y94P6B244093,34,11,301,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/1/15,9/1/15,,,,,Yes,,
268961,2GE1MP5P6B106363,34,11,000,0,Perform a periodic inspection,Completed the inspection,4/16/17,4/20/17,,,,Yes,,,
268962,2GE1F9SP6B319432,34,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/14/16,11/14/16,,,,,Yes,,
268963,2GE14OBP6B061029,34,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/1/16,3/2/16,,,,,Yes,,
268964,2GDZRWHP6B256578,34,11,000,0,Perform a periodic inspection,Completed the inspection,9/13/13,9/13/13,,,,Yes,,,
268965,2GE1EPLP6B305132,34,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,10/31/16,11/2/16,,,,Yes,,,
268966,2GE14D8P6B056336,34,47,,C,Perform system or component checks ,Completed the component or system test,2/25/16,3/3/16,,,,Yes,,,
268967,2GDZYY2P6B051004,34,11,000,0,Perform a periodic inspection,Completed the inspection,2/20/14,2/21/14,,,,Yes,,,
268968,2GE1U5KP6B218586,34,11,135,C,Perform verification of component or system,Completed the component or system test,8/6/17,8/6/17,,,,Yes,,,
268969,2GE21H9P6B332370,34,11,000,0,Perform a periodic inspection,Completed the inspection,11/28/17,11/28/17,,,,Yes,,,
268970,2GE126PP6B363106,34,11,000,0,Perform system or component checks ,Completed the component or system test,12/29/15,12/29/15,,,,Yes,,,
268971,2GE1ANJP6B221032,34,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,8/8/16,8/15/16,,,,Yes,,,
268972,2GE1ESLP6B307184,34,11,170,Z,Bare Metal found on a door,"Sanded, primed, and painted the bare area",11/2/16,11/7/16,,Yes,,,,,
268973,2GE1EN9P6B305097,34,11,000,0,Perform a periodic inspection,Completed the inspection,10/31/16,10/31/16,,,,Yes,,,
268974,2GE048GP6B137375,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/17/14,7/13/14,,,,,Yes,,
268975,2GE1KWLP6B078073,34,11,000,0,Perform a periodic inspection,Completed the inspection,3/19/17,3/20/17,,,,Yes,,,
268976,2GE0N6MP6B046301,34,11,000,0,Perform a periodic inspection,Completed the inspection,2/15/15,2/15/15,,,,Yes,,,
268977,2GE0YBVP6B245148,34,11,000,0,Perform a periodic inspection,Completed the inspection,9/2/15,9/2/15,,,,Yes,,,
268978,2GDZTZ0P6B307117,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,11/3/13,11/3/13,,,Yes,,,,
268979,2GE0WL1P6B207288,34,11,000,0,Perform a periodic inspection,Completed the inspection,7/26/15,7/26/15,,,,Yes,,,
268980,2GE0UNUP6B166011,34,11,070,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/15/15,6/16/15,,,,,Yes,,
268981,2GDZHV9P6B002524,34,11,000,0,Perform a periodic inspection,Completed the inspection,1/2/13,1/3/13,,,,Yes,,,
268982,2GE04EIP6B138502,34,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/18/14,5/19/14,,,,,Yes,,
268983,3MMZSNVP6G261337,34,11,000,0,Perform a periodic inspection,Completed the inspection,9/17/12,9/18/12,,,,Yes,,,
268984,2GE28YXP6B070368,34,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/11/18,4/24/18,,,,,Yes,,
268985,2GE1IG4P6B023519,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,1/23/17,1/26/17,,,,,Yes,,
268986,2GE0V77P6B175268,34,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/24/15,6/24/15,,,,,Yes,,
268987,3MMZ8I1P6G137160,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/16/12,5/16/12,,,,Yes,,,
268988,2GDZQZMP6B230023,34,12,020,B,System or component worn or broken,Worked on and repaired component/system,8/18/13,8/21/13,,,,,Yes,,
268989,3MMZ94YP6G141464,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/20/12,5/21/12,,,,Yes,,,
268990,2GDZTAYP6B290310,34,11,429,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/17/13,10/18/13,,,,,Yes,,
268991,3MMZ1MCP6G096043,34,11,127,C,Perform verification of component or system,Completed the component or system test,4/5/12,4/5/12,,,,Yes,,,
268992,2GE02V5P6B120322,34,11,525,C,Code: XUMQQG was set.,Observed the area and attempted to repair it,4/30/14,4/30/14,,,,,Yes,,
268993,2GE0OFOP6B067381,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,3/8/15,3/9/15,,,Yes,,,,
268994,2GE14BVP6B056326,34,11,000,0,Perform a periodic inspection,Completed the inspection,2/25/16,3/7/16,,,,Yes,,,
268995,2GE21OYP6B335487,34,11,000,0,Weapon system inspection and/or checks Needed,Weapon system inspection and/or checks completed,12/1/17,12/1/17,,,,Yes,,Yes,
268996,2GE056QP6B147278,34,11,185,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/27/14,5/28/14,,,,,Yes,,
268997,2GE1GUDP6B348079,34,47,,C,Perform a periodic inspection,Completed the inspection,12/13/16,12/20/16,,,,Yes,,,
268998,3MMZEPBP6G174101,34,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,6/22/12,6/25/12,,,,Yes,,,
268999,2GE0YH6P6B252240,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,9/9/15,9/10/15,,,,,Yes,,
269000,2GE0PO8P6B082497,34,11,000,0,Perform a periodic inspection,Completed the inspection,3/23/15,3/29/15,,,,Yes,,,
269001,2GE14LNP6B060532,34,11,170,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",2/29/16,3/4/16,,Yes,,,,,
269002,2GE2AEJP6B087003,34,11,127,C,Perform verification of component or system,Completed the component or system test,3/28/18,3/28/18,,,,Yes,,,
269003,2GE1IEXP6B023480,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,1/23/17,1/26/17,,,,,Yes,,
269004,2GE1FSSP6B328161,34,11,020,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/23/16,11/23/16,,,,,Yes,,
269005,2GE05SXP6B152424,34,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/1/14,6/2/14,,,,,Yes,,
269006,2GE1UOBP6B225193,34,11,000,0,Perform a periodic inspection,Completed the inspection,8/13/17,8/14/17,,,,Yes,,,
269007,3MMZQ7TP6G247375,34,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,9/3/12,9/3/12,,,,Yes,,Yes,
269008,2GE126UP6B363106,34,11,000,0,Perform system or component checks ,Completed the component or system test,12/29/15,1/4/16,,,,Yes,,,
269009,2GDZM5LP6B108206,34,23,787,R,System or component worn or broken,Worked on and repaired component/system,4/18/13,4/18/13,,,,,Yes,,
269010,2GE0KTVP6B015333,34,11,429,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,1/15/15,1/16/15,,,,Yes,,,
269011,2GDZVKMP6B344496,34,11,525,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/10/13,12/10/13,,,,,Yes,,
269012,2GE1Z6VP6B300139,34,11,C01,Z,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,10/26/17,10/27/17,Yes,,,Yes,,,
269013,2GE09SCP6B241143,34,11,170,Z,Bare Metal located on the landing gear assembly,"Sanded, primed, and painted the bare area",8/29/14,8/30/14,,Yes,,,,,
269014,2GDZO5DP6B154159,34,12,080,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/3/13,6/3/13,,,,,Yes,,
269015,2GE115JP6B314553,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/10/15,11/10/15,,,,,Yes,,
269016,2GDZPNNP6B195409,34,11,000,0,Perform a periodic inspection,Completed the inspection,7/14/13,7/15/13,,,,Yes,,,
269017,2GE1E52P6B294420,34,11,070,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/20/16,10/24/16,,,,,Yes,,
269018,2GE02F4P6B114054,34,11,780,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/24/14,4/30/14,,,,,Yes,,
269019,2GE1AQQP6B222085,34,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/9/16,8/10/16,,,,,Yes,,
269020,2GE1IIVP6B025017,34,11,170,Z,Corrosion identified on fastners,Treated and removed the corrosion,1/25/17,1/30/17,Yes,,,,,,
269021,2GE1B22P6B230257,34,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/17/16,8/17/16,,,,,Yes,,
269022,2GE1AKTP6B220592,34,11,000,0,Perform a periodic inspection,Completed the inspection,8/7/16,8/11/16,,,,Yes,,,
269023,2GE0581P6B147291,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/27/14,5/28/14,,,,,Yes,,
269024,2GE20A7P6B317248,34,11,177,C,Perform system or component checks ,Completed the component or system test,11/12/17,11/13/17,,,,Yes,,,
269025,2YC7YOMP6E253553,34,11,C01,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",9/10/17,9/20/17,,Yes,,,,,
269026,2GE1DMFP6B290050,34,11,000,0,Perform a periodic inspection,Completed the inspection,10/16/16,10/18/16,,,,Yes,,,
269027,2GE1FTLP6B333167,34,11,000,0,Perform a periodic inspection,Completed the inspection,11/28/16,11/29/16,,,,Yes,,,
269028,2GE1IDJP6B023434,34,11,170,Z,Corrosion identified on fastners,Treated and removed the corrosion,1/23/17,1/24/17,Yes,,,,,,
269029,2GE0QE3P6B090349,34,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,3/31/15,3/31/15,,,,Yes,,Yes,
269030,2GE0POGP6B082498,34,11,000,0,Perform a periodic inspection,Completed the inspection,3/23/15,3/31/15,,,,Yes,,,
269031,2GE0UZHP6B173193,34,47,,C,Perform a phase inspection,Completed the inspection,6/22/15,9/8/15,,,,Yes,,,
269032,2GE0HG8P6B341069,34,12,000,0,Perform a periodic inspection,Completed the inspection,12/7/14,12/7/14,,,,Yes,,,
269033,2GE1YJFP6B291323,34,11,000,0,Perform a periodic inspection,Completed the inspection,10/18/17,10/18/17,,,,Yes,,,
269034,2GE07GKP6B206107,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/14/14,7/16/14,,,,,Yes,,
269035,2GE0BQJP6B266542,34,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,9/23/14,9/26/14,,,,Yes,,,
269036,2GE2LX1P6B360567,34,11,000,0,Perform a periodic inspection,Completed the inspection,12/26/18,12/27/18,,,,Yes,,,
269037,2GDZSJIP6B273453,34,11,000,0,Perform verification of component or system,Completed the component or system test,9/30/13,9/30/13,,,,Yes,,,
269038,2GE0CF0P6B281377,34,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/8/14,10/9/14,,,,,Yes,,
269039,2GE0SJZP6B124497,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,5/4/15,5/6/15,,,Yes,Yes,,,
269040,2GE0LONP6B024138,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/24/15,1/24/15,,,,,Yes,,
269041,2GE1NDOP6B115A00,34,11,000,0,Perform a phase inspection,Completed the inspection,4/25/17,4/26/17,,,,Yes,,,
269042,2GDZPNWP6B195411,34,12,000,0,Perform a periodic inspection,Completed the inspection,7/14/13,7/15/13,,,,Yes,,,
269043,2GE0SC8P6B123358,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/3/15,5/4/15,,,,Yes,,,
269044,2GE0OFSP6B067385,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,3/8/15,3/9/15,,,Yes,,,,
269045,2GE1U9NP6B219069,34,12,020,B,System or component worn or broken,Removed and Replaced the system or component,8/7/17,8/8/17,,,,,Yes,,
269046,2GE0UR3P6B167074,34,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",6/16/15,6/17/15,,Yes,,,,,
269047,2GE056TP6B147281,34,11,170,Z,Corrosion found on a flight control surface,Treated and removed the corrosion,5/27/14,5/27/14,Yes,,,,,,
269048,2GE14NUP6B061009,34,11,170,Z,Bare Metal found on a port,"Sanded, primed, and painted the bare area",3/1/16,3/6/16,,Yes,,,,,
269049,2GE1IJ6P6B025028,34,11,170,Z,Corrosion identified on fastners,Treated and removed the corrosion,1/25/17,1/26/17,Yes,,,,,,
269050,2GE0CBLP6B279307,34,11,000,0,Perform a periodic inspection,Completed the inspection,10/6/14,10/9/14,,,,Yes,,,
269051,2GE0YEXP6B251208,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,9/8/15,9/10/15,,,,,Yes,,
269052,2GE1591P6B070300,34,12,020,B,Perform a periodic inspection,Completed the inspection,3/10/16,3/11/16,,,,Yes,,,
269053,3MMZ8M6P6G137211,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/16/12,5/16/12,,,,Yes,,,
269054,2GE14LPP6B060534,34,11,170,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/29/16,3/4/16,,,,,Yes,,
269055,2GDZGJLP6B310307,34,11,000,0,Perform a periodic inspection,Completed the inspection,11/5/12,11/5/12,,,,Yes,,,
269056,3MMZRNEP6G256446,34,11,000,0,Perform a periodic inspection,Completed the inspection,9/12/12,9/13/12,,,,Yes,,,
269057,2GG9V29P6B163607,34,11,000,0,Perform a periodic inspection,Completed the inspection,6/10/16,6/10/16,,,,Yes,,,
269058,2GE0YJOP6B253272,34,12,020,B,System or component worn or broken,Removed and Replaced the system or component,9/10/15,9/15/15,,,,,Yes,,
269059,2GDZYW6P6B051582,34,11,135,C,Perform system or component checks ,Completed the component or system test,2/20/14,2/23/14,,,,Yes,,,
269060,2GDZX00P6B013154,34,11,000,0,Perform a periodic inspection,Completed the inspection,1/13/14,1/13/14,,,,Yes,,,
269061,2GE2IDPP6B277497,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,10/4/18,10/4/18,,,,,Yes,,
269062,3MMYPBNP6G011025,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,1/11/12,1/12/12,,,Yes,,,,
269063,2GE290GP6B071403,34,11,257,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/12/18,3/14/18,,,,,Yes,,
269064,2GDZM4IP6B108198,34,12,070,B,System or component worn or broken,Removed and Replaced the system or component,4/18/13,5/20/13,,,,,Yes,,
269065,3MMZ9SAP6G144231,34,11,000,0,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,5/23/12,5/23/12,,,,Yes,,,
269066,2GDZJZOP6B057247,34,11,000,0,Perform a periodic inspection,Completed the inspection,2/26/13,3/13/13,,,,Yes,,,
269067,2GE2C3GP6B122458,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/2/18,5/2/18,,,,,Yes,,
269068,2GDZXJHP6B022422,34,11,170,Z,Bare Metal found on weapon part or assembly,"Sanded, primed, and painted the bare area",1/22/14,1/29/14,,Yes,,,,,
269069,2GE040GP6B134275,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/14/14,5/14/14,,,,Yes,,,
269070,2GDZMYRP6B125109,34,11,000,0,Perform a periodic inspection,Completed the inspection,5/5/13,5/6/13,,,,Yes,,,
269071,2GE1EW1P6B308231,34,11,000,0,Perform system or component checks ,Completed the component or system test,11/3/16,11/3/16,,,,Yes,,,
269072,2GE02W6P6B120335,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/30/14,4/30/14,,,,,Yes,,
269073,2GE0YF9P6B251220,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,9/8/15,9/10/15,,,,,Yes,,
269074,3MMYZQHP6G085193,34,11,000,0,Perform a periodic inspection,Completed the inspection,3/25/12,5/3/12,,,,Yes,,,
269075,2GE0XT3P6B232420,34,11,000,0,Perform a periodic inspection,Completed the inspection,8/20/15,8/20/15,,,,Yes,,,
269076,2GE1MCGP6B101222,34,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,4/11/17,4/11/17,,,Yes,,,,
269077,2GDZHJ6P6B346293,34,12,020,B,System or component worn or broken,Removed and Replaced the system or component,12/11/12,12/17/12,,,,,Yes,,
269078,2GE1HEXP6B003549,34,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/3/17,1/3/17,,,,,Yes,,
269079,2GDZMCXP6B111404,34,11,000,0,Perform a periodic inspection,Completed the inspection,4/21/13,4/21/13,,,,Yes,,,
269080,2GE1IEFP6B023461,34,11,020,C,System or component worn or broken,Worked on and repaired component/system,1/23/17,1/26/17,,,,,Yes,,
269081,2GE0LPDP6B025147,34,11,000,0,Perform a periodic inspection,Completed the inspection,1/25/15,1/25/15,,,,Yes,,,
269082,2GE0JLBP6B003109,34,11,282,S,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/3/15,1/3/15,,,,,Yes,,
269083,2GDZWHAP6B364531,34,11,000,0,Perform a periodic inspection,Completed the inspection,12/30/13,12/30/13,,,,Yes,,,
269084,2GE11UCP6B343429,34,11,000,0,Perform a periodic inspection,Completed the inspection,12/9/15,12/9/15,,,,Yes,,,
269085,2GDZRZLP6B259052,34,23,255,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/16/13,9/16/13,,,,,Yes,,
269086,2GE1XB8P6B269302,34,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/26/17,10/2/17,,,,,Yes,,
269087,2GDZQ8LP6B209188,34,11,000,0,Perform a periodic inspection,Completed the inspection,7/28/13,7/28/13,,,,Yes,,,
269088,2GE0MDBP6B037497,34,11,000,0,Perform verification of component or system,Completed the component or system test,2/6/15,2/7/15,,,,Yes,,,
269089,2GE2C37P6B122456,34,11,000,0,Perform system or component checks ,Completed the component or system test,5/2/18,5/2/18,,,,Yes,,,
269090,2GE07EUP6B206075,34,11,000,0,Perform a periodic inspection,Completed the inspection,7/13/14,7/14/14,,,,Yes,,,
269091,3MMZUZIP6G275351,34,11,000,0,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,10/1/12,10/1/12,,,,Yes,,,
