,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
287799,3FU1T1PPA2316447,37,11,000,0,Perform a periodic inspection,Completed the inspection,11/11/12,11/13/12,,,,Yes,,,
287800,3BTYB1CPE3291165,37,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/18/17,10/18/17,,,,,Yes,,
287801,3FU59B4PA2096318,37,23,127,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/6/16,4/6/16,,,,,Yes,,
287802,3BTY3KHPE3270337,37,11,799,A,Perform system or component checks ,Completed the component or system test,9/27/17,9/27/17,,,,Yes,,,
287803,3FU5647PA2081355,37,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,3/21/16,3/22/16,,,,Yes,,,
287804,3FU3LWZPA2327584,37,11,000,0,Perform a periodic inspection,Completed the inspection,11/23/14,11/23/14,,,,Yes,,,
287805,3FU2482PA2035327,37,11,000,0,Perform a periodic inspection,Completed the inspection,2/4/13,2/5/13,,,,Yes,,,
287806,3BU0OQYPE3221473,37,11,C01,Z,System or component worn or broken,Removed and Replaced the system or component,8/9/18,8/9/18,,,,,Yes,,
287807,3FU1WOLPA2343383,37,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/8/12,12/8/12,,,,,Yes,,
287808,3FU5UC7PA2257264,37,11,170,Z,Corrosion identified on a bulkhead or box,Treated and removed the corrosion,9/13/16,9/13/16,Yes,,,,,,
287809,3BTZI8ZPE3077341,37,11,000,0,Perform a periodic inspection,Completed the inspection,3/18/18,5/16/18,,,,Yes,,,
287810,3FU55B4PA2073511,37,11,000,0,Perform a periodic inspection,Completed the inspection,3/13/16,3/18/16,,,,Yes,,,
287811,3FU5CI8PA2122547,37,11,000,0,Perform a periodic inspection,Completed the inspection,5/1/16,5/2/16,,,,Yes,,,
287812,3FU5664PA2081417,37,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,3/21/16,3/22/16,,,,Yes,,,
287813,3FU5GDUPA2145299,37,11,000,0,Perform a periodic inspection,Completed the inspection,5/24/16,5/27/16,,,,Yes,,,
287814,3BU12H8PE3269260,37,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",9/26/18,10/13/18,,Yes,,,,,
287815,3FU16UTPA2139134,37,11,070,B,System or component worn or broken,Removed and Replaced the system or component,5/18/12,9/7/12,,,,,Yes,,
287816,3BU05UFPE3161067,37,11,000,0,Perform a periodic inspection,Completed the inspection,6/10/18,6/16/18,,,,Yes,,,
287817,3FU2GL6PA2170230,37,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,6/19/13,6/25/13,,,Yes,,,,
287818,3FU4LBDPA2272315,37,11,000,0,Perform a periodic inspection,Completed the inspection,9/29/15,10/21/15,,,,Yes,,,
287819,3FU5TTBPA2255482,37,11,425,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/9/16,6/16/17,,,,,Yes,,
287820,3FU5VHTPA2265464,37,11,846,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/21/16,6/16/17,,,,,Yes,,
287821,3BTYX4UPE3005027,37,11,000,0,Perform a periodic inspection,Completed the inspection,1/5/18,1/5/18,,,,Yes,,,
287822,3FU5R8BPA2231442,37,11,374,R,Code: JDVBVB was set.,Removed and Replaced failed part or assembly,8/18/16,7/13/17,,,,,Yes,,Yes
287823,3C0CPQKPE3198659,37,11,429,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,7/17/18,8/12/18,,,,Yes,,,
287824,3BU0XLEPE3253041,37,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",9/7/18,9/10/18,,Yes,,,,,
287825,3FU5IODPA2155A04,37,23,295,R,Component or part failure,Removed and Replaced failed part or assembly,6/5/16,6/7/16,,,,,Yes,,Yes
287826,3FU6HZQPA2156010,37,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/5/17,6/30/17,,,,,Yes,,
287827,3FU5SB0PA2242501,37,11,000,0,Perform a periodic inspection,Completed the inspection,8/29/16,9/6/16,,,,Yes,,,
287828,3FU5TT4PA2255475,37,11,C01,Z,Corrosion found on a flight control surface,Treated and removed the corrosion,9/9/16,6/13/17,Yes,,,,,,
287829,3FU3HFFPA2283183,37,11,282,B,Code: ZJUXNV was set.,Repaired or replaced battery,10/10/14,10/14/14,,,,,Yes,,
287830,3FU1Z2NPA2364425,37,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/29/12,1/6/13,,,,Yes,,,
287831,3FU1K0CPA2247421,37,11,000,0,Perform a periodic inspection,Completed the inspection,9/3/12,9/4/12,,,,Yes,,,
287832,3FU4H0KPA2221368,37,11,000,0,Perform a periodic inspection,Completed the inspection,8/9/15,8/21/15,,,,Yes,,,
287833,3BTZGBHPE3068525,37,11,000,0,Perform a phase inspection,Completed the inspection,3/9/18,3/9/18,,,,Yes,,,
