,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
90936,2CB7T06AB8347390,13,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,12/12/16,12/13/16,,,,,,Yes,
90937,2CB7V01AB8022102,13,11,000,0,Perform a periodic inspection,Completed the inspection,1/22/17,1/29/17,,,,Yes,,,
90938,2CB5SWKAB8005581,13,11,080,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/5/15,1/5/15,,,,,Yes,,
90939,2CB7GRKAB8155138,13,11,W51,B,System or component worn or broken,Removed and Replaced the system or component,6/3/16,6/13/16,,,,,Yes,,
90940,2CB5TJUAB8013334,13,11,000,0,Perform a periodic inspection,Completed the inspection,1/13/15,1/14/15,,,,Yes,,,
90941,2CDB2W8AB8053621,13,11,000,0,Weapon system inspection and/or checks Needed,Weapon system inspection and/or checks completed,2/22/17,2/22/17,,,,,,Yes,
90942,2CB5MGKAB8300045,13,11,000,0,Perform a periodic inspection,Completed the inspection,10/27/14,10/27/14,,,,Yes,,,
90943,2CB85LWAB8148255,13,11,000,0,Perform a periodic inspection,Completed the inspection,5/28/17,5/30/17,,,,Yes,,,
90944,2CB415OAB8122196,13,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/2/13,5/2/13,,,,,Yes,,
90945,2CB6VZMAB8291333,13,11,000,0,Perform a periodic inspection,Completed the inspection,10/18/15,10/19/15,,,,Yes,,,
90946,2CB7L93AB8228812,13,11,170,Z,Corrosion identified on plugs or switches,Treated and removed the corrosion,8/15/16,8/15/16,Yes,,,,,,
90947,2CB3XUZAB8086218,13,12,170,Z,Corrosion identified on a bulkhead or box,Treated and removed the corrosion,3/27/13,4/2/13,Yes,,,,,,
90948,2CB279LAB8003450,13,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,1/3/12,1/4/12,,,,Yes,,Yes,
