,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
198206,3LQMB4QPF7151256,27,41,,A,Perform a periodic inspection,Completed the inspection,6/1/18,8/17/18,,,,Yes,,,
198207,3LQN7W1PF7050325,27,11,C01,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/19/19,2/20/19,,,,,Yes,,
198208,3LQDS0DPF7353388,27,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/19/14,12/22/14,,,,,Yes,,
198209,3LQDT8TPF7012093,27,11,000,0,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/12/15,1/12/15,,,,,Yes,,
198210,3BTJ9CIPE3305065,27,11,000,0,System or Component is dirty,Cleaned the system or component,10/31/12,11/12/12,,,,Yes,,,
198211,3LQEWYGPF7034067,27,11,429,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,2/3/16,2/8/16,,,,Yes,,,
198212,3LQLDRBPF7212365,27,11,956,C,System or component failed ,Worked on system component; repair may or may not have been successful,7/31/17,8/1/17,,,,,,,Yes
198213,3LQLP82PF7307385,27,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,11/3/17,11/3/17,,,,,,Yes,
198214,3LQMY8BPF7310079,27,11,C01,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",11/6/18,11/9/18,,Yes,,,,,
198215,3LQL4F6PF7147330,27,11,087,C,"Cable, Wire, or Harness is Chaffed",Observed the area and attempted to repair it,5/27/17,5/28/17,,,,,Yes,,
198216,3LQC5POPF7167150,27,11,000,0,System or Component is dirty,Cleaned the system or component,6/16/13,6/16/13,,,,Yes,,,
198217,3LQLC54PF7197175,27,11,000,0,Perform a periodic inspection,Completed the inspection,7/16/17,7/17/17,,,,Yes,,,
198218,3LQEBC8PF7193184,27,23,374,R,Code: NVVBMQ was set.,Removed and Replaced failed part or assembly,7/12/15,7/16/15,,,,,Yes,,Yes
198219,3LQC0Q9PF7111597,27,11,000,0,Perform a periodic inspection,Completed the inspection,4/21/13,4/23/13,,,,Yes,,,
198220,3LQCUO4PF7022206,27,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/22/14,1/22/14,,,,,Yes,,
198221,3LQD9FZPF7199377,27,11,000,0,Perform system or component checks ,Completed the component or system test,7/18/14,7/19/14,,,,Yes,,,
198222,3LQCB7NPF7204084,27,11,000,0,Perform a periodic inspection,Completed the inspection,7/23/13,7/31/13,,,,Yes,,,
198223,3LQC8R0PF7189460,27,11,000,0,Perform a periodic inspection,Completed the inspection,7/8/13,7/13/13,,,,Yes,,,
198224,3LQL4TZPF7149474,27,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,5/29/17,5/29/17,,,,Yes,,Yes,
198225,3LQE54PPF7151191,27,11,000,0,Perform a periodic inspection,Completed the inspection,5/31/15,6/1/15,,,,Yes,,,
198226,3LQCQYZPF7323909,27,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/20/13,1/8/14,,,,,Yes,,
198227,3BTJF7DPE3324506,27,11,000,0,Perform a periodic inspection,Completed the inspection,11/19/12,11/20/12,,,,Yes,,,
198228,3LQEUHBPF7005050,27,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/5/16,1/7/16,,,,,Yes,,
198229,3LQF3OYPF7116461,27,11,000,0,Perform a periodic inspection,Completed the inspection,4/25/16,4/26/16,,,,Yes,,,
198230,3LQE6JUPF7158478,27,11,000,0,Perform a periodic inspection,Completed the inspection,6/7/15,6/8/15,,,,Yes,,,
198231,3BTJM9JPE3354216,27,11,080,C,Perform system or component checks ,Completed the component or system test,12/19/12,12/26/12,,,,Yes,,,
198232,3LQE44FPF7145253,27,11,000,0,Perform a periodic inspection,Completed the inspection,5/25/15,5/31/15,,,,Yes,,,
198233,3LQDP85PF7319600,27,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/15/14,11/15/14,,,,,Yes,,
198234,3LQMM3RPF7229222,27,11,C01,Z,Corrosion found on a flight control surface,Treated and removed the corrosion,8/17/18,8/21/18,Yes,,,,,,
198235,3LQFWBIPF7044297,27,11,000,0,Perform a periodic inspection,Completed the inspection,2/13/17,4/24/17,,,,Yes,,,
198236,3LQDFVJPF7256351,27,11,000,0,System or Component is dirty,Cleaned the system or component,9/13/14,9/14/14,,,,Yes,,,
198237,3LQMXPJPF7308281,27,11,000,0,Perform a periodic inspection,Completed the inspection,11/4/18,11/6/18,,,,Yes,,,
198238,3LQN4U2PF7027464,27,11,000,0,Perform a periodic inspection,Completed the inspection,1/27/19,2/20/19,,,,Yes,,,
198239,3LQMY0BPF7309556,27,11,C01,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,11/5/18,11/5/18,Yes,,,,,,
198240,3LQDRBGPF7344494,27,11,020,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/10/14,2/22/15,,,,Yes,,,
198241,3LQFLGQPF7285520,27,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",10/11/16,10/23/16,,Yes,,,,,
198242,3LQDFN1PF7255199,27,11,956,A,Code: MQZJHP was set.,Worked on system component; repair may or may not have been successful,9/12/14,9/15/14,,,,,,,Yes
198243,3LQEP65PF7314094,27,11,429,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,11/10/15,11/13/15,,,,Yes,,,
198244,3LQDQRXPF7337058,27,11,000,0,System or Component is dirty,Cleaned the system or component,12/3/14,12/7/14,,,,Yes,,,
198245,3LQN709PF7044032,27,11,C01,Z,Bare Metal found on a door,"Sanded, primed, and painted the bare area",2/13/19,4/11/19,,Yes,,,,,
