,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
76980,3BU17FTPE3294595,10,11,000,0,Perform a periodic inspection,Completed the inspection,10/21/18,10/26/18,,,,Yes,,,
76981,3BU19HOPE3302005,10,11,429,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/29/18,10/30/18,,,,,Yes,,
76982,3BTSAPWPE3363552,10,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",12/29/15,12/30/15,,Yes,,,,,
76983,3BU11QBPE3258B01,10,23,374,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/23/18,9/24/18,,,,,Yes,,
76984,3BVOKI5PE3178715,10,11,000,0,Perform a periodic inspection,Completed the inspection,6/26/16,6/26/16,,,,Yes,,,
76985,3BTUMUEPE3230339,10,11,020,C,System or component worn or broken,Removed and Replaced the system or component,8/17/16,8/17/16,,,,,Yes,,
76986,3BU0432PE3157505,10,11,780,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/6/18,9/20/18,,,,,Yes,,
76987,3BTTU76PE3146386,10,11,000,0,Perform verification of component or system,Completed the component or system test,5/25/16,6/6/16,,,,Yes,,,
76988,3BU26QZPE3079183,10,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,3/20/19,3/21/19,,,,Yes,,Yes,
76989,3U21EFEPD4141377,10,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",5/21/18,5/29/18,,Yes,,,,,
76990,3BU1NQ7PE3002200,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/2/19,1/2/19,,,,Yes,,,
76991,3BU1U8CPE3029023,10,12,020,B,Code: JDTLJD was set.,Removed and replaced system or component,1/29/19,1/30/19,,,,,Yes,,
76992,3BVOKI2PE3178715,10,11,000,0,Perform a periodic inspection,Completed the inspection,6/26/16,6/26/16,,,,Yes,,,
76993,3U20P6TPD4332233,10,11,C01,Z,Corrosion found on a panel,Treated and removed the corrosion,11/28/17,11/30/17,Yes,,,,,,
76994,3U20U4YPD4357041,10,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,12/23/17,12/30/17,,,,Yes,,Yes,
76995,3U2142EPD4050091,10,11,190,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/19/18,2/22/18,,,,,Yes,,
76996,3BU0RJ7PE3229030,10,23,787,R,System or component worn or broken,Removed and Replaced the system or component,8/16/18,8/17/18,,,,,Yes,,
76997,3U21EQMPD4143551,10,23,070,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/23/18,5/24/18,,,,,Yes,,
76998,3BTW9X2PE3055591,10,12,295,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/24/17,2/24/17,,,,,Yes,,
76999,3BTURY9PE3243492,10,11,000,0,Perform a periodic inspection,Completed the inspection,8/30/16,8/30/16,,,,Yes,,,
77000,3BU2C65PE3101339,10,16,787,P,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/11/19,4/11/19,,,,,Yes,,
77001,3BU29UZPE3091070,10,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/1/19,4/4/19,,,,,Yes,,
77002,3BU1EA9PE3319270,10,11,000,0,Perform a periodic inspection,Completed the inspection,11/15/18,11/16/18,,,,Yes,,,
77003,3BTW8YFPE3053424,10,47,,C,Perform a periodic inspection,Completed the inspection,2/22/17,2/27/17,,,,Yes,,,
77004,3BTS6B6PE3346339,10,11,000,0,Perform verification of component or system,Completed the component or system test,12/12/15,12/14/15,,,,Yes,,,
77005,3U20B2VPD4216517,10,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/17,8/4/17,,,,Yes,,,
77006,3U20WELPD4007101,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/7/18,1/7/18,,,,Yes,,,
77007,3U20OZ9PD4330031,10,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",11/26/17,12/2/17,,Yes,,,,,
77008,3BTW7TSPE3048381,10,11,000,0,Perform a periodic inspection,Completed the inspection,2/17/17,2/21/17,,,,Yes,,,
77009,3BU12XWPE3270532,10,23,070,R,Code: JDMQJD was set.,Removed and replaced system or component,9/27/18,9/28/18,,,,,Yes,,
77010,3BTV006PE3271197,10,11,000,0,Perform verification of component or system,Completed the component or system test,9/27/16,9/27/16,,,,Yes,,,
77011,3U20BCTPD4218048,10,11,000,0,Perform system or component checks ,Completed the component or system test,8/6/17,8/6/17,,,,Yes,,,
77012,3U21ASUPD4098278,10,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/18,4/17/18,,,,Yes,,,
77013,3BTUCAPPE3202226,10,11,000,0,Perform a periodic inspection,Completed the inspection,7/20/16,7/20/16,,,,Yes,,,
77014,3BTSCZKPE3008211,10,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,1/8/16,1/18/16,,,,Yes,,Yes,
77015,3U20LJ4PD4304576,10,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,10/31/17,11/7/17,,,,Yes,,Yes,
77016,3BTSD99PE3010341,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/10/16,1/14/16,,,,Yes,,,
77017,3BU02GUPE3152222,10,11,000,0,Perform a periodic inspection,Completed the inspection,6/1/18,6/1/18,,,,Yes,,,
77018,3C0CR53PE3344749,10,11,000,0,Perform a periodic inspection,Completed the inspection,12/10/18,12/10/18,,,,Yes,,,
77019,3BTVA82PE3297296,10,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/16,10/31/16,,,,Yes,,,
77020,3BU16KDPE3290016,10,23,787,R,System or component worn or broken,Removed and Replaced the system or component,10/17/18,10/17/18,,,,,Yes,,
77021,3U218N5PD4079004,10,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/20/18,3/21/18,,,,,Yes,,
77022,3U20EC7PD4232012,10,11,000,0,Perform a periodic inspection,Completed the inspection,8/20/17,8/22/17,,,,Yes,,,
77023,3U2164PPD4062194,10,11,000,0,Perform a periodic inspection,Completed the inspection,3/3/18,3/3/18,,,,Yes,,,
77024,3BTWCQZPE3065027,10,11,000,N,Perform a periodic inspection,Completed the inspection,3/6/17,3/22/17,,,,Yes,,,
77025,3BU26MSPE3079113,10,47,,P,Perform system or component checks ,Completed the component or system test,3/20/19,3/20/19,,,,Yes,,,
77026,3U206FNPD4165463,10,11,020,B,System or component worn or broken,Removed and Replaced the system or component,6/14/17,6/15/17,,,,,Yes,,
77027,3BU2CQPPE3105078,10,11,000,0,Perform a periodic inspection,Completed the inspection,4/15/19,4/15/19,,,,Yes,,,
77028,3U20LJ3PD4304575,10,11,000,0,Perform a periodic inspection,Completed the inspection,10/31/17,10/31/17,,,,Yes,,,
77029,3BTTDHNPE3097274,10,47,,C,Perform a periodic inspection,Completed the inspection,4/6/16,4/16/16,,,,Yes,,,
77030,3U20OZ1PD4330025,10,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",11/26/17,12/2/17,,Yes,,,,,
77031,3U1ZXK9PD4085009,10,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",3/25/17,4/4/17,,Yes,,,,,
77032,3BTSD95PE3010341,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/10/16,1/15/16,,,,Yes,,,
77033,3U210AGPD4031425,10,11,290,S,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/31/18,1/31/18,,,,,Yes,,
77034,3C0CRY6PE3050805,10,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/19/19,4/15/19,,,,,Yes,,
77035,3BTUU23PE3251291,10,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/6/16,11/9/16,,,,,Yes,,
77036,3BTTB39PE3091452,10,23,787,R,System or component worn or broken,Removed and Replaced the system or component,3/31/16,4/7/16,,,,,Yes,,
77037,3BTUZB7PE3269404,10,11,000,0,Perform a periodic inspection,Completed the inspection,9/25/16,9/28/16,,,,Yes,,,
77038,3BU18SJPE3298219,10,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/18,10/25/18,,,,Yes,,,
77039,3BTV3ELPE3279252,10,12,093,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/5/16,10/6/16,,,,,Yes,,
77040,3BTS4D7PE3341354,10,47,,C,Perform a periodic inspection,Completed the inspection,12/7/15,12/8/15,,,,Yes,,,
77041,3U20XRNPD4014597,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/14/18,1/19/18,,,,Yes,,,
77042,3U208IRPD4191170,10,11,000,0,Perform system or component checks ,Completed the component or system test,7/10/17,7/10/17,,,,Yes,,,
77043,3BTSGLNPE3021141,10,11,000,0,Perform a periodic inspection,Completed the inspection,1/21/16,1/21/16,,,,Yes,,,
77044,3U2013XPD4115175,10,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/25/17,4/25/17,,,,,Yes,,
77045,3BTSKX9PE3034546,10,11,000,0,Perform a periodic inspection,Completed the inspection,2/3/16,2/3/16,,,,Yes,,,
77046,3BTULB3PE3227151,10,11,000,0,Perform a periodic inspection,Completed the inspection,8/14/16,8/19/16,,,,Yes,,,
77047,3BTSAJ2PE3363400,10,11,000,0,Perform a periodic inspection,Completed the inspection,12/29/15,12/29/15,,,,Yes,,,
77048,3BTS26IPE3335274,10,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,12/1/15,12/10/15,,,,Yes,,,
77049,3BTSAIWPE3363400,10,11,000,0,Perform a periodic inspection,Completed the inspection,12/29/15,12/29/15,,,,Yes,,,
77050,3BTTWH1PE3155155,10,11,000,0,Perform verification of component or system,Completed the component or system test,6/3/16,6/3/16,,,,Yes,,,
77051,3U205ZWPD4162245,10,11,000,0,Perform a periodic inspection,Completed the inspection,6/11/17,6/12/17,,,,Yes,,,
77052,3BU19PVPE3302128,10,11,000,0,System or component worn or broken,Removed and Replaced the system or component,10/29/18,10/29/18,,,,,Yes,,
77053,3BTV5MKPE3286229,10,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",10/12/16,10/28/16,,Yes,,,,,
77054,3U20LTEPD4309158,10,11,000,0,Perform a periodic inspection,Completed the inspection,11/5/17,11/7/17,,,,Yes,,,
77055,3BTSN10PE3041017,10,11,000,0,Perform a periodic inspection,Completed the inspection,2/10/16,2/11/16,,,,Yes,,,
77056,3U20I7OPD4281018,10,11,000,0,Perform a periodic inspection,Completed the inspection,10/8/17,10/9/17,,,,Yes,,,
77057,3BTUCAOPE3202226,10,11,000,0,Perform a periodic inspection,Completed the inspection,7/20/16,7/20/16,,,,Yes,,,
77058,3BTVJLBPE3324527,10,23,787,R,System or component worn or broken,Removed and Replaced the system or component,11/19/16,11/19/16,,,,,Yes,,
77059,3BU11EXPE3264238,10,47,,C,Perform system or component checks ,Completed the component or system test,9/21/18,9/22/18,,,,Yes,,,
