,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
46987,3FU6WUJPA2318146,6,11,000,0,Perform system or component checks ,Completed the component or system test,11/14/17,11/14/17,,,,Yes,,,
46988,3JGVROPAA6247185,6,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,9/4/14,9/5/14,,,,,,Yes,
46989,3FU6E2VPA2101323,6,11,000,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/11/17,4/13/17,,,,,Yes,,
46990,3JGTXA6AA6361031,6,11,000,0,Perform a periodic inspection,Completed the inspection,12/27/13,12/27/13,,,,Yes,,,
46991,3FU8UHNPA2104323,6,11,C01,C,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,4/14/19,4/20/19,Yes,,,,,,
46992,3JGXB74AA6081236,6,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,3/22/15,3/22/15,,,Yes,,,,
46993,3JGW9Y3AA6314022,6,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/10/14,11/19/14,,,,,Yes,,
46994,3JGYTFLAA6224060,6,11,000,0,Perform verification of component or system,Completed the component or system test,8/12/15,8/19/15,,,,Yes,,,
46995,3FU854XPA2322213,6,11,000,0,Perform a periodic inspection,Completed the inspection,11/18/18,11/20/18,,,,Yes,,,
46996,3FU6QLKPA2262326,6,11,255,C,Code: VBVBHP was set.,Removed and replaced system or component,9/19/17,9/19/17,,,,,Yes,,
46997,3JGYXHTAA6233028,6,11,000,0,Perform a periodic inspection,Completed the inspection,8/21/15,8/21/15,,,,Yes,,,
46998,3FU7YD8PA2277147,6,12,295,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/4/18,12/3/18,,,,,Yes,,
46999,3FU6OKGPA2236A00,6,11,000,0,Perform a phase inspection,Completed the inspection,8/24/17,8/28/17,,,,Yes,,,
47000,3JGTRR9AA6334187,6,11,000,0,Perform a periodic inspection,Completed the inspection,11/30/13,12/1/13,,,,Yes,,,
47001,3FU8MX7PA2059556,6,11,000,0,Perform system or component checks ,Completed the component or system test,2/28/19,3/1/19,,,,Yes,,,
47002,3FU78RUPA2077318,6,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,3/16/18,3/19/18,,,,Yes,,,
47003,3FU8C7XPA2365152,6,11,000,0,Perform verification of component or system,Completed the component or system test,12/31/18,1/4/19,,,,Yes,,,
47004,3JGY647AA6161252,6,11,780,C,System or component worn or broken,Worked on and repaired component/system,6/10/15,6/17/15,,,,,Yes,,
47005,3JGTHHNAA6288496,6,11,000,0,Perform a periodic inspection,Completed the inspection,10/15/13,10/21/13,,,,Yes,,,
47006,3JGX519AA6064534,6,11,766,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/5/15,3/5/15,,,,,Yes,,
47007,3FU8C89PA2365164,6,11,000,0,Perform verification of component or system,Completed the component or system test,12/31/18,1/1/19,,,,Yes,,,
47008,3FU82JZPA2307110,6,11,C01,Z,"Corrosion identified on a ground wire, pin, or location",Treated and removed the corrosion,11/3/18,11/3/18,Yes,,,,,,
47009,3FU73X8PA2037032,6,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/6/18,2/7/18,,,,,Yes,,
47010,3JGZUMKAA6332541,6,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,11/28/15,11/28/15,,,,Yes,,,
47011,3JGYJX2AA6198384,6,11,000,0,Perform a periodic inspection,Completed the inspection,7/17/15,7/17/15,,,,Yes,,,
47012,3JGVSZOAA6254316,6,11,257,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/11/14,9/15/14,,,,,Yes,,
47013,3FU5ZC6PA2301272,6,11,425,C,Bare Metal found on a door,"Sanded, primed, and painted the bare area",10/27/16,11/1/16,,Yes,,,,,
47014,3FU710VPA2008442,6,11,000,0,Perform a periodic inspection,Completed the inspection,1/8/18,1/11/18,,,,Yes,,,
