,aircraft,squadron,lot,msp,zulu_time,flight_mode
877535,23, L,112,HPVBHP, 01-JAN-2000 15:15:48:40, EngineTurn
877536,23, L,112,UXXUXU, 01-JAN-2000 15:15:50:30, EngineTurn
877537,23, L,112,FVHPHP, 01-JAN-2000 15:15:50:50, EngineTurn
877538,23, L,112,VBQGQG, 01-JAN-2000 15:25:25:20, EngineTurn
877539,23, L,112,XUXUVB, 01-JAN-2000 15:29:32:15, EngineTurn
877540,23, L,112,HP, 01-JAN-2000 15:30:25:85, EngineTurn
877541,23, L,112,HPVBHP, 01-JAN-2000 15:30:26:15, EngineTurn
877542,23, L,112,UXXUXU, 01-JAN-2000 15:30:38:65, EngineTurn
877543,23, L,112,FVHPHP, 01-JAN-2000 15:30:38:85, EngineTurn
877544,23, L,112,HP, 01-JAN-2000 15:31:52:00, EngineTurn
877545,23, L,112,UXXUXU, 01-JAN-2000 15:32:04:40, EngineTurn
877546,23, L,112,FVHPHP, 01-JAN-2000 15:32:04:60, EngineTurn
877547,23, L,112,MZMZUX, 01-JAN-2000 15:32:06:10, EngineTurn
877548,23, L,112,HP, 01-JAN-2000 16:11:10:20, InFlight
877549,23, L,112,MZMZUX, 01-JAN-2000 16:11:10:90, InFlight
877550,23, L,112,HPVBHP, 01-JAN-2000 16:11:16:95, InFlight
877551,23, L,112,UXHPMZ, 01-JAN-2000 16:11:19:90, InFlight
877552,23, L,112,MZXUZJ, 01-JAN-2000 16:11:19:90, InFlight
877553,23, L,112,MZXUMQ, 01-JAN-2000 16:11:19:90, InFlight
877554,23, L,112,MZXUFV, 01-JAN-2000 16:11:19:90, InFlight
877555,23, L,112,UXXUXU, 01-JAN-2000 16:11:21:15, InFlight
877556,23, L,112,FVHPHP, 01-JAN-2000 16:11:21:35, InFlight
877557,23, L,112,HPUXVB, 01-JAN-2000 16:14:20:10, InFlight
877558,23, L,112,MQMQZJ, 01-JAN-2000 16:15:12:10, InFlight
877559,23, L,112,UXXUVB, 01-JAN-2000 16:18:50:95, InFlight
877560,23, L,112,UXXUQG, 01-JAN-2000 16:53:56:90, InFlight
877561,23, L,112,FVHPJD, 01-JAN-2000 16:59:50:70, InFlight
877562,23, L,112,MZUXBM, 01-JAN-2000 17:01:25:80, InFlight
877563,23, L,112,MZUXNV, 01-JAN-2000 17:01:25:80, InFlight
877564,23, L,112,UXXUFV, 01-JAN-2000 17:01:45:30, InFlight
877565,23, L,112,MQUXXU, 01-JAN-2000 18:23:00:40, InFlight
877566,23, L,112,JDUXVB, 01-JAN-2000 21:14:46:80, InFlight
877567,23, L,112,HPZJNV, 01-JAN-2000 22:43:26:60, InFlight
877568,23, L,112,MZVBRT, 01-JAN-2000 23:19:41:10, InFlight
877569,23, L,112,MZQGTL, 01-JAN-2000 23:19:41:10, InFlight
877570,23, L,112,XUXUVB, 01-JAN-2000 23:21:52:10, EngineTurn
877571,23, L,112,XUXUVB, 01-JAN-2000 23:24:41:30, EngineTurn
877572,23, L,112,HPUXVB, 01-JAN-2000 23:24:41:30, EngineTurn
877573,23, L,112,MQMQZJ, 01-JAN-2000 23:24:41:30, EngineTurn
877574,23, L,112,UXXUVB, 01-JAN-2000 23:24:41:30, EngineTurn
877575,23, L,112,UXXUQG, 01-JAN-2000 23:24:41:30, EngineTurn
877576,23, L,112,FVHPJD, 01-JAN-2000 23:24:41:30, EngineTurn
877577,23, L,112,MZUXBM, 01-JAN-2000 23:24:41:30, EngineTurn
877578,23, L,112,MZUXNV, 01-JAN-2000 23:24:41:30, EngineTurn
877579,23, L,112,UXXUFV, 01-JAN-2000 23:24:41:30, EngineTurn
877580,23, L,112,MQUXXU, 01-JAN-2000 23:24:41:30, EngineTurn
877581,23, L,112,JDUXVB, 01-JAN-2000 23:24:41:30, EngineTurn
877582,23, L,112,HPZJNV, 01-JAN-2000 23:24:41:30, EngineTurn
877583,23, L,112,MZQGTL, 01-JAN-2000 23:24:41:30, EngineTurn
877584,23, L,112,MZVBRT, 01-JAN-2000 23:24:41:30, EngineTurn
877585,23, L,112,UXXUXU, 01-JAN-2000 23:24:41:30, EngineTurn
877586,23, L,112,UXHPMZ, 01-JAN-2000 23:24:41:30, EngineTurn
877587,23, L,112,MZXUFV, 01-JAN-2000 23:24:41:30, EngineTurn
877588,23, L,112,MZXUZJ, 01-JAN-2000 23:24:41:30, EngineTurn
877589,23, L,112,MZXUMQ, 01-JAN-2000 23:24:41:30, EngineTurn
877590,23, L,112,HPVBHP, 01-JAN-2000 23:24:41:30, EngineTurn
877591,23, L,112,MZMZUX, 01-JAN-2000 23:24:41:30, EngineTurn
877592,23, L,112,FVHPHP, 01-JAN-2000 23:24:41:30, EngineTurn
877593,23, L,112,FVHPJD, 01-JAN-2000 23:24:41:40, EngineTurn
877594,23, L,112,MZUXBM, 01-JAN-2000 23:24:41:40, EngineTurn
877595,23, L,112,MZUXNV, 01-JAN-2000 23:24:41:40, EngineTurn
877596,23, L,112,UXXUFV, 01-JAN-2000 23:24:41:40, EngineTurn
877597,23, L,112,MQUXXU, 01-JAN-2000 23:24:41:40, EngineTurn
877598,23, L,112,JDUXVB, 01-JAN-2000 23:24:41:40, EngineTurn
877599,23, L,112,HPZJNV, 01-JAN-2000 23:24:41:40, EngineTurn
877600,23, L,112,MZQGTL, 01-JAN-2000 23:24:41:40, EngineTurn
877601,23, L,112,MZVBRT, 01-JAN-2000 23:24:41:40, EngineTurn
877602,23, L,112,XUXUVB, 01-JAN-2000 23:24:41:40, EngineTurn
877603,23, L,112,MZMZUX, 01-JAN-2000 23:24:41:40, EngineTurn
877604,23, L,112,HPVBHP, 01-JAN-2000 23:24:41:40, EngineTurn
877605,23, L,112,MZXUMQ, 01-JAN-2000 23:24:41:40, EngineTurn
877606,23, L,112,MZXUZJ, 01-JAN-2000 23:24:41:40, EngineTurn
877607,23, L,112,MZXUFV, 01-JAN-2000 23:24:41:40, EngineTurn
877608,23, L,112,UXHPMZ, 01-JAN-2000 23:24:41:40, EngineTurn
877609,23, L,112,UXXUXU, 01-JAN-2000 23:24:41:40, EngineTurn
877610,23, L,112,FVHPHP, 01-JAN-2000 23:24:41:40, EngineTurn
877611,23, L,112,HPUXVB, 01-JAN-2000 23:24:41:40, EngineTurn
877612,23, L,112,MQMQZJ, 01-JAN-2000 23:24:41:40, EngineTurn
877613,23, L,112,UXXUVB, 01-JAN-2000 23:24:41:40, EngineTurn
877614,23, L,112,UXXUQG, 01-JAN-2000 23:24:41:40, EngineTurn
877615,23, L,112,MZMZUX, 01-JAN-2000 23:24:43:20, EngineTurn
877616,23, L,112,HPVBHP, 01-JAN-2000 23:24:43:20, EngineTurn
877617,23, L,112,XUXUVB, 01-JAN-2000 23:24:43:20, EngineTurn
877618,23, L,112,MZVBRT, 01-JAN-2000 23:24:43:20, EngineTurn
877619,23, L,112,MZQGTL, 01-JAN-2000 23:24:43:20, EngineTurn
877620,23, L,112,HPZJNV, 01-JAN-2000 23:24:43:20, EngineTurn
877621,23, L,112,MZXUMQ, 01-JAN-2000 23:24:43:20, EngineTurn
877622,23, L,112,MZXUZJ, 01-JAN-2000 23:24:43:20, EngineTurn
877623,23, L,112,MZXUFV, 01-JAN-2000 23:24:43:20, EngineTurn
877624,23, L,112,UXHPMZ, 01-JAN-2000 23:24:43:20, EngineTurn
877625,23, L,112,UXXUXU, 01-JAN-2000 23:24:43:20, EngineTurn
877626,23, L,112,FVHPHP, 01-JAN-2000 23:24:43:20, EngineTurn
877627,23, L,112,HPUXVB, 01-JAN-2000 23:24:43:20, EngineTurn
877628,23, L,112,MQMQZJ, 01-JAN-2000 23:24:43:20, EngineTurn
877629,23, L,112,UXXUVB, 01-JAN-2000 23:24:43:20, EngineTurn
877630,23, L,112,UXXUQG, 01-JAN-2000 23:24:43:20, EngineTurn
877631,23, L,112,FVHPJD, 01-JAN-2000 23:24:43:20, EngineTurn
877632,23, L,112,MZUXBM, 01-JAN-2000 23:24:43:20, EngineTurn
877633,23, L,112,MZUXNV, 01-JAN-2000 23:24:43:20, EngineTurn
877634,23, L,112,UXXUFV, 01-JAN-2000 23:24:43:20, EngineTurn
877635,23, L,112,MQUXXU, 01-JAN-2000 23:24:43:20, EngineTurn
877636,23, L,112,JDUXVB, 01-JAN-2000 23:24:43:20, EngineTurn
877637,23, L,112,HPVBHP, 01-JAN-2013 03:24:55:70, EngineTurn
877638,23, L,112,HPVBHP, 01-JAN-2013 10:33:51:10, GrndPwr
877639,23, L,112,MQUXUX, 01-JAN-2013 10:33:51:40, GrndPwr
877640,23, L,112,JDMQUX, 01-JAN-2015 03:24:54:75, InFlight
877641,23, L,112,VBQGQG, 01-JAN-2017 13:56:39:95, EngineTurn
877642,23, LL,112,HP, 01-JUL-2000 13:28:44:50, InFlight
877643,23, LL,112,HPQGVB, 01-JUL-2000 13:28:45:20, InFlight
877644,23, LL,112,JDMZQG, 01-JUL-2000 13:28:45:20, InFlight
877645,23, LL,112,UXXUXU, 01-JUL-2000 13:28:54:90, InFlight
877646,23, LL,112,MQMQHP, 01-JUL-2000 13:29:34:20, InFlight
877647,23, LL,112,UXXUVB, 01-JUL-2000 13:45:39:30, InFlight
877648,23, L,112,MQXUFV, 01-JUL-2013 12:25:08:80, EngineTurn
877649,23, L,112,MQMQZJ, 01-JUL-2013 12:25:08:80, EngineTurn
877650,23, L,112,XUXUJD, 01-JUL-2013 12:25:08:80, EngineTurn
877651,23, L,112,XUHPFV, 01-JUL-2013 12:25:08:80, EngineTurn
877652,23, L,112,XUHPQG, 01-JUL-2013 12:25:08:80, EngineTurn
877653,23, L,112,XUHPVB, 01-JUL-2013 12:25:08:80, EngineTurn
877654,23, L,112,XUHPJD, 01-JUL-2013 12:25:08:80, EngineTurn
877655,23, L,112,JDMZUX, 01-JUL-2013 12:25:08:80, EngineTurn
877656,23, L,112,JDMZFV, 01-JUL-2013 12:25:08:80, EngineTurn
877657,23, L,112,UXMQVB, 01-JUL-2013 12:25:08:80, EngineTurn
877658,23, L,112,JDJDFV, 01-JUL-2013 12:25:08:80, EngineTurn
877659,23, L,112,UXMQNV, 01-JUL-2013 12:25:08:80, EngineTurn
877660,23, L,112,HP, 01-JUL-2013 12:25:08:80, EngineTurn
877661,23, L,112,UXXUXU, 01-JUL-2013 12:25:08:80, EngineTurn
877662,23, L,112,HPVBHP, 01-JUL-2013 12:25:08:80, EngineTurn
877663,23, L,112,HPXUFV, 01-JUL-2013 12:25:08:80, EngineTurn
877664,23, L,112,FVHPHP, 01-JUL-2013 12:25:08:80, EngineTurn
877665,23, L,112,VBQGQG, 01-JUL-2013 12:32:47:00, EngineTurn
877666,23, L,112,VBMQQG, 01-JUL-2013 12:38:20:80, EngineTurn
877667,23, L,112,HP, 01-JUL-2013 12:45:35:65, EngineTurn
877668,23, L,112,UXXUXU, 01-JUL-2013 12:45:46:10, EngineTurn
877669,23, L,112,FVHPHP, 01-JUL-2013 12:45:46:30, EngineTurn
877670,23, L,112,HPXUFV, 01-JUL-2013 12:52:05:00, EngineTurn
877671,23, L,112,UXUXUX, 01-JUL-2013 12:53:41:50, EngineTurn
877672,23, L,112,HP, 01-JUL-2013 12:54:03:30, InFlight
877673,23, L,112,UXXUXU, 01-JUL-2013 12:54:13:70, InFlight
877674,23, L,112,FVHPHP, 01-JUL-2013 12:54:13:90, InFlight
877675,23, L,112,HPXUFV, 01-JUL-2013 12:56:41:95, InFlight
877676,23, L,112,HPUXVB, 01-JUL-2013 13:18:55:30, InFlight
877677,23, L,112,HPXUFV, 01-JUL-2013 16:01:16:55, EngineTurn
877678,23, L,112,UXXUXU, 01-JUL-2013 16:01:18:05, EngineTurn
877679,23, L,112,FVHPHP, 01-JUL-2013 16:01:18:25, EngineTurn
877680,23, L,112,MQMQHP, 01-JUL-2013 16:03:13:10, EngineTurn
877681,23, L,112,MQHPVB, 01-JUL-2013 16:05:29:05, EngineTurn
877682,23, L,112,MQHPQG, 01-JUL-2013 16:05:29:05, EngineTurn
877683,23, L,112,XUXUVB, 01-JUL-2013 16:07:18:05, EngineTurn
877684,23, L,112,HP, 01-JUL-2013 16:40:22:95, InFlight
