,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
331630,2X1ISSYFED298508,41,11,000,0,Perform a periodic inspection,Completed the inspection,3/30/17,3/31/17,,,,Yes,,,
331631,3IAOJFAPF6296533,41,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,10/22/12,10/23/12,,,,,,Yes,
331632,3IAP6GWPF6090552,41,11,170,Z,Corrosion located on weapon assembly,Treated and removed the corrosion,3/31/13,3/31/13,Yes,,,,,,
331633,3USYOIXFE8216505,41,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/17,8/4/17,,,,Yes,,,
331634,3C7GU8CFE9011271,41,11,000,0,Perform a periodic inspection,Completed the inspection,1/11/18,1/11/18,,,,Yes,,,
331635,3USY3UMFE8089195,41,12,900,B,Code: JDZJZJ was set.,Removed and Replaced failed part or assembly,3/29/16,3/30/16,,,,,,,Yes
331636,3J38LIFAA7318204,41,11,000,0,Perform verification of component or system,Completed the component or system test,11/14/18,11/14/18,,,,Yes,,,
331637,370T8S1PE4101259,41,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/10/12,4/16/12,,,,,Yes,,
331638,3IAP8KYPF6135543,41,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",5/15/13,6/10/13,,Yes,,,,,
331639,3IAP65KPF6089442,41,11,170,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/30/13,3/31/13,,,,,Yes,,
331640,3IAPDOMPF6224363,41,11,000,0,Perform a periodic inspection,Completed the inspection,8/12/13,8/19/13,,,,Yes,,,
331641,3UV6WZ5FE8146623,41,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/25/16,5/25/16,,,,,Yes,,
331642,3IAOBRUPF6216345,41,23,956,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/3/12,8/9/12,,,,,Yes,,
331643,3IAP1QTPF6054343,41,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/23/13,2/23/13,,,,,Yes,,
331644,3J392YKAA7111193,41,11,381,C,Clean a system or component,Cleaned the system or component,4/21/19,6/20/19,,,,Yes,,,
331645,3USXBMKFE8279192,41,11,000,0,Perform a periodic inspection,Completed the inspection,10/6/14,10/13/14,,,,Yes,,,
331646,3IAP8C1PF6126378,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/6/13,5/8/13,,,,Yes,,,
331647,3IAPG59PF6266202,41,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,9/23/13,9/25/13,,,,Yes,,,
331648,3IAO9QFPF6194019,41,11,170,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",7/12/12,7/14/12,,Yes,,,,,
331649,370T156PE4059483,41,11,000,0,Perform a periodic inspection,Completed the inspection,2/28/12,3/11/12,,,,Yes,,,
331650,3USY70FFE8165176,41,11,000,0,Perform a periodic inspection,Completed the inspection,6/13/16,6/13/16,,,,Yes,,,
331651,3C7GU8VFE9011281,41,11,020,B,Wiring issue found on the aircraft,Removed and replaced system or component,1/11/18,1/12/18,,,,,Yes,,
331652,3USYAD6FE8213306,41,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/31/16,7/31/16,,,,,Yes,,
331653,3USX53WFE8180481,41,11,000,0,Perform a periodic inspection,Completed the inspection,6/29/14,6/30/14,,,,Yes,,,
331654,361TX4AFE6297025,41,23,425,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/24/13,10/24/13,,,,,Yes,,
331655,3USXRB0FE8253139,41,11,000,0,Perform a periodic inspection,Completed the inspection,9/10/15,9/24/15,,,,Yes,,,
331656,370T9ARPE4106455,41,23,255,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/15/12,4/15/12,,,,,Yes,,
331657,361TXG4FE6303275,41,11,425,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/30/13,11/22/13,,,,,Yes,,
331658,3IAOICUPF6289049,41,23,290,R,Code: HPVBHP was set.,Removed and Replaced failed part or assembly,10/15/12,10/15/12,,,,,Yes,,Yes
331659,3ZX9Z84GE7134213,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/14/18,5/15/18,,,,Yes,,,
331660,3J38SW9AA7011160,41,12,000,0,Perform a periodic inspection,Completed the inspection,1/11/19,1/12/19,,,,Yes,,,
331661,3USX2X4FE8139206,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/19/14,5/19/14,,,,Yes,,,
331662,3USYMVIFE8125530,41,11,000,N,Perform system or component checks ,Completed the component or system test,5/3/17,6/2/17,,,,Yes,,,
331663,3USYKR3FE8059449,41,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,2/28/17,3/1/17,,,Yes,,,,
331664,3USXDHCFE8302114,41,11,170,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/29/14,1/30/15,,,,,Yes,,
331665,3ZXA0KMGE7155314,41,11,000,0,Perform system or component checks ,Completed the component or system test,6/4/18,6/4/18,,,,Yes,,,
331666,3USY3PZFE8088123,41,11,000,0,Perform a periodic inspection,Completed the inspection,3/28/16,4/8/16,,,,Yes,,,
331667,370TI88PE4169357,41,23,295,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/17/12,6/18/12,,,,,Yes,,
331668,3USXDBEFE8301592,41,11,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/28/14,1/16/15,,,,,Yes,,
331669,3IAOPHOPF6337143,41,11,000,0,Perform a periodic inspection,Completed the inspection,12/2/12,12/9/12,,,,Yes,,,
331670,3USX53TFE8180481,41,11,000,0,Perform a periodic inspection,Completed the inspection,6/29/14,6/30/14,,,,Yes,,,
331671,3USX174FE8118189,41,11,282,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/28/14,4/29/14,,,,,Yes,,
331672,3IAOXMHPF6023180,41,11,000,0,Perform system or component checks ,Completed the component or system test,1/23/13,1/24/13,,,,Yes,,,
331673,3ZXA6P2GE7239539,41,11,000,0,Perform a periodic inspection,Completed the inspection,8/27/18,8/27/18,,,,Yes,,,
331674,3UV6X2SFE8159679,41,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/7/16,6/7/16,,,,,Yes,,
331675,3IAOLV0PF6311390,41,11,000,0,Perform a periodic inspection,Completed the inspection,11/6/12,11/8/12,,,,Yes,,,
331676,3USX0VRFE8113122,41,16,956,P,Aircraft weapon configuration change requested,Aircraft configuration change completed,4/23/14,4/23/14,,,,,,Yes,
331677,3USY2K7FE8063228,41,11,000,0,Perform a periodic inspection,Completed the inspection,3/3/16,3/3/16,,,,Yes,,,
331678,3IAOGJFPF6266369,41,11,301,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/22/12,9/23/12,,,,,Yes,,
331679,3USYNIIFE8146342,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/26/17,5/31/17,,,,Yes,,,
331680,3ZXA4H4GE7203314,41,23,135,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/22/18,7/23/18,,,,,Yes,,
331681,3USYI0KFE8013302,41,11,020,C,System or component worn or broken,Removed and Replaced the system or component,1/13/17,1/16/17,,,,,Yes,,
331682,3J38WQNAA7049A00,41,11,000,0,Perform a phase inspection,Completed the inspection,2/18/19,3/14/19,,,,Yes,,,
331683,3IAO9U6PF6195068,41,11,170,Z,Corrosion located on weapon assembly,Treated and removed the corrosion,7/13/12,7/13/12,Yes,,,,,,
331684,3USY2XIFE8077369,41,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,3/17/16,3/18/16,,,Yes,,,,
331685,3IAOY92PF6027488,41,11,170,Z,Bare Metal found on weapon part or assembly,"Sanded, primed, and painted the bare area",1/27/13,2/11/13,,Yes,,,,,
331686,370SQ8MPE4004524,41,12,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/4/12,1/4/12,,,,,Yes,,
331687,3ZX9Z7XGE7134211,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/14/18,5/30/18,,,,Yes,,,
331688,3USX3DHFE8148425,41,11,000,0,Perform a periodic inspection,Completed the inspection,5/28/14,5/28/14,,,,Yes,,,
331689,3IAOWQAPF6017374,41,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/17/13,1/18/13,,,,,Yes,,
331690,3IAP5P4PF6083100,41,11,000,0,Perform a periodic inspection,Completed the inspection,3/24/13,4/7/13,,,,Yes,,,
331691,3J38SW5AA7011158,41,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,1/11/19,1/14/19,,,,,,Yes,
331692,3J38RWBAA7004339,41,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,1/4/19,1/5/19,,,,,,Yes,
