,aircraft,squadron,lot,msp,zulu_time,flight_mode
261601,7, KK,103,JDQGUX, 01-APR-2013 17:45:09:30, EngineTurn
261602,7, KK,103,JDQGJD, 01-APR-2013 17:45:09:30, EngineTurn
261603,7, KK,103,JDVBUX, 01-APR-2013 17:45:09:30, EngineTurn
261604,7, KK,103,JDVBJD, 01-APR-2013 17:45:09:30, EngineTurn
261605,7, KK,103,MZHPTL, 01-APR-2013 17:54:07:00, EngineTurn
261606,7, KK,103,MZHPTL, 01-APR-2013 18:00:19:00, InFlight
261607,7, KK,103,UXVBXU, 01-APR-2013 18:22:26:70, InFlight
261608,7, KK,103,UXVBXU, 01-APR-2013 19:22:29:10, EngineTurn
261609,7, KK,103,MZHPTL, 01-APR-2013 19:22:29:10, EngineTurn
261610,7, KK,103,UXVBXU, 01-APR-2013 19:22:41:70, EngineTurn
261611,7, KK,103,MZHPTL, 01-APR-2013 19:22:41:70, EngineTurn
261612,7, KK,103,UXVBXU, 01-APR-2013 19:23:00:10, EngineTurn
261613,7, KK,103,MZHPTL, 01-APR-2013 19:23:00:10, EngineTurn
261614,7, KK,103,MZHPTL, 01-APR-2013 19:23:43:30, EngineTurn
261615,7, KK,103,UXVBXU, 01-APR-2013 19:23:43:30, EngineTurn
261616,7, KK,103,MZHPTL, 01-APR-2013 21:48:41:75, EngineTurn
261617,7, KK,103,MZJDTL, 01-APR-2013 21:55:37:00, EngineTurn
261618,7, KK,103,MZJDTL, 01-APR-2013 22:05:36:00, InFlight
261619,7, KK,103,MZJDTL, 01-APR-2013 22:50:25:10, EngineTurn
261620,7, KK,103,MZJDTL, 01-APR-2013 22:50:37:10, EngineTurn
261621,7, KK,103,MZJDTL, 01-APR-2013 22:50:55:90, EngineTurn
261622,7, KK,103,MZJDTL, 01-APR-2013 22:51:39:30, EngineTurn
261623,7, KK,103,MZJDTL, 01-APR-2013 22:53:36:00, EngineTurn
261624,7, KK,103,HPTLHP, 01-APR-2017 06:29:07:55, EngineTurn
261625,7, KK,103,HPTLHP, 01-APR-2017 07:06:18:00, InFlight
261626,7, KK,103,UXMQHP, 01-APR-2017 07:07:40:00, InFlight
261627,7, KK,103,UXHPXU, 01-APR-2017 07:08:09:00, InFlight
261628,7, KK,103,JDTLJD, 01-APR-2017 07:49:12:05, InFlight
261629,7, KK,103,NVXUNV, 01-APR-2017 10:13:17:05, EngineTurn
261630,7, KK,103,HPTLHP, 01-APR-2017 10:15:08:15, EngineTurn
261631,7, KK,103,NVXUNV, 01-APR-2017 10:15:08:15, EngineTurn
261632,7, KK,103,JDTLJD, 01-APR-2017 10:15:08:15, EngineTurn
