,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
161591,3NT1A4UFA3082480,21,11,000,0,Perform verification of component or system,Completed the component or system test,3/22/16,3/31/16,,,,Yes,,,
161592,3NT1APIFA3102183,21,11,000,0,Perform a periodic inspection,Completed the inspection,4/11/16,4/13/16,,,,Yes,,,
161593,3NT05YCFA3180403,21,11,000,0,Perform a periodic inspection,Completed the inspection,6/29/14,6/30/14,,,,Yes,,,
161594,3NSZJEJFA3231013,21,16,295,P,System or component failed ,Worked on system component; repair may or may not have been successful,8/19/13,8/20/13,,,,,,,Yes
161595,3NSYTOAFA3324572,21,11,381,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/19/12,3/19/13,,,,,Yes,,
161596,3EA51G4FA7010473,21,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,1/10/17,1/10/17,,,,Yes,,,
161597,3NT0TDMFA3182599,21,11,000,0,Perform a periodic inspection,Completed the inspection,7/1/15,7/3/15,,,,Yes,,,
161598,3NT0TF4FA3182047,21,11,170,C,Corrosion found on a panel,Treated and removed the corrosion,7/1/15,7/14/15,Yes,,,,,,
161599,3NSZ3YPFA3050381,21,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/19/13,2/19/13,,,,,Yes,,
161600,3NT0TCPFA3170703,21,23,787,R,System or component worn or broken,Removed and Replaced the system or component,6/19/15,6/19/15,,,,,Yes,,
161601,3EA5R6HFA7363352,21,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/28/17,1/9/18,,,,,Yes,,
161602,3NSZQJDFA3330481,21,11,070,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/26/13,12/3/13,,,,,Yes,,
161603,3NT0HRQFA3008583,21,11,070,B,System or component worn or broken,Removed and Replaced the system or component,1/8/15,1/16/15,,,,,Yes,,
161604,3EA5R7GFA7363363,21,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/29/17,1/25/18,,,,,Yes,,
161605,3NT0IAIFA3016305,21,11,000,0,Perform a periodic inspection,Completed the inspection,1/16/15,1/16/15,,,,Yes,,,
161606,3NT2SWKFA3032577,21,11,000,N,Perform a wiring inspection,Completed the inspection,1/25/18,8/17/18,,,,Yes,,,
161607,3NT1HD9FA3195480,21,11,000,0,Perform a periodic inspection,Completed the inspection,7/13/16,7/14/16,,,,Yes,,,
161608,3NSY1OEFA3085259,21,11,000,0,Perform a periodic inspection,Completed the inspection,3/25/12,3/26/12,,,,Yes,,,
161609,3NSZB8CFA3139516,21,11,000,0,Perform a periodic inspection,Completed the inspection,5/19/13,5/19/13,,,,Yes,,,
161610,3NSY8NMFA3137310,21,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/16/12,5/16/12,,,,,Yes,,
161611,3NSZQIAFA3330462,21,11,020,C,System or component worn or broken,Removed and Replaced the system or component,11/26/13,12/3/13,,,,,Yes,,
161612,3EA5QJZFA7349031,21,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/15/17,12/15/17,,,,,Yes,,
161613,3NT06VZFA3217403,21,11,000,0,Perform a periodic inspection,Completed the inspection,8/5/14,8/6/14,,,,Yes,,,
161614,3EA5GTSFA7214445,21,11,020,B,Wiring issue found on the aircraft,Repaired the wire,8/2/17,8/6/17,,,,,Yes,,
161615,3NSXS90FA3009482,21,11,719,B,System or component worn or broken,Removed and Replaced the system or component,1/9/12,1/16/12,,,,,Yes,,
161616,3NT139NFA3333488,21,11,000,0,Perform a periodic inspection,Completed the inspection,11/29/15,12/4/15,,,,Yes,,,
161617,3NT05P4FA3173298,21,11,170,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",6/22/14,7/10/14,,Yes,,,,,
161618,3NT0Q13FA3126150,21,11,000,0,Perform a periodic inspection,Completed the inspection,5/6/15,5/6/15,,,,Yes,,,
161619,3NT0V99FA3205414,21,11,070,B,System or component failed ,Removed and Replaced failed part or assembly,7/24/15,8/5/15,,,,,,,Yes
161620,3NSZRWMFA3345597,21,23,787,R,System or component worn or broken,Removed and Replaced the system or component,12/11/13,12/12/13,,,,,Yes,,
161621,3NSXZAVFA3066503,21,11,000,0,Perform a periodic inspection,Completed the inspection,3/6/12,3/7/12,,,,Yes,,,
