,aircraft,squadron,lot,msp,zulu_time,flight_mode
85236,3, HH,101,ZJMZTL, 01-APR-2014 13:38:18:10, EngineTurn
85237,3, HH,101,RTVBHP, 01-APR-2014 13:38:18:10, EngineTurn
85238,3, HH,101,RTVBHP, 01-APR-2014 13:39:08:10, EngineTurn
85239,3, HH,101,ZJMZTL, 01-APR-2014 13:39:08:10, EngineTurn
85240,3, HH,101,RTVBHP, 01-APR-2014 13:57:24:00, InFlight
85241,3, HH,101,ZJMZTL, 01-APR-2014 13:57:24:00, InFlight
85242,3, HH,101,RTVBHP, 01-APR-2014 15:28:38:55, EngineTurn
85243,3, HH,101,ZJMZTL, 01-APR-2014 15:28:38:55, EngineTurn
85244,3, HH,101,RTVBHP, 01-APR-2014 15:30:16:35, EngineTurn
85245,3, HH,101,ZJMZTL, 01-APR-2014 15:30:16:35, EngineTurn
85246,3, HH,101,ZJMZTL, 01-APR-2014 15:30:17:15, EngineTurn
85247,3, HH,101,RTVBHP, 01-APR-2014 15:30:17:15, EngineTurn
85248,3, HH,101,ZJMZTL, 01-APR-2014 15:30:30:15, EngineTurn
85249,3, HH,101,RTVBHP, 01-APR-2014 15:30:30:15, EngineTurn
85250,3, HH,101,RTVBHP, 01-APR-2014 15:31:11:35, EngineTurn
85251,3, HH,101,ZJMZTL, 01-APR-2014 15:31:11:35, EngineTurn
85252,3, HH,101,RTVBHP, 01-APR-2014 15:31:57:20, EngineTurn
85253,3, HH,101,ZJMZTL, 01-APR-2014 15:31:57:20, EngineTurn
85254,3, HH,101,ZJMZTL, 01-APR-2014 16:32:40:90, EngineTurn
85255,3, HH,101,RTVBHP, 01-APR-2014 16:32:40:90, EngineTurn
85256,3, HH,101,RTVBHP, 01-APR-2014 16:33:09:90, EngineTurn
85257,3, HH,101,ZJMZTL, 01-APR-2014 16:33:09:90, EngineTurn
85258,3, HH,101,RTVBHP, 01-APR-2014 17:03:04:00, InFlight
85259,3, HH,101,ZJMZTL, 01-APR-2014 17:03:04:00, InFlight
85260,3, HH,101,RTVBHP, 01-APR-2014 18:18:58:95, EngineTurn
85261,3, HH,101,ZJMZTL, 01-APR-2014 18:18:58:95, EngineTurn
85262,3, HH,101,ZJMZTL, 01-APR-2014 18:19:00:15, EngineTurn
85263,3, HH,101,RTVBHP, 01-APR-2014 18:19:00:15, EngineTurn
85264,3, HH,101,RTVBHP, 01-APR-2014 18:19:12:75, EngineTurn
85265,3, HH,101,ZJMZTL, 01-APR-2014 18:19:12:75, EngineTurn
85266,3, HH,101,ZJMZTL, 01-APR-2014 18:19:54:55, EngineTurn
85267,3, HH,101,RTVBHP, 01-APR-2014 18:19:54:55, EngineTurn
85268,3, HH,101,ZJMZTL, 01-APR-2014 18:20:40:20, EngineTurn
85269,3, HH,101,RTVBHP, 01-APR-2014 18:20:40:20, EngineTurn
85270,3, HH,101,RTVBHP, 01-APR-2014 20:27:10:95, EngineTurn
85271,3, HH,101,ZJMZTL, 01-APR-2014 20:27:10:95, EngineTurn
85272,3, HH,101,RTVBHP, 01-APR-2014 20:27:58:95, EngineTurn
85273,3, HH,101,ZJMZTL, 01-APR-2014 20:27:58:95, EngineTurn
85274,3, HH,101,ZJMZTL, 01-APR-2014 20:28:34:85, EngineTurn
85275,3, HH,101,RTVBHP, 01-APR-2014 20:28:34:85, EngineTurn
85276,3, HH,101,ZJMZTL, 01-APR-2014 21:03:37:05, InFlight
85277,3, HH,101,RTVBHP, 01-APR-2014 21:03:37:05, InFlight
85278,3, HH,101,ZJMZTL, 01-APR-2014 21:39:59:35, EngineTurn
85279,3, HH,101,RTVBHP, 01-APR-2014 21:39:59:35, EngineTurn
85280,3, HH,101,ZJMZTL, 01-APR-2014 21:40:00:15, EngineTurn
85281,3, HH,101,RTVBHP, 01-APR-2014 21:40:00:15, EngineTurn
85282,3, HH,101,RTVBHP, 01-APR-2014 21:40:13:15, EngineTurn
85283,3, HH,101,ZJMZTL, 01-APR-2014 21:40:13:15, EngineTurn
85284,3, HH,101,ZJMZTL, 01-APR-2014 21:41:39:20, EngineTurn
85285,3, HH,101,RTVBHP, 01-APR-2014 21:41:39:20, EngineTurn
85286,3, HH,101,JDJDMQ, 01-APR-2016 03:56:08:55, GrndPwr
85287,3, HH,101,RTVBHP, 01-APR-2016 03:56:08:55, GrndPwr
85288,3, HH,101,XUQGQG, 01-APR-2016 03:56:36:05, GrndPwr
85289,3, HH,101,JDJDZJ, 01-APR-2016 03:56:36:15, GrndPwr
85290,3, HH,101,JDJDMZ, 01-APR-2016 03:56:36:15, GrndPwr
85291,3, HH,101,HPZJNV, 01-APR-2016 03:56:53:15, GrndPwr
85292,3, HH,101,JDJDMQ, 01-APR-2016 16:46:10:05, EngineTurn
85293,3, HH,101,RTVBHP, 01-APR-2016 16:46:10:05, EngineTurn
85294,3, HH,101,ZJMZJD, 01-APR-2016 17:01:41:00, EngineTurn
85295,3, HH,101,ZJUXHP, 01-APR-2016 17:01:41:00, EngineTurn
85296,3, HH,101,ZJUXMQ, 01-APR-2016 17:01:41:00, EngineTurn
