,aircraft,squadron,lot,msp,zulu_time,flight_mode
1388940,44, L,118,MQZJQG, 01-JAN-2015 17:04:49:10, EngineTurn
1388941,44, L,118,VBQGQG, 01-JAN-2015 17:18:16:25, EngineTurn
1388942,44, L,118,HP, 01-JAN-2015 17:18:53:75, EngineTurn
1388943,44, L,118,HPTLHP, 01-JAN-2015 17:18:54:25, EngineTurn
1388944,44, L,118,UXMQXU, 01-JAN-2015 17:18:54:25, EngineTurn
1388945,44, L,118,HP, 01-JAN-2015 17:19:03:95, EngineTurn
1388946,44, L,118,HPTLHP, 01-JAN-2015 17:19:04:25, EngineTurn
1388947,44, L,118,UXMQXU, 01-JAN-2015 17:19:04:25, EngineTurn
1388948,44, L,118,UXFVMZ, 01-JAN-2015 17:19:15:75, EngineTurn
1388949,44, L,118,FVHPHP, 01-JAN-2015 17:19:15:95, EngineTurn
1388950,44, L,118,HP, 01-JAN-2015 17:19:18:15, EngineTurn
1388951,44, L,118,HPTLHP, 01-JAN-2015 17:19:18:25, EngineTurn
1388952,44, L,118,UXMQXU, 01-JAN-2015 17:19:18:25, EngineTurn
1388953,44, L,118,FVHPHP, 01-JAN-2015 17:19:29:95, EngineTurn
1388954,44, L,118,UXFVMZ, 01-JAN-2015 17:19:30:15, EngineTurn
1388955,44, L,118,VBMQQG, 01-JAN-2015 17:21:26:25, EngineTurn
1388956,44, LL,118,XUHPFV, 01-JUL-2004 13:30:02:30, GrndPwr
1388957,44, LL,118,XUHPQG, 01-JUL-2004 13:30:02:30, GrndPwr
1388958,44, LL,118,XUHPVB, 01-JUL-2004 13:30:02:30, GrndPwr
1388959,44, LL,118,XUHPJD, 01-JUL-2004 13:30:02:30, GrndPwr
1388960,44, LL,118,UXMQVB, 01-JUL-2004 13:30:02:30, GrndPwr
1388961,44, LL,118,VBMQQG, 01-JUL-2004 13:40:03:65, EngineTurn
1388962,44, LL,118,VBQGQG, 01-JUL-2004 13:43:59:65, EngineTurn
1388963,44, LL,118,JDMQFV, 01-JUL-2004 13:44:53:65, EngineTurn
