,aircraft,squadron,lot,msp,zulu_time,flight_mode
352587,9, KK,104,FVZJVB, 01-APR-2015 12:36:57:20, EngineTurn
352588,9, KK,104,FVXUZJ, 01-APR-2015 12:36:57:20, EngineTurn
352589,9, KK,104,FVZJVB, 01-APR-2015 12:37:05:20, EngineTurn
352590,9, KK,104,FVXUZJ, 01-APR-2015 12:37:05:20, EngineTurn
352591,9, KK,104,ZJMZTL, 01-APR-2015 12:37:16:50, EngineTurn
352592,9, KK,104,JDQGJD, 01-APR-2015 12:37:49:50, EngineTurn
352593,9, KK,104,JDVBJD, 01-APR-2015 12:37:49:50, EngineTurn
352594,9, KK,104,ZJMZTL, 01-APR-2015 12:38:12:00, EngineTurn
352595,9, KK,104,MZUXJD, 01-APR-2015 12:49:34:05, EngineTurn
352596,9, KK,104,ZJMZTL, 01-APR-2015 13:02:28:05, InFlight
352597,9, KK,104,MZUXJD, 01-APR-2015 13:02:28:05, InFlight
352598,9, KK,104,MZUXHP, 01-APR-2015 13:02:35:05, InFlight
352599,9, KK,104,UXMQZJ, 01-APR-2015 13:03:02:05, InFlight
352600,9, KK,104,ZJMZTL, 01-APR-2015 14:19:14:25, EngineTurn
352601,9, KK,104,MZUXHP, 01-APR-2015 14:19:14:25, EngineTurn
352602,9, KK,104,MZUXJD, 01-APR-2015 14:19:14:25, EngineTurn
352603,9, KK,104,UXMQZJ, 01-APR-2015 14:19:14:25, EngineTurn
352604,9, KK,104,ZJMZTL, 01-APR-2015 14:19:22:85, EngineTurn
352605,9, KK,104,MZUXHP, 01-APR-2015 14:19:22:85, EngineTurn
352606,9, KK,104,MZUXJD, 01-APR-2015 14:19:22:85, EngineTurn
352607,9, KK,104,UXMQZJ, 01-APR-2015 14:19:22:85, EngineTurn
352608,9, KK,104,ZJMZTL, 01-APR-2015 14:19:48:25, EngineTurn
352609,9, KK,104,UXMQZJ, 01-APR-2015 14:19:48:25, EngineTurn
352610,9, KK,104,MZUXJD, 01-APR-2015 14:19:48:25, EngineTurn
352611,9, KK,104,MZUXHP, 01-APR-2015 14:19:48:25, EngineTurn
352612,9, KK,104,ZJMZTL, 01-APR-2015 14:20:33:30, EngineTurn
352613,9, KK,104,UXMQZJ, 01-APR-2015 14:20:33:30, EngineTurn
352614,9, KK,104,MZUXJD, 01-APR-2015 14:20:33:30, EngineTurn
352615,9, KK,104,MZUXHP, 01-APR-2015 14:20:33:30, EngineTurn
352616,9, KK,104,ZJMZTL, 01-APR-2015 14:23:06:00, EngineTurn
352617,9, KK,104,FVZJVB, 01-APR-2015 16:30:28:85, EngineTurn
352618,9, KK,104,FVXUZJ, 01-APR-2015 16:30:29:25, EngineTurn
352619,9, KK,104,ZJMZTL, 01-APR-2015 16:30:54:00, EngineTurn
352620,9, KK,104,JDVBJD, 01-APR-2015 16:31:25:00, EngineTurn
352621,9, KK,104,JDQGJD, 01-APR-2015 16:31:25:00, EngineTurn
352622,9, KK,104,ZJMZTL, 01-APR-2015 16:31:46:00, EngineTurn
352623,9, KK,104,ZJMZTL, 01-APR-2015 16:31:52:10, EngineTurn
352624,9, KK,104,MZUXJD, 01-APR-2015 16:37:18:00, EngineTurn
352625,9, KK,104,ZJMZTL, 01-APR-2015 16:37:21:00, EngineTurn
352626,9, KK,104,MZUXJD, 01-APR-2015 16:37:21:00, EngineTurn
