,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
208507,3JHASQ8AA6279049,28,11,105,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/6/17,10/10/17,,,,,Yes,,
208508,3JIYKV8AA6307709,28,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,11/2/16,11/3/16,,,,,,Yes,
208509,3JHBKWHAA6349520,28,11,000,0,Perform a periodic inspection,Completed the inspection,12/15/17,12/18/17,,,,Yes,,,
208510,3JGVGFGAA6212151,28,11,020,B,System or component worn or broken,Removed and Replaced the system or component,7/31/14,7/31/14,,,,,Yes,,
208511,3JGQANKAA6201400,28,11,000,0,Perform a periodic inspection,Completed the inspection,7/19/12,7/22/12,,,,Yes,,,
208512,3JHAG4HAA6239536,28,12,070,B,System or component worn or broken,Removed and Replaced the system or component,8/26/17,8/27/17,,,,,Yes,,
208513,3JHDN0MAA6214101,28,11,000,0,Perform verification of component or system,Completed the component or system test,8/2/18,11/14/18,,,,Yes,,,
208514,3JGQ23ZAA6170378,28,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/18/12,6/19/12,,,,,Yes,,
208515,3JHE4GBAA6274286,28,23,295,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/1/18,10/5/18,,,,,Yes,,
208516,3JH7FKFAA6246428,28,11,000,0,Perform a periodic inspection,Completed the inspection,9/2/16,9/4/16,,,,Yes,,,
208517,3JH6VV7AA6181A00,28,11,000,0,Perform a phase inspection,Completed the inspection,6/29/16,7/14/16,,,,Yes,,,
208518,3JH8LWEAA6039132,28,41,,C,Perform a phase inspection,Completed the inspection,2/8/17,12/15/17,,,,Yes,,,
208519,3JGS59FAA6105046,28,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/15/13,4/15/13,,,,,Yes,,
208520,3JH9TGTAA6178144,28,11,190,B,System or component worn or broken,Worked on and repaired component/system,6/27/17,10/18/18,,,,,Yes,,
208521,3JGZ9LUAA6275140,28,11,000,0,Perform a periodic inspection,Completed the inspection,10/2/15,10/13/15,,,,Yes,,,
208522,3JGQP07AA6254548,28,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/10/12,11/19/12,,,,,Yes,,
208523,3JGQ9OAAA6199374,28,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,7/17/12,7/26/12,Yes,,,,,,
208524,3JHBP6GAA6011508,28,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/11/18,1/12/18,,,,,Yes,,
208525,3JGT1BWAA6225371,28,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/13/13,8/14/13,,,,,Yes,,
208526,3JGYED6AA6187427,28,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/6/15,7/6/15,,,,,Yes,,
208527,3JH80C2AA6320331,28,23,780,R,System or component worn or broken,Removed and Replaced the system or component,11/15/16,11/16/16,,,,,Yes,,
208528,3JGYHHAAA6194009,28,11,105,Q,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/13/15,7/13/15,,,,,Yes,,
208529,3JHAYB7AA6293273,28,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/20/17,11/2/17,,,,,Yes,,
208530,3JGPKSMAA6113570,28,11,000,0,Perform a periodic inspection,Completed the inspection,4/22/12,4/22/12,,,,Yes,,,
208531,3JGV5EPAA6170180,28,11,381,B,Wiring issue found on the aircraft,Removed and replaced system or component,6/19/14,6/24/14,,,,,Yes,,
208532,3JH66FYAA6101383,28,11,000,0,Perform system or component checks ,Completed the component or system test,4/10/16,4/10/16,,,,Yes,,,
208533,3JHFEV8AA6057371,28,11,429,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/26/19,2/26/19,,,,,Yes,,
208534,3JGTWYUAA6357433,28,47,,C,Perform a phase inspection,Completed the inspection,12/23/13,2/24/14,,,,Yes,,,
208535,3JHA78DAA6216285,28,11,020,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/4/17,12/20/17,,,,,Yes,,
208536,3JGT9EKAA6257293,28,11,425,R,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,9/14/13,10/18/13,,,,Yes,,,
208537,3JGR1KHAA6300487,28,11,000,0,Perform a periodic inspection,Completed the inspection,10/26/12,2/17/13,,,,Yes,,,
208538,3JGPQZUAA6133423,28,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,5/12/12,5/16/12,,,,Yes,,Yes,
208539,3JH66ANAA6100304,28,11,000,0,Perform a periodic inspection,Completed the inspection,4/9/16,4/10/16,,,,Yes,,,
208540,3JH86NGAA6343324,28,23,787,R,System or component worn or broken,Removed and Replaced the system or component,12/8/16,12/8/16,,,,,Yes,,
208541,3JIYKMCAA6305951,28,11,000,0,Perform a periodic inspection,Completed the inspection,10/31/16,10/31/16,,,,Yes,,,
208542,3JGSR1GAA6179342,28,11,000,0,Perform a periodic inspection,Completed the inspection,6/28/13,6/29/13,,,,Yes,,,
208543,3JGOZ1NAA6038247,28,11,000,0,Perform system or component checks ,Completed the component or system test,2/7/12,2/8/12,,,,Yes,,,
