,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
298362,3BFF69OAA9284154,38,21,177,P,Aircraft weapon configuration change requested,Aircraft configuration change completed,10/10/12,10/10/12,,,,,,Yes,
298363,3BFGDRKAA9351063,38,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",12/17/13,1/9/14,,Yes,,,,,
298364,36MZ52TAA8266319,38,11,000,0,Perform a periodic inspection,Completed the inspection,9/23/18,9/23/18,,,,Yes,,,
298365,3BFIK37AA9293011,38,11,000,0,Perform a periodic inspection,Completed the inspection,10/20/15,10/21/15,,,,Yes,,,
298366,3BFG3OYAA9274457,38,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/1/13,10/2/13,,,,,Yes,,
298367,3BFKN31AA9141184,38,11,170,C,Corrosion found on hydraulics,Treated and removed the corrosion,5/21/17,6/8/17,Yes,,,,,,
298368,3BFH11UAA9164032,38,11,127,C,Code: NVQGMZ was set.,Observed the area and attempted to repair it,6/13/14,6/14/14,,,,,Yes,,
298369,3BFMJR7AA9004380,38,11,000,0,Perform a wiring inspection,Completed the inspection,1/4/19,1/4/19,,,,Yes,,,
298370,36MZQU4AA8088120,38,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",3/29/19,3/30/19,,Yes,,,,,
298371,3BFGDU9AA9351116,38,11,170,Z,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/17/13,1/14/14,,,,Yes,,,
298372,3BFKBL4AA9090527,38,11,000,C,Perform verification of component or system,Completed the component or system test,3/31/17,3/31/17,,,,Yes,,,
298373,3BFKRHIAA9165220,38,11,000,C,Perform a periodic inspection,Completed the inspection,6/14/17,6/15/17,,,,Yes,,,
298374,3BFJ8WZAA9167039,38,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/15/16,6/16/16,,,,,Yes,,
298375,3BFKRNZAA9166296,38,11,000,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/15/17,6/15/17,,,,,Yes,,
298376,3BFFKT2AA9100150,38,23,781,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/9/13,4/10/13,,,,,Yes,,
298377,36MZ8HJAA8287318,38,11,127,C,Perform a periodic inspection,Completed the inspection,10/17/18,10/17/18,,,,Yes,,,
298378,3BFELNOAA9040421,38,11,070,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/9/12,2/10/12,,,,,Yes,,
298379,3BFFMCWAA9114470,38,11,000,0,Perform a periodic inspection,Completed the inspection,4/24/13,4/24/13,,,,Yes,,,
298380,3BFJKW0AA9266286,38,11,000,C,Aircraft weapon configuration change requested,Aircraft configuration change completed,9/22/16,9/22/16,,,,,,Yes,
298381,3BFIZRZAA9097086,38,11,000,0,Perform a periodic inspection,Completed the inspection,4/6/16,4/6/16,,,,Yes,,,
298382,3BFGDTTAA9351101,38,11,170,Z,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/17/13,1/13/14,,,,Yes,,,
298383,3BFIC0XAA9201463,38,11,000,0,Perform a periodic inspection,Completed the inspection,7/20/15,7/29/15,,,,Yes,,,
298384,3BFHLETAA9286355,38,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/13/14,10/14/14,,,,,Yes,,
298385,3BFJ9R3AA9173503,38,12,070,B,System or component worn or broken,Removed and Replaced the system or component,6/21/16,6/30/16,,,,,Yes,,
298386,3BFFA2ZAA9333071,38,12,070,B,System or component worn or broken,Removed and Replaced the system or component,11/28/12,11/28/12,,,,,Yes,,
298387,3BFLSYFAA9109240,38,16,127,P,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/19/18,4/19/18,,,,,Yes,,
298388,3BFGQKOAA9097115,38,11,070,C,Perform verification of component or system,Completed the component or system test,4/7/14,4/7/14,,,,Yes,,,
298389,3BFL90EAA9293157,38,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,10/20/17,10/21/17,,,,Yes,,Yes,
298390,3BFJA75AA9179187,38,11,257,C,Bare Metal located on the fuselage,"Sanded, primed, and painted the bare area",6/27/16,10/12/16,,Yes,,,,,
298391,3BFELEKAA9039169,38,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,2/8/12,2/8/12,Yes,,,,,,
298392,3BFI4I7AA9112356,38,11,932,B,Perform a periodic inspection,Completed the inspection,4/22/15,4/22/15,,,,Yes,,,
298393,3BFLTY9AA9120286,38,11,020,B,System or component worn or broken,Removed and Replaced the system or component,4/30/18,7/24/18,,,,,Yes,,
298394,3BFGDWTAA9352274,38,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",12/17/13,1/13/14,,Yes,,,,,
298395,3BFM3YWAA9182557,38,11,000,0,Perform a periodic inspection,Completed the inspection,7/1/18,7/2/18,,,,Yes,,,
298396,3BFG7DWAA9296486,38,11,127,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/7/13,11/13/13,,,,,Yes,,
298397,3BFJVT5AA9346198,38,11,000,C,Perform general weapon inspection,Weapon inspection performed,12/11/16,12/14/16,,,,Yes,,Yes,
298398,3BFLTUEAA9119200,38,11,C01,Z,Corrosion identified on a port,Treated and removed the corrosion,4/29/18,5/31/18,Yes,,,,,,
298399,3BFKB71AA9088A01,38,11,170,C,System or component worn or broken,Worked on and repaired component/system,3/29/17,3/30/17,,,,,Yes,,
298400,3BFKCO6AA9093118,38,11,000,C,Perform a periodic inspection,Completed the inspection,4/3/17,4/4/17,,,,Yes,,,
298401,3BFJSGTAA9321231,38,11,020,C,System or component worn or broken,Removed and Replaced the system or component,11/16/16,11/16/16,,,,,Yes,,
298402,3BFHZOFAA9072091,38,11,257,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",3/13/15,3/17/15,,Yes,,,,,
298403,3BFFA1KAA9308409,38,41,,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/28/12,12/3/12,,,,,Yes,,
298404,3BFMH4MAA9337324,38,23,787,R,System or component worn or broken,Removed and Replaced the system or component,12/3/18,12/4/18,,,,,Yes,,
298405,3BFF3TGAA9248310,38,11,000,0,Perform a periodic inspection,Completed the inspection,9/4/12,9/7/12,,,,Yes,,,
298406,3BFMNHTAA9029485,38,11,780,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/29/19,1/29/19,,,,,Yes,,
298407,3BFF9OTAA9331481,38,11,000,0,Perform a periodic inspection,Completed the inspection,11/26/12,11/26/12,,,,Yes,,,
298408,3BFIP79AA9348497,38,11,429,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/14/15,1/10/16,,,,,Yes,,
298409,3BFGHP9AA9037536,38,11,127,C,Code: HPVBHP was set.,Observed the area and attempted to repair it,2/6/14,2/6/14,,,,,Yes,,
298410,3BFI2P0AA9097585,38,11,177,A,Code: FVZJVB was set.,Worked on system component; repair may or may not have been successful,4/7/15,4/8/15,,,,,,,Yes
298411,3BFI1GRAA9085509,38,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,3/26/15,3/27/15,,,,,,Yes,
298412,3BFLF7RAA9337464,38,11,000,0,Perform a periodic inspection,Completed the inspection,12/3/17,12/4/17,,,,Yes,,,
298413,3BFMKXYAA9011183,38,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",1/11/19,1/16/19,,Yes,,,,,
298414,3BFFCMSAA9007528,38,11,000,0,Perform a periodic inspection,Completed the inspection,1/7/13,1/10/13,,,,Yes,,,
298415,3BFI3AFAA9104311,38,23,374,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/14/15,4/14/15,,,,,Yes,,
298416,3BFHHWVAA9265085,38,11,127,A,Perform system or component checks ,Completed the component or system test,9/22/14,9/22/14,,,,Yes,,,
298417,3BFFCNMAA9007538,38,11,000,0,Perform a periodic inspection,Completed the inspection,1/7/13,1/7/13,,,,Yes,,,
298418,3BFMKOCAA9010539,38,11,C01,Z,Corrosion identified on wires,Treated and removed the corrosion,1/10/19,1/16/19,Yes,,,,,,
298419,3BFG2JRAA9260143,38,11,257,B,Bare Metal found in or around the canopy and cockpit,"Sanded, primed, and painted the bare area",9/17/13,9/18/13,,Yes,,,,,
298420,3BFFV8IAA9205028,38,23,787,R,System or component worn or broken,Removed and Replaced the system or component,7/24/13,7/25/13,,,,,Yes,,
298421,36MZQH5AA8083490,38,11,425,C,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",3/24/19,3/25/19,,Yes,,,,,
298422,3BFIF83AA9232191,38,11,615,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/20/15,8/20/15,,,,,Yes,,
298423,3BFKMY8AA9141097,38,11,306,C,System or Component is dirty,Cleaned the system or component,5/21/17,5/25/17,,,,Yes,,,
298424,3BFH3XCAA9180328,38,11,000,0,Perform a periodic inspection,Completed the inspection,6/29/14,6/29/14,,,,Yes,,,
298425,3BFHMD5AA9292278,38,11,000,0,Perform a periodic inspection,Completed the inspection,10/19/14,10/20/14,,,,Yes,,,
298426,3BFJUIAAA9340244,38,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/5/16,12/5/16,,,,,Yes,,
298427,3BFHYRGAA9350809,38,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/16/14,3/17/15,,,,,Yes,,
298428,3BFKNKNAA9145450,38,11,000,C,Perform a periodic inspection,Completed the inspection,5/25/17,6/4/17,,,,Yes,,,
298429,3BFLJ54AA9014467,38,11,000,0,Perform a periodic inspection,Completed the inspection,1/14/18,1/22/18,,,,Yes,,,
298430,3BFGLQRAA9071359,38,11,780,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/12/14,3/17/14,,,,,Yes,,
298431,3BFH59OAA9187514,38,47,,C,Perform a periodic inspection,Completed the inspection,7/6/14,7/7/14,,,,Yes,,,
298432,3BFELT7AA9040533,38,11,190,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/9/12,2/15/12,,,,,Yes,,
298433,3BFEMOZAA9051103,38,11,000,0,Perform a periodic inspection,Completed the inspection,2/20/12,2/21/12,,,,Yes,,,
298434,3BFGOUMAA9089417,38,11,000,0,Perform a periodic inspection,Completed the inspection,3/30/14,4/2/14,,,,Yes,,,
298435,3BFFE23AA9027150,38,11,000,0,Perform a periodic inspection,Completed the inspection,1/27/13,1/27/13,,,,Yes,,,
298436,3BFMNIAAA9029500,38,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/29/19,1/31/19,,,,,Yes,,
298437,3BFL76AAA9277261,38,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,10/4/17,10/5/17,,,,,,Yes,
298438,3BFLDAHAA9321479,38,11,170,Z,Corrosion identified on a port,Treated and removed the corrosion,11/17/17,11/20/17,Yes,,,,,,
298439,3BFL2U1AA9225540,38,11,306,C,System or Component is dirty,Cleaned the system or component,8/13/17,8/13/17,,,,Yes,,,
298440,3BFGIIUAA9041459,38,11,000,0,Perform a periodic inspection,Completed the inspection,2/10/14,2/11/14,,,,Yes,,,
298441,3BFELUOAA9041558,38,12,105,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/10/12,2/14/12,,,,,Yes,,
298442,3BFFM38AA9113326,38,11,000,0,Perform a periodic inspection,Completed the inspection,4/23/13,4/23/13,,,,Yes,,,
298443,3BFIJUWAA9288407,38,11,425,C,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,10/15/15,10/27/15,,,Yes,,,,
298444,3BFG2JOAA9260123,38,11,257,B,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",9/17/13,9/18/13,,Yes,,,,,
298445,3BFMBQEAA9282512,38,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/9/18,10/9/18,,,,,Yes,,
298446,3BFM2LGAA9168345,38,11,000,0,Perform a periodic inspection,Completed the inspection,6/17/18,6/18/18,,,,Yes,,,
298447,3BFELD1AA9039147,38,11,170,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/8/12,2/8/12,,,,,Yes,,
298448,3BFFP8TAA9149452,38,23,374,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/29/13,5/29/13,,,,,Yes,,
298449,3BFFKUAAA9100167,38,11,105,C,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,4/10/13,4/15/13,,,Yes,,,,
298450,3BFELKRAA9039330,38,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,2/8/12,2/8/12,Yes,,,,,,
298451,3BFIVQGAA9060220,38,11,000,0,Perform a periodic inspection,Completed the inspection,2/29/16,3/4/16,,,,Yes,,,
298452,3BFMEP9AA9312030,38,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,11/8/18,11/8/18,,,,,,Yes,
298453,3BFIS6QAA9026561,38,11,127,B,Perform verification of component or system,Completed the component or system test,1/26/16,1/26/16,,,,Yes,,,
298454,3BFK08QAA9024472,38,11,000,C,Aircraft weapon configuration change requested,Aircraft configuration change completed,1/24/17,1/25/17,,,,,,Yes,
298455,3BFHZHFAA9071584,38,12,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/12/15,3/17/15,,,,,Yes,,
