,aircraft,squadron,lot,msp,zulu_time,flight_mode
1386024,41, S,117,FVHPHP, 01-JAN-2000 10:54:25:20, EngineTurn
1386025,41, S,117,ZJMZTL, 01-JAN-2000 10:54:25:30, EngineTurn
1386026,41, S,117,UXXUXU, 01-JAN-2000 10:54:25:40, EngineTurn
1386027,41, S,117,HPQGVB, 01-JAN-2000 10:54:26:30, EngineTurn
1386028,41, S,117,HPQGUX, 01-JAN-2000 10:54:27:30, EngineTurn
1386029,41, S,117,HPHPXU, 01-JAN-2000 10:55:25:30, EngineTurn
1386030,41, S,117,MQUXFV, 01-JAN-2000 10:55:55:30, EngineTurn
1386031,41, S,117,HPMQQG, 01-JAN-2000 10:58:49:30, EngineTurn
1386032,41, S,117,HP, 01-JAN-2000 20:24:38:60, EngineTurn
1386033,41, S,117,ZJMZTL, 01-JAN-2000 20:24:39:50, EngineTurn
1386034,41, S,117,HPQGUX, 01-JAN-2000 20:24:39:50, EngineTurn
1386035,41, S,117,HPQGVB, 01-JAN-2000 20:24:39:50, EngineTurn
1386036,41, S,117,HPMQQG, 01-JAN-2000 20:24:40:50, EngineTurn
1386037,41, S,117,HPHPXU, 01-JAN-2000 20:24:41:50, EngineTurn
1386038,41, S,117,HP, 01-JAN-2000 20:24:43:80, EngineTurn
1386039,41, S,117,HPHPXU, 01-JAN-2000 20:24:44:50, EngineTurn
1386040,41, S,117,HPMQQG, 01-JAN-2000 20:24:44:50, EngineTurn
1386041,41, S,117,ZJMZTL, 01-JAN-2000 20:24:44:50, EngineTurn
1386042,41, S,117,HPQGVB, 01-JAN-2000 20:24:44:50, EngineTurn
1386043,41, S,117,HPQGUX, 01-JAN-2000 20:24:44:50, EngineTurn
1386044,41, S,117,UXXUXU, 01-JAN-2000 20:24:50:60, EngineTurn
1386045,41, S,117,FVHPHP, 01-JAN-2000 20:24:50:80, EngineTurn
1386046,41, S,117,FVFVHP, 01-JAN-2000 20:24:51:00, EngineTurn
1386047,41, S,117,MQXUFV, 01-JAN-2000 20:32:43:70, EngineTurn
1386048,41, S,117,FVHPJD, 01-JAN-2000 20:37:59:75, InFlight
1386049,41, S,117,HP, 01-JAN-2000 20:38:10:95, InFlight
1386050,41, S,117,HPMQQG, 01-JAN-2000 20:38:11:65, InFlight
1386051,41, S,117,HPHPXU, 01-JAN-2000 20:38:11:65, InFlight
1386052,41, S,117,HPQGVB, 01-JAN-2000 20:38:11:65, InFlight
1386053,41, S,117,HPQGUX, 01-JAN-2000 20:38:11:65, InFlight
1386054,41, S,117,ZJMZTL, 01-JAN-2000 20:38:11:65, InFlight
1386055,41, S,117,FVFVHP, 01-JAN-2000 20:38:13:35, InFlight
1386056,41, S,117,FVHPJD, 01-JAN-2000 20:38:16:35, InFlight
1386057,41, S,117,UXXUXU, 01-JAN-2000 20:38:21:35, InFlight
1386058,41, S,117,FVHPHP, 01-JAN-2000 20:38:21:55, InFlight
1386059,41, S,117,UXXUFV, 01-JAN-2000 20:39:54:35, InFlight
1386060,41, PP,117,MQXUFV, 01-JAN-2013 06:40:40:40, EngineTurn
1386061,41, PP,117,HP, 01-JAN-2013 06:44:35:45, EngineTurn
1386062,41, PP,117,HPMQQG, 01-JAN-2013 06:44:36:35, EngineTurn
1386063,41, PP,117,UXXUXU, 01-JAN-2013 06:44:57:85, EngineTurn
1386064,41, PP,117,FVHPHP, 01-JAN-2013 06:44:58:05, EngineTurn
1386065,41, PP,117,FVHPJD, 01-JAN-2013 06:45:17:85, EngineTurn
1386066,41, PP,117,MQUXXU, 01-JAN-2013 06:47:28:15, EngineTurn
1386067,41, PP,117,HP, 01-JAN-2013 07:15:58:45, InFlight
1386068,41, PP,117,HPMQQG, 01-JAN-2013 07:15:59:15, InFlight
1386069,41, PP,117,MQUXXU, 01-JAN-2013 07:15:59:15, InFlight
1386070,41, PP,117,FVHPJD, 01-JAN-2013 07:16:03:85, InFlight
1386071,41, PP,117,UXXUXU, 01-JAN-2013 07:16:08:85, InFlight
1386072,41, PP,117,FVHPHP, 01-JAN-2013 07:16:09:05, InFlight
1386073,41, PP,117,UXXUFV, 01-JAN-2013 07:17:41:85, InFlight
1386074,41, PP,117,UXXUQG, 01-JAN-2013 07:50:16:15, InFlight
1386075,41, PP,117,MQMQHP, 01-JAN-2013 09:21:23:90, InFlight
1386076,41, PP,117,UXQGVB, 01-JAN-2013 09:33:49:15, InFlight
1386077,41, PP,117,XUHPMZ, 01-JAN-2013 10:15:43:65, EngineTurn
1386078,41, PP,117,MQMQHP, 01-JAN-2013 10:18:24:55, EngineTurn
1386079,41, PP,117,UXXUQG, 01-JAN-2013 10:18:24:55, EngineTurn
1386080,41, PP,117,UXXUFV, 01-JAN-2013 10:18:24:55, EngineTurn
1386081,41, PP,117,FVHPHP, 01-JAN-2013 10:18:24:55, EngineTurn
1386082,41, PP,117,UXXUXU, 01-JAN-2013 10:18:24:55, EngineTurn
1386083,41, PP,117,FVHPJD, 01-JAN-2013 10:18:24:55, EngineTurn
1386084,41, PP,117,MQUXXU, 01-JAN-2013 10:18:24:55, EngineTurn
1386085,41, PP,117,HPMQQG, 01-JAN-2013 10:18:24:55, EngineTurn
1386086,41, PP,117,HP, 01-JAN-2013 10:18:24:55, EngineTurn
1386087,41, PP,117,UXQGVB, 01-JAN-2013 10:18:24:55, EngineTurn
1386088,41, PP,117,XUHPMZ, 01-JAN-2013 10:18:24:55, EngineTurn
1386089,41, PP,117,HPMQQG, 01-JAN-2013 10:18:24:65, EngineTurn
1386090,41, PP,117,HP, 01-JAN-2013 10:18:24:65, EngineTurn
1386091,41, PP,117,MQUXXU, 01-JAN-2013 10:18:24:65, EngineTurn
1386092,41, PP,117,FVHPJD, 01-JAN-2013 10:18:24:65, EngineTurn
1386093,41, PP,117,UXXUXU, 01-JAN-2013 10:18:24:65, EngineTurn
