,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
37082,3LQE7Z9PF7165375,5,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,6/14/15,6/17/15,Yes,,,,,,
37083,3LQCJV9PF7279447,5,11,000,0,Perform a periodic inspection,Completed the inspection,10/6/13,10/7/13,,,,Yes,,,
37084,3LQMZFQPF7317036,5,11,C01,Z,Bare Metal found on a door,"Sanded, primed, and painted the bare area",11/12/18,11/19/18,,Yes,,,,,
37085,3LQFG4HPF7244219,5,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/31/16,9/9/16,,,,,Yes,,
37086,3LQCMUWPF7298584,5,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/13,10/25/13,,,,Yes,,,
37087,3LQFK9FPF7278532,5,11,000,0,Perform a periodic inspection,Completed the inspection,10/4/16,10/4/16,,,,Yes,,,
37088,3LQDZQLPF7097339,5,23,255,R,Bad Battery,Repaired or replaced battery,4/7/15,4/9/15,,,,,Yes,,
37089,3LQCOBVPF7314229,5,11,000,0,Perform a periodic inspection,Completed the inspection,11/10/13,11/11/13,,,,Yes,,,
37090,3LQFSH4PF7362362,5,11,000,0,Perform a periodic inspection,Completed the inspection,12/27/16,12/28/16,,,,Yes,,,
37091,3LQFH24PF7252111,5,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/8/16,9/8/16,,,,,Yes,,
37092,3LQMC7OPF7158418,5,11,020,C,System or component worn or broken,Removed and Replaced the system or component,6/7/18,6/9/18,,,,,Yes,,
37093,3LQCXVHPF7083051,5,11,000,0,Perform a periodic inspection,Completed the inspection,3/24/14,3/24/14,,,,Yes,,,
37094,3LQF8TCPF7166174,5,11,000,0,Perform a periodic inspection,Completed the inspection,6/14/16,6/15/16,,,,Yes,,,
37095,3LQF75RPF7147497,5,11,000,0,Perform a periodic inspection,Completed the inspection,5/26/16,5/26/16,,,,Yes,,,
37096,3LQMZK4PF7317129,5,11,C01,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",11/13/18,11/19/18,,Yes,,,,,
37097,3LQEWG1PF7029301,5,11,000,0,Perform verification of component or system,Completed the component or system test,1/29/16,1/31/16,,,,Yes,,,
37098,3LQCF8GPF7238198,5,11,000,0,Perform a periodic inspection,Completed the inspection,8/26/13,8/26/13,,,,Yes,,,
37099,3LQF4U8PF7127470,5,11,020,C,System or component worn or broken,Worked on and repaired component/system,5/6/16,5/11/16,,,,,Yes,,
37100,3LQFQ76PF7333127,5,11,000,0,Perform a periodic inspection,Completed the inspection,11/28/16,11/28/16,,,,Yes,,,
