,aircraft,squadron,lot,msp,zulu_time,flight_mode
1387298,42, I,119,XUHPFV, 01-JAN-2009 17:35:23:60, GrndPwr
1387299,42, I,119,XUHPJD, 01-JAN-2009 17:35:23:60, GrndPwr
1387300,42, I,119,XUHPVB, 01-JAN-2009 17:35:23:60, GrndPwr
1387301,42, I,119,XUHPQG, 01-JAN-2009 17:35:23:60, GrndPwr
1387302,42, I,119,HPXUFV, 01-JAN-2009 20:17:47:80, EngineTurn
1387303,42, I,119,HP, 01-JAN-2009 20:22:42:70, EngineTurn
1387304,42, I,119,UXXUXU, 01-JAN-2009 20:22:54:90, EngineTurn
1387305,42, I,119,FVHPHP, 01-JAN-2009 20:22:55:10, EngineTurn
1387306,42, I,119,UXJDUX, 01-JAN-2009 20:22:55:30, EngineTurn
1387307,42, I,119,HP, 01-JAN-2009 20:26:35:90, EngineTurn
1387308,42, I,119,UXXUXU, 01-JAN-2009 20:26:46:30, EngineTurn
1387309,42, I,119,FVHPHP, 01-JAN-2009 20:26:46:50, EngineTurn
1387310,42, I,119,FVHPZJ, 01-JAN-2009 20:29:08:10, EngineTurn
1387311,42, I,119,FVFVZJ, 01-JAN-2009 20:32:11:85, EngineTurn
1387312,42, I,119,HPXUFV, 01-JAN-2009 20:42:28:75, EngineTurn
1387313,42, I,119,HPVBJD, 01-JAN-2009 20:42:50:75, EngineTurn
1387314,42, I,119,HPXUQG, 01-JAN-2009 20:45:14:75, EngineTurn
1387315,42, I,119,HPXUFV, 01-JAN-2009 20:50:36:95, EngineTurn
1387316,42, I,119,FVFVZJ, 01-JAN-2009 20:50:36:95, EngineTurn
1387317,42, I,119,HPXUQG, 01-JAN-2009 20:50:36:95, EngineTurn
1387318,42, I,119,HPVBJD, 01-JAN-2009 20:50:36:95, EngineTurn
1387319,42, I,119,FVHPZJ, 01-JAN-2009 20:50:36:95, EngineTurn
1387320,42, I,119,FVHPHP, 01-JAN-2009 20:50:36:95, EngineTurn
1387321,42, I,119,UXXUXU, 01-JAN-2009 20:50:36:95, EngineTurn
1387322,42, I,119,HP, 01-JAN-2009 20:50:36:95, EngineTurn
1387323,42, I,119,FVHPHP, 01-JAN-2009 20:50:37:05, EngineTurn
1387324,42, I,119,FVHPZJ, 01-JAN-2009 20:50:37:05, EngineTurn
1387325,42, I,119,FVFVZJ, 01-JAN-2009 20:50:37:05, EngineTurn
1387326,42, I,119,UXXUXU, 01-JAN-2009 20:50:37:05, EngineTurn
1387327,42, I,119,HP, 01-JAN-2009 20:50:37:05, EngineTurn
1387328,42, I,119,HPXUQG, 01-JAN-2009 20:50:37:05, EngineTurn
1387329,42, I,119,HPVBJD, 01-JAN-2009 20:50:37:05, EngineTurn
1387330,42, I,119,HPXUFV, 01-JAN-2009 20:50:37:05, EngineTurn
1387331,42, I,119,HPXUFV, 01-JAN-2009 20:50:38:85, EngineTurn
1387332,42, I,119,HPVBJD, 01-JAN-2009 20:50:38:85, EngineTurn
1387333,42, I,119,HPXUQG, 01-JAN-2009 20:50:38:85, EngineTurn
1387334,42, I,119,FVHPZJ, 01-JAN-2009 20:50:38:85, EngineTurn
1387335,42, I,119,FVFVZJ, 01-JAN-2009 20:50:38:85, EngineTurn
1387336,42, I,119,FVHPHP, 01-JAN-2009 20:50:38:85, EngineTurn
1387337,42, I,119,UXXUXU, 01-JAN-2009 20:50:38:85, EngineTurn
1387338,42, I,119,HP, 01-JAN-2009 20:50:38:85, EngineTurn
1387339,42, I,119,HPVBHP, 01-JAN-2009 21:24:55:90, EngineTurn
1387340,42, I,119,XUXUVB, 01-JAN-2009 21:28:13:60, EngineTurn
1387341,42, I,119,HP, 01-JAN-2009 21:28:54:70, EngineTurn
1387342,42, I,119,HPVBJD, 01-JAN-2009 21:28:55:60, EngineTurn
