,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
115964,2CB9I77AB8192044,15,11,000,0,Perform system or component checks ,Completed the component or system test,7/11/18,7/11/18,,,,Yes,,,
115965,2CB9UVSAB8298557,15,11,C01,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,10/25/18,10/26/18,Yes,,,,,,
115966,2CB372IAB8220176,15,11,170,Z,Perform a periodic inspection,Completed the inspection,8/7/12,8/11/12,,,,Yes,,,
115967,2CB3K25AB8295438,15,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,10/21/12,10/22/12,,,Yes,,,,
115968,2CB290TAB8018272,15,11,000,0,Perform a periodic inspection,Completed the inspection,1/18/12,1/18/12,,,,Yes,,,
115969,2CB9UM8AB8296340,15,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/18,10/24/18,,,,Yes,,,
115970,2CB42EYAB8135141,15,11,000,0,Perform a periodic inspection,Completed the inspection,5/15/13,5/15/13,,,,Yes,,,
115971,2CB40PDAB8116022,15,11,000,0,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/26/13,5/1/13,,,,,Yes,,
115972,2CB95IJAB8112550,15,11,000,0,Perform a periodic inspection,Completed the inspection,4/22/18,4/23/18,,,,Yes,,,
115973,2CB4LFKAB8310537,15,11,000,0,Perform a periodic inspection,Completed the inspection,11/6/13,11/6/13,,,,Yes,,,
115974,2CB89KCAB8192468,15,11,000,0,Perform a periodic inspection,Completed the inspection,7/11/17,7/11/17,,,,Yes,,,
115975,2CBA45XAB8015401,15,11,C01,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/15/19,1/16/19,,,,,Yes,,
115976,2CB2P0PAB8125581,15,11,000,0,Perform system or component checks ,Completed the component or system test,5/4/12,5/5/12,,,,Yes,,,
115977,2CB36OQAB8219552,15,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,8/6/12,8/6/12,,,Yes,,,,
115978,2CB37NEAB8222336,15,11,780,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/9/12,8/11/12,,,,,Yes,,
115979,2CB9KABAB8219066,15,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,8/7/18,8/8/18,,,,,,Yes,
115980,2CB4PY0AB8007381,15,11,170,B,Corrosion identified on wires,Treated and removed the corrosion,1/7/14,1/9/14,Yes,,,,,,
115981,2CB4EFUAB8247316,15,11,000,0,Perform system or component checks ,Completed the component or system test,9/4/13,9/5/13,,,,Yes,,,
115982,2CB7B6GAB8101498,15,11,000,0,Perform a periodic inspection,Completed the inspection,4/10/16,4/13/16,,,,Yes,,,
