,aircraft,squadron,lot,msp,zulu_time,flight_mode
1078757,33, RR,101,JDJDMQ, 01-APR-2015 00:57:55:25, EngineTurn
1078758,33, RR,101,MQMQZJ, 01-APR-2015 00:57:58:25, EngineTurn
1078759,33, RR,101,MQMQZJ, 01-APR-2015 00:59:07:25, EngineTurn
1078760,33, RR,101,JDJDMQ, 01-APR-2015 00:59:07:25, EngineTurn
1078761,33, RR,101,MQMQZJ, 01-APR-2015 01:13:29:00, InFlight
1078762,33, RR,101,JDJDMQ, 01-APR-2015 01:13:29:00, InFlight
1078763,33, RR,101,JDJDMQ, 01-APR-2015 02:44:22:05, InFlight
1078764,33, RR,101,JDJDMQ, 01-APR-2015 03:32:02:20, EngineTurn
1078765,33, RR,101,JDJDMQ, 01-APR-2015 17:48:52:90, EngineTurn
1078766,33, RR,101,JDJDMQ, 01-APR-2015 17:49:26:90, EngineTurn
1078767,33, RR,101,JDJDMQ, 01-APR-2015 18:10:36:00, InFlight
1078768,33, RR,101,FVZJUX, 01-APR-2015 18:15:11:90, InFlight
1078769,33, RR,101,FVZJUX, 01-APR-2015 19:43:35:15, EngineTurn
1078770,33, RR,101,JDJDMQ, 01-APR-2015 19:43:35:15, EngineTurn
1078771,33, RR,101,FVZJUX, 01-APR-2015 19:43:42:95, EngineTurn
1078772,33, RR,101,JDJDMQ, 01-APR-2015 19:43:42:95, EngineTurn
1078773,33, RR,101,FVZJUX, 01-APR-2015 19:45:14:20, EngineTurn
1078774,33, RR,101,JDJDMQ, 01-APR-2015 19:45:14:20, EngineTurn
1078775,33, RR,101,JDJDMQ, 01-APR-2015 19:49:12:00, EngineTurn
1078776,33, RR,101,JDJDMQ, 01-APR-2015 20:46:36:45, GrndPwr
1078777,33, RR,101,HPZJNV, 01-APR-2015 20:50:22:95, GrndPwr
1078778,33, RR,101,JDJDMQ, 01-APR-2016 02:29:10:30, EngineTurn
1078779,33, RR,101,JDJDMQ, 01-APR-2016 02:29:53:30, EngineTurn
1078780,33, RR,101,JDVBHP, 01-APR-2016 02:38:24:00, EngineTurn
1078781,33, RR,101,JDJDMQ, 01-APR-2016 02:42:57:00, InFlight
1078782,33, RR,101,JDJDMQ, 01-APR-2016 03:26:21:15, EngineTurn
1078783,33, RR,101,JDJDMQ, 01-APR-2016 03:27:15:20, EngineTurn
1078784,33, RR,101,JDJDMQ, 01-APR-2016 03:27:50:10, EngineTurn
1078785,33, RR,101,JDJDMQ, 01-APR-2016 03:32:23:00, EngineTurn
1078786,33, RR,101,JDJDMQ, 01-APR-2016 16:46:12:00, EngineTurn
1078787,33, RR,101,JDJDMQ, 01-APR-2016 16:46:17:00, EngineTurn
1078788,33, RR,101,JDVBHP, 01-APR-2016 16:56:56:00, EngineTurn
1078789,33, R,101,MZUXJD, 01-APR-2018 02:25:49:80, GrndPwr
1078790,33, R,101,MZXUHP, 01-APR-2018 02:25:49:80, GrndPwr
1078791,33, R,101,UXMQMQ, 01-APR-2018 02:25:49:80, GrndPwr
1078792,33, R,101,JDJDMQ, 01-APR-2018 02:25:49:80, GrndPwr
1078793,33, R,101,MZUXJD, 01-APR-2018 02:26:14:50, GrndPwr
1078794,33, R,101,JDJDMQ, 01-APR-2018 02:26:14:50, GrndPwr
1078795,33, R,101,MZXUHP, 01-APR-2018 02:26:14:50, GrndPwr
1078796,33, R,101,UXMQMQ, 01-APR-2018 02:26:14:50, GrndPwr
1078797,33, R,101,HPVBXU, 01-APR-2018 02:27:15:40, GrndPwr
1078798,33, R,101,JDQGMZ, 01-APR-2018 02:27:36:40, GrndPwr
1078799,33, R,101,FVZJVB, 01-APR-2019 16:59:27:25, EngineTurn
1078800,33, R,101,JDJDMQ, 01-APR-2019 16:59:51:15, EngineTurn
1078801,33, R,101,JDQGVB, 01-APR-2019 16:59:51:15, EngineTurn
1078802,33, R,101,HPQGQG, 01-APR-2019 17:00:22:45, EngineTurn
1078803,33, R,101,JDQGVB, 01-APR-2019 17:00:22:45, EngineTurn
1078804,33, R,101,JDJDMQ, 01-APR-2019 17:00:22:45, EngineTurn
1078805,33, R,101,FVZJVB, 01-APR-2019 17:00:27:75, EngineTurn
1078806,33, R,101,MZXUHP, 01-APR-2019 17:13:14:00, EngineTurn
1078807,33, R,101,HPQGQG, 01-APR-2019 17:24:46:05, InFlight
1078808,33, R,101,MZXUHP, 01-APR-2019 17:24:46:05, InFlight
1078809,33, R,101,JDQGVB, 01-APR-2019 17:24:46:05, InFlight
1078810,33, R,101,JDJDMQ, 01-APR-2019 17:24:46:05, InFlight
1078811,33, R,101,FVZJVB, 01-APR-2019 17:24:52:15, InFlight
1078812,33, R,101,MZXUHP, 01-APR-2019 18:18:51:20, EngineTurn
1078813,33, R,101,HPQGQG, 01-APR-2019 18:18:51:20, EngineTurn
1078814,33, R,101,JDJDMQ, 01-APR-2019 18:18:51:20, EngineTurn
1078815,33, R,101,JDQGVB, 01-APR-2019 18:18:51:20, EngineTurn
1078816,33, R,101,FVZJVB, 01-APR-2019 18:18:51:20, EngineTurn
1078817,33, R,101,JDJDMQ, 01-APR-2019 18:18:52:60, EngineTurn
1078818,33, R,101,JDQGVB, 01-APR-2019 18:18:52:60, EngineTurn
1078819,33, R,101,FVZJVB, 01-APR-2019 18:18:52:60, EngineTurn
1078820,33, R,101,HPQGQG, 01-APR-2019 18:18:52:60, EngineTurn
1078821,33, R,101,MZXUHP, 01-APR-2019 18:18:52:60, EngineTurn
1078822,33, R,101,JDQGVB, 01-APR-2019 18:19:39:40, EngineTurn
