,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
259022,2GE0T5GP6B131266,33,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,5/11/15,5/12/15,,,Yes,,,,
259023,2GE06ZIP6B206434,33,11,170,C,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,6/30/14,7/2/14,,,Yes,,,,
259024,2GE25PBP6B024372,33,11,000,0,Perform a periodic inspection,Completed the inspection,1/24/18,1/24/18,,,,Yes,,,
259025,2GE286KP6B057594,33,11,020,C,System or component worn or broken,Worked on and repaired component/system,2/26/18,2/27/18,,,,,Yes,,
259026,2GDZZ17P6B054025,33,11,000,0,Perform a periodic inspection,Completed the inspection,2/23/14,2/23/14,,,,Yes,,,
259027,2GE1GOFP6B347590,33,11,000,0,Perform a periodic inspection,Completed the inspection,12/12/16,12/21/16,,,,Yes,,,
259028,2GE0RQDP6B109547,33,11,000,0,Perform a periodic inspection,Completed the inspection,4/19/15,4/21/15,,,,Yes,,,
259029,2GE1PAXP6B141347,33,11,020,C,System or component worn or broken,Removed and Replaced the system or component,5/21/17,5/21/17,,,,,Yes,,
259030,2GE1GR8P6B347A09,33,11,070,C,System or component worn or broken,Worked on and repaired component/system,12/12/16,12/19/16,,,,,Yes,,
259031,2GDZK4TP6B060305,33,11,093,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,3/1/13,3/19/13,,,,Yes,,,
259032,2GE257SP6B019056,33,11,C01,Z,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,1/19/18,1/25/18,,,,Yes,,,
259033,3MMYVN7P6G057209,33,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,2/26/12,2/26/12,,,Yes,,,,
259034,2GE2J1HP6B294275,33,11,000,0,Perform a periodic inspection,Completed the inspection,10/21/18,10/23/18,,,,Yes,,,
259035,3MMZCCAP6G160210,33,11,167,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/8/12,6/8/12,,,,,Yes,,
259036,2GE1DYJP6B292295,33,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,10/18/16,10/23/16,,,,Yes,,,
259037,2GE0SIHP6B124482,33,23,787,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/4/15,5/4/15,,,,,Yes,,
259038,2GDZSVFP6B280030,33,11,170,Z,Bare Metal located on the landing gear assembly,"Sanded, primed, and painted the bare area",10/7/13,10/9/13,,Yes,,,,,
259039,2GE1LHUP6B085404,33,12,020,B,System or component worn or broken,Removed and Replaced the system or component,3/26/17,3/26/17,,,,,Yes,,
259040,3MMZ9NXP6G143150,33,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,5/22/12,5/23/12,,,,Yes,,,
259041,2GDZPVTP6B197571,33,11,070,C,System or component worn or broken,Worked on and repaired component/system,7/16/13,7/21/13,,,,,Yes,,
259042,2GE1A2YP6B207298,33,11,000,0,Perform a periodic inspection,Completed the inspection,7/25/16,7/25/16,,,,Yes,,,
259043,2GDZKBFP6B065395,33,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/6/13,3/12/13,,,,,Yes,,
259044,2GE1LH1P6B085391,33,11,000,0,Perform a periodic inspection,Completed the inspection,3/26/17,3/26/17,,,,Yes,,,
259045,2GDZQP9P6B223436,33,11,000,0,Perform a periodic inspection,Completed the inspection,8/11/13,8/13/13,,,,Yes,,,
259046,2GE193XP6B180214,33,47,,C,Perform a periodic inspection,Completed the inspection,6/28/16,12/20/16,,,,Yes,,,
259047,2GE1XAIP6B269276,33,47,,C,Perform a periodic inspection,Completed the inspection,9/26/17,9/26/17,,,,Yes,,,
259048,2GE0VLYP6B187492,33,12,190,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/6/15,7/7/15,,,,,Yes,,
259049,2GDZY68P6B043137,33,11,000,0,Perform a periodic inspection,Completed the inspection,2/12/14,2/12/14,,,,Yes,,,
259050,2GE2QX5P6B112162,33,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,4/22/19,4/24/19,,,,Yes,,,
259051,2GE05DEP6B149325,33,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,5/29/14,5/29/14,,,,Yes,,Yes,
259052,2GE1BQ8P6B244122,33,11,000,0,Perform a periodic inspection,Completed the inspection,8/31/16,9/1/16,,,,Yes,,,
259053,2GDZPOOP6B195439,33,11,000,0,Perform a periodic inspection,Completed the inspection,7/14/13,7/28/13,,,,Yes,,,
259054,2GDZPWGP6B198590,33,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/17/13,7/24/13,,,,,Yes,,
259055,2GE0UFCP6B160489,33,11,000,0,Perform a periodic inspection,Completed the inspection,6/9/15,6/12/15,,,,Yes,,,
259056,2GDZJ81P6B036362,33,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/5/13,2/5/13,,,,,Yes,,
259057,2GE07X5P6B203390,33,11,525,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/22/14,7/22/14,,,,,Yes,,
259058,2GE16FSP6B094485,33,11,000,0,Perform a periodic inspection,Completed the inspection,4/3/16,4/4/16,,,,Yes,,,
259059,2GDZM89P6B108270,33,11,425,C,Bare Metal located on the fuselage,"Sanded, primed, and painted the bare area",4/18/13,4/25/13,,Yes,,,,,
259060,2GE11W7P6B348472,33,11,000,0,Perform a periodic inspection,Completed the inspection,12/14/15,12/15/15,,,,Yes,,,
259061,2GE0I4HP6B348457,33,11,000,0,Perform a periodic inspection,Completed the inspection,12/14/14,12/14/14,,,,Yes,,,
259062,2GE0THKP6B136526,33,12,020,B,System or component worn or broken,Removed and Replaced the system or component,5/16/15,5/17/15,,,,,Yes,,
259063,2GE14E2P6B056358,33,47,,C,Perform system or component checks ,Completed the component or system test,2/25/16,3/8/16,,,,Yes,,,
