,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
179817,3EA3SVOFA7238475,24,23,301,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/26/15,8/26/15,,,,,Yes,,
179818,3NT23EYFA3152383,24,11,000,0,Perform a periodic inspection,Completed the inspection,6/1/17,6/2/17,,,,Yes,,,
179819,3EA1Y1EFA7006399,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/6/13,1/6/13,,,,Yes,,,
179820,361XYWUFE6295042,24,11,C01,Z,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",10/22/18,11/6/18,,Yes,,,,,
179821,3NT1XK4FA3088562,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/29/17,4/3/17,,,,Yes,,,
179822,3NT2U87FA3043071,24,11,000,N,System or component worn or broken,Worked on and repaired component/system,2/12/18,3/23/18,,,,,Yes,,
179823,3EA2U7DFA7026425,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/26/14,1/26/14,,,,Yes,,,
179824,3NT234GFA3150290,24,11,000,0,Perform a periodic inspection,Completed the inspection,5/30/17,5/30/17,,,,Yes,,,
179825,3NT33GLFA3178027,24,11,105,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/27/18,6/27/18,,,,,Yes,,
179826,3EA1TULFA7311501,24,12,381,B,Perform system or component checks ,Completed the component or system test,11/6/12,11/27/12,,,,Yes,,,
179827,361XWFQFE6247399,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/4/18,9/5/18,,,,Yes,,,
179828,3EA2C58FA7142439,24,12,381,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/22/13,5/23/13,,,,,Yes,,
179829,3EA3A6VFA7289021,24,11,000,0,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",10/16/14,11/26/14,,Yes,,,,,
179830,3NT2Y27FA3121183,24,23,780,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/1/18,5/1/18,,,,,Yes,,
179831,361XNMUFE6142069,24,11,020,C,System or component worn or broken,Removed and Replaced the system or component,5/22/18,6/4/18,,,,,Yes,,
179832,2X1J8R0FAA294110,24,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/9/18,4/10/18,,,,,Yes,,
179833,3NT2FV8FA3253441,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/10/17,9/13/17,,,,Yes,,,
179834,3EA3LQSFA7147055,24,11,000,0,Perform a periodic inspection,Completed the inspection,5/27/15,5/27/15,,,,Yes,,,
179835,3EA2396FA7056519,24,11,000,0,Perform system or component checks ,Completed the component or system test,2/25/13,2/26/13,,,,Yes,,,
179836,361XNKFFE6142022,24,41,,C,Perform a wiring inspection,Completed the inspection,5/21/18,8/1/18,,,,Yes,,,
179837,3NSY9VRFA3128A48,24,12,170,B,Corrosion found on a panel,Treated and removed the corrosion,5/24/12,6/4/12,Yes,,,,,,
179838,3EA3RCWFA7222019,24,11,000,0,Perform a periodic inspection,Completed the inspection,8/10/15,8/12/15,,,,Yes,,,
179839,3EA2C5BFA7142441,24,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,5/22/13,5/22/13,,,Yes,,,,
179840,3EA3BS3FA7321129,24,12,719,B,System or component worn or broken,Removed and Replaced the system or component,11/16/14,12/2/14,,,,,Yes,,
179841,3EA3U95FA7257236,24,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/14/15,9/23/15,,,,,Yes,,
179842,3EA39SDFA7287515,24,12,020,B,System or component worn or broken,Worked on and repaired component/system,10/14/14,10/14/14,,,,,Yes,,
179843,3EA32R2FA7175082,24,11,000,0,Perform a periodic inspection,Completed the inspection,6/24/14,6/24/14,,,,Yes,,,
179844,3NT2BV5FA3218190,24,11,000,0,Perform a periodic inspection,Completed the inspection,8/6/17,8/6/17,,,,Yes,,,
179845,3EA3Q05FA7207362,24,11,000,0,Perform a periodic inspection,Completed the inspection,7/26/15,7/26/15,,,,Yes,,,
179846,3NSYG4WFA3202245,24,11,000,0,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,7/19/12,7/24/12,,,,Yes,,,
179847,3NSZMQAFA3287292,24,11,000,0,Perform a periodic inspection,Completed the inspection,10/14/13,10/18/13,,,,Yes,,,
179848,3EA2TPIFA7020177,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/20/14,1/20/14,,,,Yes,,,
179849,361Y0SGFE6317558,24,23,255,R,"Grounding issue found with a system, wire, or component",Removed and replaced system or component,11/13/18,11/13/18,,,,,Yes,,
179850,3EA2WZ8FA7062118,24,11,000,0,Perform system or component checks ,Completed the component or system test,3/3/14,3/3/14,,,,Yes,,,
179851,3NT2MB7FA3302456,24,11,169,C,Code: FVMQJD was set.,Repaired the wire,10/30/17,10/30/17,,,,,Yes,,
179852,2X1JAN1FAA294220,24,11,000,0,Perform system or component checks ,Completed the component or system test,4/28/18,4/29/18,,,,Yes,,,
179853,3NSY1ORFA3085262,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/25/12,4/1/12,,,,Yes,,,
179854,3EA2ZW4FA7131067,24,11,000,0,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",5/9/14,5/14/14,,Yes,,,,,
179855,3NSYLENFA3250365,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/6/12,9/20/12,,,,Yes,,,
179856,3NSY87PFA3134181,24,11,000,0,Perform a periodic inspection,Completed the inspection,5/13/12,5/15/12,,,,Yes,,,
179857,3EA2DLZFA7156482,24,11,105,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/5/13,6/5/13,,,,,Yes,,
179858,361YBO9FE6085328,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/26/19,3/26/19,,,,Yes,,,
179859,3NSXV4NFA3031539,24,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/31/12,2/1/12,,,,,Yes,,
179860,3EA3LBXFA7134406,24,11,170,Z,Bare Metal located on the landing gear assembly,"Sanded, primed, and painted the bare area",5/14/15,6/8/15,,Yes,,,,,
179861,361XWKAFE6249475,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/6/18,9/19/18,,,,Yes,,,
179862,3EA1UR8FA7325325,24,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,11/20/12,12/17/12,,,,Yes,,,
179863,3C7GM9DFE9218520,24,11,374,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/6/17,8/6/17,,,,,Yes,,
179864,3EA20AUFA7028096,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/28/13,1/29/13,,,,Yes,,,
179865,3EA2WYRFA7062117,24,11,000,0,Perform system or component checks ,Completed the component or system test,3/3/14,3/3/14,,,,Yes,,,
179866,3EA2TVZFA7022273,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/22/14,1/22/14,,,,Yes,,,
179867,361YAYWFE6076520,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/17/19,3/17/19,,,,Yes,,,
179868,3EA3D4RFA7346004,24,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/12/14,9/23/15,,,,,Yes,,
179869,2X1J5XYMB1258350,24,11,000,N,Perform a periodic inspection,Completed the inspection,3/23/18,3/26/18,,,,Yes,,,
179870,3NT2C2KFA3211487,24,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/7/17,3/23/18,,,,,Yes,,
179871,3NSY5SJFA3116553,24,23,447,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/25/12,4/25/12,,,,,Yes,,
179872,361XV5WFE6234340,24,11,000,0,Perform a periodic inspection,Completed the inspection,8/22/18,8/22/18,,,,Yes,,,
179873,361XNMDFE6142049,24,11,000,0,Perform an aircraft transfer or acceptance inspection,Completed the inspection,5/22/18,5/23/18,,,,Yes,,,
179874,3EA3H6VFA7062419,24,47,,C,Perform a phase inspection,Completed the inspection,3/3/15,3/3/15,,,,Yes,,,
179875,3EA3EB7FA7364410,24,11,000,0,System or component worn or broken,Removed and Replaced the system or component,12/30/14,1/9/15,,,,,Yes,,
179876,3NT2EK4FA3238575,24,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/26/17,8/26/17,,,,,Yes,,
179877,3NT1RH1FA3005116,24,11,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/20/16,4/2/17,,,,,Yes,,
179878,3NT2UDEFA3044182,24,11,000,0,Perform a periodic inspection,Completed the inspection,2/13/18,2/14/18,,,,Yes,,,
179879,361XNMOFE6142065,24,12,190,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/22/18,6/1/18,,,,,Yes,,
179880,361Y39UFE6347145,24,11,000,0,Perform a periodic inspection,Completed the inspection,12/13/18,12/13/18,,,,Yes,,,
179881,3NSY7I7FA3128547,24,11,000,0,Perform a periodic inspection,Completed the inspection,5/7/12,6/7/12,,,,Yes,,,
179882,3NT2Z3NFA3130030,24,23,787,R,System or component worn or broken,Removed and Replaced the system or component,5/9/18,5/10/18,,,,,Yes,,
179883,3EA26QIFA7098534,24,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/13,4/11/13,,,,Yes,,,
179884,361YCWWFE6097337,24,11,000,0,Perform a periodic inspection,Completed the inspection,4/7/19,4/7/19,,,,Yes,,,
179885,3EA3QXIFA7217365,24,11,000,0,Perform a periodic inspection,Completed the inspection,8/5/15,8/5/15,,,,Yes,,,
179886,3EA2GZVFA7189551,24,11,000,0,Perform system or component checks ,Completed the component or system test,7/8/13,7/8/13,,,,Yes,,,
179887,361YBOCFE6085328,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/26/19,3/29/19,,,,Yes,,,
179888,3EA20B4FA7028102,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/28/13,1/28/13,,,,Yes,,,
179889,3EA28QBFA7119445,24,11,000,0,Perform a periodic inspection,Completed the inspection,4/29/13,4/29/13,,,,Yes,,,
179890,3NSY5BQFA3111370,24,11,956,C,Aircraft weapon configuration change requested,Aircraft configuration change completed,4/20/12,4/20/12,,,,,,Yes,
179891,361XUZEFE6205C14,24,11,128,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/20/18,8/21/18,,,,,Yes,,
179892,2X1I9HXFA6272376,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/29/15,9/29/15,,,,Yes,,,
179893,3EA2XHNFA7068441,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/9/14,3/9/14,,,,Yes,,,
179894,3NT2QVTFA3016059,24,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/16/18,3/23/18,,,,,Yes,,
179895,3EA396GFA7265266,24,11,020,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/22/14,7/15/15,,,,,Yes,,
179896,3NT2QQ8FA3016564,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/16/18,1/17/18,,,,Yes,,,
179897,3EA3PPPFA7203198,24,11,000,N,Perform a periodic inspection,Completed the inspection,7/22/15,9/23/15,,,,Yes,,,
179898,3EA3QZLFA7217400,24,11,170,B,Corrosion found on door panel,Treated and removed the corrosion,8/5/15,8/7/15,Yes,,,,,,
179899,3NSYLERFA3250365,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/6/12,9/12/12,,,,Yes,,,
179900,3NT2JIMFA3281096,24,11,000,0,Perform a periodic inspection,Completed the inspection,10/8/17,10/9/17,,,,Yes,,,
179901,361XSQMFE6211303,24,12,381,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/30/18,7/30/18,,,,,Yes,,
179902,3NT1VDXFA3060427,24,23,295,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/1/17,3/1/17,,,,,Yes,,
179903,3EA2FNZFA7175556,24,11,070,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/24/13,6/25/13,,,,,Yes,,
179904,3EA2L5ZFA7234101,24,11,295,F,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/22/13,8/23/13,,,,,Yes,,
179905,3EA2WZ4FA7062118,24,11,000,0,Perform system or component checks ,Completed the component or system test,3/3/14,3/6/14,,,,Yes,,,
179906,361XVGQFE6239554,24,11,000,0,Perform a periodic inspection,Completed the inspection,8/27/18,8/28/18,,,,Yes,,,
179907,361YCRZFE6094273,24,11,425,C,Bare Metal located on the landing gear assembly,"Sanded, primed, and painted the bare area",4/4/19,4/8/19,,Yes,,,,,
179908,3NT1VM7FA3061581,24,11,070,C,System or component worn or broken,Removed and Replaced the system or component,3/2/17,3/25/17,,,,,Yes,,
179909,3EA2YB6FA7077263,24,11,000,0,Perform a periodic inspection,Completed the inspection,3/18/14,3/20/14,,,,Yes,,,
179910,3EA1Y1AFA7006398,24,11,000,0,Perform a periodic inspection,Completed the inspection,1/6/13,1/7/13,,,,Yes,,,
179911,361Y7LNFE6039275,24,41,,A,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/8/19,2/21/19,,,,,Yes,,
179912,3NSY3VDFA3101455,24,23,020,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,4/10/12,4/11/12,,,,,Yes,,
179913,3NT25IPFA3167453,24,11,000,0,Perform a periodic inspection,Completed the inspection,6/16/17,6/16/17,,,,Yes,,,
179914,3EA2U2VFA7023346,24,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/23/14,3/21/14,,,,,Yes,,
179915,3EA2JRPFA7192908,24,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/11/13,8/6/13,,,,,Yes,,
179916,3EA2722FA7101578,24,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/11/13,4/11/13,,,,,Yes,,
179917,3EA1Q3DFA7268509,24,11,170,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/24/12,12/10/12,,,,,Yes,,
179918,3NSY7IXFA3128550,24,11,000,0,Perform verification of component or system,Completed the component or system test,5/7/12,5/9/12,,,,Yes,,,
179919,361XX1IFE6262117,24,11,000,0,Perform a periodic inspection,Completed the inspection,9/19/18,9/20/18,,,,Yes,,,
