,aircraft,squadron,lot,msp,zulu_time,flight_mode
874624,20, LL,110,QGHPFV, 01-JAN-2018 03:24:55:65, EngineTurn
874625,20, LL,110,HP, 01-JAN-2018 03:24:55:65, EngineTurn
874626,20, LL,110,JDMZUX, 01-JUL-2004 13:12:56:60, EngineTurn
874627,20, LL,110,JDMZFV, 01-JUL-2004 13:12:56:60, EngineTurn
874628,20, LL,110,UXXUXU, 01-JUL-2004 13:12:56:60, EngineTurn
874629,20, LL,110,FVHPHP, 01-JUL-2004 13:12:56:60, EngineTurn
874630,20, LL,110,MQHPMZ, 01-JUL-2004 13:14:06:80, EngineTurn
874631,20, LL,110,JDMQMZ, 01-JUL-2004 13:14:25:80, EngineTurn
874632,20, LL,110,MQHPZJ, 01-JUL-2004 13:17:44:50, EngineTurn
874633,20, LL,110,HP, 01-JUL-2004 13:17:57:00, EngineTurn
874634,20, LL,110,MQHPZJ, 01-JUL-2004 13:17:57:50, EngineTurn
874635,20, LL,110,JDMQMZ, 01-JUL-2004 13:17:57:50, EngineTurn
874636,20, LL,110,UXXUXU, 01-JUL-2004 13:18:07:40, EngineTurn
874637,20, LL,110,FVHPHP, 01-JUL-2004 13:18:07:60, EngineTurn
874638,20, LL,110,HPUXMQ, 01-JUL-2004 13:19:11:50, EngineTurn
874639,20, LL,110,HP, 01-JUL-2004 13:37:28:00, InFlight
874640,20, LL,110,HPUXMQ, 01-JUL-2004 13:37:28:70, InFlight
874641,20, LL,110,JDMQMZ, 01-JUL-2004 13:37:28:70, InFlight
874642,20, LL,110,UXXUXU, 01-JUL-2004 13:37:38:40, InFlight
874643,20, LL,110,FVHPHP, 01-JUL-2004 13:37:38:60, InFlight
874644,20, LL,110,FVMQMQ, 01-JUL-2004 13:59:49:55, InFlight
874645,20, LL,110,UXVBJD, 01-JUL-2004 14:30:58:25, InFlight
874646,20, LL,110,UXJDHP, 01-JUL-2004 14:31:49:05, InFlight
874647,20, LL,110,MQHPZJ, 01-JUL-2004 14:36:39:75, InFlight
874648,20, LL,110,XUXUVB, 01-JUL-2004 15:05:51:25, EngineTurn
874649,20, LL,110,UXXUQG, 01-JUL-2004 15:06:42:75, EngineTurn
874650,20, LL,110,MQMQHP, 01-JUN-2007 12:41:57:20, EngineTurn
874651,20, LL,110,UXXUXU, 01-JUN-2007 12:41:57:20, EngineTurn
874652,20, LL,110,FVHPHP, 01-JUN-2007 12:41:57:20, EngineTurn
874653,20, LL,110,UXFVVB, 01-JUN-2007 12:41:57:20, EngineTurn
874654,20, LL,110,MQUXXU, 01-JUN-2007 12:41:57:20, EngineTurn
874655,20, LL,110,HPUXVB, 01-JUN-2007 12:41:57:20, EngineTurn
874656,20, LL,110,HPVBHP, 01-JUN-2007 12:42:26:40, EngineTurn
874657,20, LL,110,MQHPZJ, 01-JUN-2007 12:43:23:40, EngineTurn
874658,20, LL,110,XUXUVB, 01-JUN-2007 12:46:38:95, EngineTurn
874659,20, LL,110,HP, 01-JUN-2007 13:00:41:60, InFlight
874660,20, LL,110,UXFVVB, 01-JUN-2007 13:00:48:00, InFlight
874661,20, LL,110,UXXUXU, 01-JUN-2007 13:00:52:00, InFlight
874662,20, LL,110,FVHPHP, 01-JUN-2007 13:00:52:20, InFlight
874663,20, LL,110,FVMQMQ, 01-JUN-2007 13:01:36:40, InFlight
874664,20, LL,110,HPUXVB, 01-JUN-2007 13:02:32:30, InFlight
874665,20, LL,110,MQMQHP, 01-JUN-2007 13:33:13:90, InFlight
874666,20, LL,110,MQUXXU, 01-JUN-2007 13:40:37:85, InFlight
874667,20, LL,110,FVMQMQ, 01-JUN-2007 13:53:29:85, EngineTurn
874668,20, LL,110,HPUXVB, 01-JUN-2007 13:53:29:85, EngineTurn
874669,20, LL,110,MQMQHP, 01-JUN-2007 13:53:29:85, EngineTurn
874670,20, LL,110,MQUXXU, 01-JUN-2007 13:53:29:85, EngineTurn
874671,20, LL,110,UXXUXU, 01-JUN-2007 13:53:29:85, EngineTurn
874672,20, LL,110,UXFVVB, 01-JUN-2007 13:53:29:85, EngineTurn
874673,20, LL,110,HP, 01-JUN-2007 13:53:29:85, EngineTurn
874674,20, LL,110,FVHPHP, 01-JUN-2007 13:53:29:85, EngineTurn
874675,20, LL,110,MQUXXU, 01-JUN-2007 13:53:29:95, EngineTurn
874676,20, LL,110,MQMQHP, 01-JUN-2007 13:53:29:95, EngineTurn
874677,20, LL,110,HPUXVB, 01-JUN-2007 13:53:29:95, EngineTurn
874678,20, LL,110,FVMQMQ, 01-JUN-2007 13:53:29:95, EngineTurn
874679,20, LL,110,FVHPHP, 01-JUN-2007 13:53:29:95, EngineTurn
874680,20, LL,110,UXXUXU, 01-JUN-2007 13:53:29:95, EngineTurn
874681,20, LL,110,HP, 01-JUN-2007 13:53:29:95, EngineTurn
874682,20, LL,110,UXFVVB, 01-JUN-2007 13:53:29:95, EngineTurn
874683,20, LL,110,UXFVVB, 01-JUN-2007 13:53:31:75, EngineTurn
874684,20, LL,110,UXXUXU, 01-JUN-2007 13:53:31:75, EngineTurn
874685,20, LL,110,FVHPHP, 01-JUN-2007 13:53:31:75, EngineTurn
874686,20, LL,110,FVMQMQ, 01-JUN-2007 13:53:31:75, EngineTurn
874687,20, LL,110,HP, 01-JUN-2007 13:53:31:75, EngineTurn
874688,20, LL,110,MQMQHP, 01-JUN-2007 13:53:31:75, EngineTurn
874689,20, LL,110,MQUXXU, 01-JUN-2007 13:53:31:75, EngineTurn
874690,20, LL,110,HPUXVB, 01-JUN-2007 13:53:31:75, EngineTurn
874691,20, LL,110,MZXUTL, 01-JUN-2007 14:04:46:65, EngineTurn
874692,20, LL,110,HP, 01-JUN-2011 00:41:56:10, InFlight
874693,20, LL,110,HPUXZJ, 01-JUN-2011 00:41:56:80, InFlight
874694,20, LL,110,XUJDFV, 01-JUN-2011 00:41:56:80, InFlight
874695,20, LL,110,HPTLXU, 01-JUN-2011 00:41:56:80, InFlight
874696,20, LL,110,HPXUFV, 01-JUN-2011 00:41:59:80, InFlight
874697,20, LL,110,UXXUXU, 01-JUN-2011 00:42:06:55, InFlight
874698,20, LL,110,FVHPHP, 01-JUN-2011 00:42:06:75, InFlight
874699,20, LL,110,JDUXQG, 01-JUN-2011 00:42:47:85, InFlight
874700,20, LL,110,ZJUXTL, 01-JUN-2011 00:44:52:90, InFlight
874701,20, LL,110,HPXUXU, 01-JUN-2011 01:34:15:85, InFlight
874702,20, LL,110,XUXUVB, 01-JUN-2011 02:03:40:60, EngineTurn
874703,20, LL,110,UXXUXU, 01-JUN-2011 02:06:18:45, EngineTurn
874704,20, LL,110,HPXUFV, 01-JUN-2011 02:06:18:45, EngineTurn
874705,20, LL,110,XUJDFV, 01-JUN-2011 02:06:18:45, EngineTurn
874706,20, LL,110,HPUXZJ, 01-JUN-2011 02:06:18:45, EngineTurn
874707,20, LL,110,JDUXQG, 01-JUN-2011 02:06:18:45, EngineTurn
874708,20, LL,110,HP, 01-JUN-2011 02:06:18:45, EngineTurn
874709,20, LL,110,XUXUVB, 01-JUN-2011 02:06:18:45, EngineTurn
874710,20, LL,110,ZJUXTL, 01-JUN-2011 02:06:18:45, EngineTurn
874711,20, LL,110,HPXUXU, 01-JUN-2011 02:06:18:45, EngineTurn
874712,20, LL,110,FVHPHP, 01-JUN-2011 02:06:18:45, EngineTurn
874713,20, LL,110,HPTLXU, 01-JUN-2011 02:06:18:45, EngineTurn
874714,20, LL,110,HPTLXU, 01-JUN-2011 02:06:18:55, EngineTurn
874715,20, LL,110,HPUXZJ, 01-JUN-2011 02:06:18:55, EngineTurn
874716,20, LL,110,XUJDFV, 01-JUN-2011 02:06:18:55, EngineTurn
874717,20, LL,110,HPXUFV, 01-JUN-2011 02:06:18:55, EngineTurn
874718,20, LL,110,UXXUXU, 01-JUN-2011 02:06:18:55, EngineTurn
874719,20, LL,110,FVHPHP, 01-JUN-2011 02:06:18:55, EngineTurn
874720,20, LL,110,JDUXQG, 01-JUN-2011 02:06:18:55, EngineTurn
874721,20, LL,110,ZJUXTL, 01-JUN-2011 02:06:18:55, EngineTurn
874722,20, LL,110,HPXUXU, 01-JUN-2011 02:06:18:55, EngineTurn
874723,20, LL,110,XUXUVB, 01-JUN-2011 02:06:18:55, EngineTurn
874724,20, LL,110,HP, 01-JUN-2011 02:06:18:55, EngineTurn
874725,20, LL,110,HP, 01-JUN-2011 02:06:20:35, EngineTurn
874726,20, LL,110,HPTLXU, 01-JUN-2011 02:06:20:35, EngineTurn
